# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
Amazon Low latitude	301	22.3249	2.8544	0.0356	0.9624	0.0066	0.0017	0.0321	0.0057	0.0016	0.9679	0.0057	0.0016	0.0591	0.0122	0.0023	0.9409	0.0122	0.0023	0.0604	0.0128	0.0024	0.1831	32.7515	0.0356
Amazon Mid latitude	454	25.5427	2.9153	0.0360	0.9596	0.0064	0.0017	0.0347	0.0050	0.0015	0.9653	0.0050	0.0015	0.0647	0.0120	0.0023	0.9353	0.0120	0.0023	0.0660	0.0125	0.0024	0.2090	27.6556	0.0360
Mata atlantica High latitude	140	12.3267	0.7741	0.0185	0.9705	0.0079	0.0019	0.0270	0.0073	0.0018	0.9730	0.0073	0.0018	0.0414	0.0132	0.0024	0.9586	0.0132	0.0024	0.0431	0.0143	0.0025	0.0493	42.2808	0.0185
Cerrado Mid latitude	675	25.0929	3.3978	0.0389	0.9637	0.0056	0.0016	0.0345	0.0040	0.0013	0.9655	0.0040	0.0013	0.0587	0.0105	0.0022	0.9413	0.0105	0.0022	0.0600	0.0109	0.0022	0.1484	26.1717	0.0389
# All positions (variant and fixed)
# Pop ID	Private	Sites	Variant Sites	Polymorphic Sites	% Polymorphic Loci	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
Amazon Low latitude	301	348882.0000	2250.0000	827.0000	0.2370	22.4074	2.7917	0.0028	0.9998	0.0001	0.0000	0.0002	0.0000	0.0000	0.9998	0.0000	0.0000	0.0004	0.0001	0.0000	0.9996	0.0001	0.0000	0.0004	0.0001	0.0000	0.0012	48.9015	0.0028
Amazon Mid latitude	454	348882.0000	2250.0000	1058.0000	0.3033	25.6327	2.7831	0.0028	0.9997	0.0001	0.0000	0.0002	0.0000	0.0000	0.9998	0.0000	0.0000	0.0004	0.0001	0.0000	0.9996	0.0001	0.0000	0.0004	0.0001	0.0000	0.0013	48.8715	0.0028
Mata atlantica High latitude	140	348882.0000	2250.0000	338.0000	0.0969	12.3538	0.7502	0.0015	0.9998	0.0001	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0003	0.0001	0.0000	0.0003	48.9574	0.0015
Cerrado Mid latitude	675	348882.0000	2250.0000	1102.0000	0.3159	25.1760	3.3167	0.0031	0.9998	0.0000	0.0000	0.0002	0.0000	0.0000	0.9998	0.0000	0.0000	0.0004	0.0001	0.0000	0.9996	0.0001	0.0000	0.0004	0.0001	0.0000	0.0010	48.8595	0.0031
