C:/Users/vmc04/Documents/GitHub/wingproj/Metric disparity/Field 18/FieldARS18 coord_Aug20_Format - {Aligned specimens} - 1 17 36 0	from C:/Users/vmc04/Documents/GitHub/wingproj/2017_08_Field collected 13-18CLIC txt files/18 landmarks/FieldARS18 coord_Aug20.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.36332350389856105 -0.11016645080353973 -0.081980534137763753 -0.14131591567225257 0.27617774385810895 -0.05389105073751347 0.29370292556871486 -0.02799164134999441 0.30305008403073741 0.0032990535944784753 0.29881391908519855 0.034519675528833657 0.26197777796151295 0.065572122238906835 0.18436363741109735 0.10184767928165168 0.08232754393111856 0.13256377554316034 -0.061809844811287831 0.16170431313254854 -0.35441780540027945 0.0066991816085681787 -0.22673456536920475 0.0073578679036734127 -0.22929006212744654 -0.023897790535740603 -0.13974523715271966 -0.0030603235576229871 -0.14633368712715911 -0.042486997944608931 -0.14754486614666837 -0.071018984401499022 0.0086983895453432072 -0.077004806488927435 0.042068084779258282 0.037270292659879807 
-0.35375001736707573 -0.11289920797595744 -0.097241303036210106 -0.14290806398008452 0.28028195370602799 -0.063990779439344156 0.30056730720538516 -0.028985984347756132 0.30763188907344219 0.0023419619674889228 0.30264309088249219 0.037220268947051806 0.26518304777772239 0.067121824222524065 0.19279048850252198 0.10286636060289214 0.075885350741354399 0.13477744387774354 -0.09754960610420875 0.15918424851416516 -0.34473613993393742 0.0099091433244036711 -0.21595831941665561 0.010553630371388293 -0.2206278857058285 -0.018355207391253816 -0.1352615077799478 -0.0010781226475355737 -0.13745775632564972 -0.043213755284907861 -0.14089969860823184 -0.07693069393560735 -0.024157188419667783 -0.076346439322920373 0.042656294808465542 0.04073337249771021 
-0.35890090760508625 -0.10609475692661263 -0.091794026581116003 -0.13603064065426004 0.27372991703214195 -0.064578361392985797 0.30096255439835717 -0.032028398743662215 0.31499116323620419 0.0051906826268900601 0.30750398681722158 0.039825485715448389 0.26420675787656345 0.0645694818333898 0.19088008654609601 0.10220934270438045 0.07931847946815869 0.13352665025242574 -0.087229092859128665 0.15837263575840596 -0.361064406386642 0.0027763084985307782 -0.21872316096897754 0.0088268510401575059 -0.22203638252672964 -0.022314082760289063 -0.12051435113852906 -0.0010703082847783908 -0.122556686229444 -0.040576130499085213 -0.125827402438876 -0.0765030727286405 -0.033707366515613256 -0.074488342666204591 0.01076083787540108 0.038386656226889561 
-0.36135532506857382 -0.11427512024841012 -0.11196155222689677 -0.13609412875776924 0.27625628314334205 -0.062489335023231209 0.2977859099804081 -0.028869883102305829 0.30829155496499638 0.0025752847543203559 0.30542391705918942 0.035559721824944053 0.26713503255803145 0.065734859980966967 0.19368742692195073 0.10406634208366052 0.082381765165792348 0.13964686426295925 -0.097475427734355746 0.16345842581003259 -0.35971511926183447 0.0051577159588157969 -0.21089472127986925 0.0089094660694197143 -0.21397325970786429 -0.017837099711371058 -0.11606333628473814 -0.0018945879241658754 -0.11940440017316103 -0.039606796566228092 -0.12637150885307116 -0.076013091959117582 -0.024083847805743516 -0.080900139114504208 0.010336608602397931 0.032871501661984152 
-0.35676583900357395 -0.10173492431120572 -0.10152242872087454 -0.13400731759528683 0.27575459597856594 -0.056713461773015852 0.29842134692517563 -0.025811061553208368 0.30637144363260127 0.0071190421094062947 0.30083680026851795 0.042010533441900637 0.26643760486446494 0.068571974210321407 0.20370438360386384 0.096658677756077296 0.076977941397036495 0.12942571566174424 -0.079077263260253189 0.14523930382960559 -0.36045378546271556 0.013363619466085537 -0.22877160106723587 0.003804003427480392 -0.23652275045587828 -0.025430357732106366 -0.12302592996588028 -0.0055948955473213192 -0.12857851411088125 -0.039889544923467274 -0.13036903997992635 -0.073151227450720002 -0.0070449916664685674 -0.07731897640812789 0.02362802702346355 0.033458897391838598 
-0.3728573390549369 -0.10406945632939721 -0.083972561861864789 -0.13986585485154579 0.27743887561915226 -0.058658177871373458 0.29688147832937239 -0.032945063974417634 0.30650792342505317 0.00079938037555152112 0.29932138253616031 0.037568349387244737 0.26252066418003883 0.06738772227169175 0.18736360361873616 0.10190571604774547 0.078857006643541602 0.13412550234537254 -0.084147575030075736 0.15379652482034883 -0.35872198558650897 0.0098071050287352312 -0.23204423274572045 0.0056458723492775805 -0.23224942816293856 -0.02420524987959773 -0.12082903745766342 -0.00022120590449106598 -0.11964431364943215 -0.035995163626812127 -0.12076553876880686 -0.074233033451170077 -0.0048989548319302179 -0.076364752758275742 0.021240032797820468 0.035521786021112466 
-0.35969676970077463 -0.10419727290643321 -0.089507813091137825 -0.13137264907299964 0.28221849603124877 -0.048931983235252156 0.29767516343610045 -0.024602507908086265 0.3117888270133764 0.0088360348684184756 0.30304178548885213 0.042913289644875417 0.26719392113233342 0.062685534618595593 0.19805843367665815 0.08972077762291894 0.093427227778275501 0.1205433793253932 -0.089911172068167955 0.14620507196503016 -0.36551166403211977 0.0041961384105422333 -0.22050590996088329 0.0073906049144063192 -0.22332756402482795 -0.020087517110958134 -0.1278458521238974 0.0014355774208182806 -0.12927419580115013 -0.037435167236109013 -0.12971168156463855 -0.069430093066805823 -0.033575984395200348 -0.07759321590394401 0.015464752205951405 0.029723997649590488 
-0.36559850031529412 -0.10471424197204884 -0.085486089726297426 -0.12972980784046448 0.27363260491553576 -0.056387962386055916 0.30251104061696638 -0.022032649453916368 0.31027396625937098 0.011608380369339056 0.30262847040752139 0.040277725784148122 0.27075899967960487 0.061451950738451569 0.20072794089401885 0.092461411213186559 0.080573682004073707 0.12511317643935815 -0.076142102286987784 0.15319031678288483 -0.36142811126475166 0.002237807892618853 -0.21791453599896779 0.0026420437247212038 -0.2192725627681108 -0.02299402456871916 -0.1307786843194606 -0.0077617477602974043 -0.13298489678843714 -0.041214808344372814 -0.13434292355758018 -0.066850876637813181 -0.038466706191932307 -0.072508546801401355 0.021308408440725266 0.035211852820381001 
-0.36237469652539439 -0.10534418066781909 -0.10325704001522418 -0.13259183691871868 0.27691516787029713 -0.060137270953062413 0.29975496769651805 -0.031633355147784432 0.3141921171687469 0.006603819302805976 0.31033872205708019 0.035494324069561212 0.2733703016639733 0.063796471351032613 0.1948996691938934 0.10231124759004807 0.073611679913979239 0.13397047158481848 -0.099112806348188726 0.15355921281543899 -0.35336970965533598 0.00025262637700301446 -0.21442592395218746 0.0078519139549612336 -0.21591116782809833 -0.020961273019498565 -0.11845413064346376 -0.002081628686480764 -0.12215214790670098 -0.036202527531599873 -0.1237611002502846 -0.0735575368861838 -0.037321539326905184 -0.07801326851391642 0.0070576368872968236 0.036682791279395631 
-0.3739414772585688 -0.1076227565027538 -0.09218638383908502 -0.1325129621275436 0.27399272649174633 -0.060225343883948158 0.29902915340500474 -0.026620119504350288 0.30768146907753446 0.0072072993831892749 0.2940188500276662 0.035484799659817851 0.26049298082947608 0.066372694873336704 0.19536918280987964 0.09768910806645735 0.077566299051658086 0.12854942423219545 -0.083648547382461469 0.15180491311998615 -0.35948114336984155 0.0092320281033573866 -0.23664792217321753 0.0040546883136388656 -0.23706056911653761 -0.026372946847715212 -0.11379882994031205 4.764218397258674e-05 -0.1178175840814778 -0.037354141828849448 -0.11944813779369452 -0.071276786934078226 -0.012999027837799803 -0.076231932215855058 0.038878961100031174 0.037774391909142557 
