ID	Biome	State	Locality	Family	Temp_let	Sex
RPV 755	Amazon	Rondonia	RPV	15	C	F
RPV 766	Amazon	Rondonia	RPV	15	C	M
SJU 014	Mata Atlantica	Rio de Janeiro	SJU	6	A	F
SJU 022	Mata Atlantica	Rio de Janeiro	SJU	6	A	F
SJU 026	Mata Atlantica	Rio de Janeiro	SJU	6	A	M
SJU 034	Mata Atlantica	Rio de Janeiro	SJU	6	B	F
SJU 037	Mata Atlantica	Rio de Janeiro	SJU	6	B	M
SJU 040	Mata Atlantica	Rio de Janeiro	SJU	6	B	F
SJU 050	Mata Atlantica	Rio de Janeiro	SJU	6	C	M
SJU 051	Mata Atlantica	Rio de Janeiro	SJU	6	C	M
SJU 055	Mata Atlantica	Rio de Janeiro	SJU	6	C	M
SJU 060	Mata Atlantica	Rio de Janeiro	SJU	4	A	F
SJU 062	Mata Atlantica	Rio de Janeiro	SJU	4	A	F
SJU 068	Mata Atlantica	Rio de Janeiro	SJU	4	A	M
SJU 075	Mata Atlantica	Rio de Janeiro	SJU	4	B	F
SJU 080	Mata Atlantica	Rio de Janeiro	SJU	4	B	F
SJU 081	Mata Atlantica	Rio de Janeiro	SJU	4	B	M
SJU 086	Mata Atlantica	Rio de Janeiro	SJU	4	B	M
SJU 104	Mata Atlantica	Rio de Janeiro	SJU	1	A	F
SJU 105	Mata Atlantica	Rio de Janeiro	SJU	1	A	M
SJU 111	Mata Atlantica	Rio de Janeiro	SJU	1	A	F
SJU 119	Mata Atlantica	Rio de Janeiro	SJU	1	B	M
SJU 120	Mata Atlantica	Rio de Janeiro	SJU	1	B	F
SJU 123	Mata Atlantica	Rio de Janeiro	SJU	1	B	F
SJU 124	Mata Atlantica	Rio de Janeiro	SJU	1	B	F
SJU 127	Mata Atlantica	Rio de Janeiro	SJU	1	B	M
SJU 129	Mata Atlantica	Rio de Janeiro	SJU	1	B	M
SJU 130	Mata Atlantica	Rio de Janeiro	SJU	1	B	M
SJU 131	Mata Atlantica	Rio de Janeiro	SJU	1	B	F
SJU 135	Mata Atlantica	Rio de Janeiro	SJU	1	C	F
SJU 136	Mata Atlantica	Rio de Janeiro	SJU	1	C	F
SJU 137	Mata Atlantica	Rio de Janeiro	SJU	1	C	M
SJU 139	Mata Atlantica	Rio de Janeiro	SJU	1	C	M
SJU 150	Mata Atlantica	Rio de Janeiro	SJU	2	A	F
SJU 152	Mata Atlantica	Rio de Janeiro	SJU	2	A	F
SJU 154	Mata Atlantica	Rio de Janeiro	SJU	2	A	M
SJU 170	Mata Atlantica	Rio de Janeiro	SJU	2	B	M
SJU 184	Mata Atlantica	Rio de Janeiro	SJU	2	C	F
SJU 185	Mata Atlantica	Rio de Janeiro	SJU	2	C	F
SJU 189	Mata Atlantica	Rio de Janeiro	SJU	2	C	M
SJU 190	Mata Atlantica	Rio de Janeiro	SJU	2	C	M
SJU 196	Mata Atlantica	Rio de Janeiro	SJU	3	A	M
SJU 201	Mata Atlantica	Rio de Janeiro	SJU	3	A	M
SJU 204	Mata Atlantica	Rio de Janeiro	SJU	3	A	M
SJU 206	Mata Atlantica	Rio de Janeiro	SJU	3	A	F
SJU 207	Mata Atlantica	Rio de Janeiro	SJU	3	A	M
SJU 217	Mata Atlantica	Rio de Janeiro	SJU	3	B	F
SJU 218	Mata Atlantica	Rio de Janeiro	SJU	3	B	M
SJU 222	Mata Atlantica	Rio de Janeiro	SJU	3	B	F
SJU 223	Mata Atlantica	Rio de Janeiro	SJU	3	B	F
SJU 225	Mata Atlantica	Rio de Janeiro	SJU	3	C	F
SJU 227	Mata Atlantica	Rio de Janeiro	SJU	3	C	F
SJU 229	Mata Atlantica	Rio de Janeiro	SJU	3	C	M
SJU 235	Mata Atlantica	Rio de Janeiro	SJU	3	C	F
SJU 240	Mata Atlantica	Rio de Janeiro	SJU	5	A	M
SJU 245	Mata Atlantica	Rio de Janeiro	SJU	5	A	M
SJU 246	Mata Atlantica	Rio de Janeiro	SJU	5	A	M
SJU 250	Mata Atlantica	Rio de Janeiro	SJU	5	A	F
SJU 252	Mata Atlantica	Rio de Janeiro	SJU	5	A	F
SJU 254	Mata Atlantica	Rio de Janeiro	SJU	5	B	M
SJU 257	Mata Atlantica	Rio de Janeiro	SJU	5	B	M
SJU 265	Mata Atlantica	Rio de Janeiro	SJU	5	B	F
SJU 269	Mata Atlantica	Rio de Janeiro	SJU	5	C	F
SJU 270	Mata Atlantica	Rio de Janeiro	SJU	5	C	M
SJU 271	Mata Atlantica	Rio de Janeiro	SJU	5	C	F
SJU 279	Mata Atlantica	Rio de Janeiro	SJU	5	C	F
SJU 289	Mata Atlantica	Rio de Janeiro	SJU	7	A	F
SJU 291	Mata Atlantica	Rio de Janeiro	SJU	7	A	F
SJU 295	Mata Atlantica	Rio de Janeiro	SJU	7	B	F
SJU 296	Mata Atlantica	Rio de Janeiro	SJU	7	B	M
SJU 300	Mata Atlantica	Rio de Janeiro	SJU	7	B	M
SJU 303	Mata Atlantica	Rio de Janeiro	SJU	7	B	M
SJU 304	Mata Atlantica	Rio de Janeiro	SJU	7	C	M
SJU 305	Mata Atlantica	Rio de Janeiro	SJU	7	C	F
SJU 309	Mata Atlantica	Rio de Janeiro	SJU	7	C	F
SJU 310	Mata Atlantica	Rio de Janeiro	SJU	7	C	F
SJU 314	Mata Atlantica	Rio de Janeiro	SJU	7	C	F
SJU 315	Mata Atlantica	Rio de Janeiro	SJU	7	C	F
SJU 317	Mata Atlantica	Rio de Janeiro	SJU	7	C	M
SJU 319	Mata Atlantica	Rio de Janeiro	SJU	9	A	M
SJU 320	Mata Atlantica	Rio de Janeiro	SJU	9	A	M
SJU 321	Mata Atlantica	Rio de Janeiro	SJU	9	A	F
SJU 325	Mata Atlantica	Rio de Janeiro	SJU	9	A	F
SJU 341	Mata Atlantica	Rio de Janeiro	SJU	9	B	M
SJU 364	Mata Atlantica	Rio de Janeiro	SJU	12	A	M
SJU 366	Mata Atlantica	Rio de Janeiro	SJU	12	A	M
SJU 370	Mata Atlantica	Rio de Janeiro	SJU	12	A	M
SJU 372	Mata Atlantica	Rio de Janeiro	SJU	12	A	M
SJU 376	Mata Atlantica	Rio de Janeiro	SJU	12	A	F
SJU 379	Mata Atlantica	Rio de Janeiro	SJU	12	B	F
SJU 381	Mata Atlantica	Rio de Janeiro	SJU	12	B	M
SJU 385	Mata Atlantica	Rio de Janeiro	SJU	12	B	F
SJU 389	Mata Atlantica	Rio de Janeiro	SJU	12	B	M
SJU 390	Mata Atlantica	Rio de Janeiro	SJU	12	B	F
SJU 392	Mata Atlantica	Rio de Janeiro	SJU	12	B	M
SJU 395	Mata Atlantica	Rio de Janeiro	SJU	12	C	M
SJU 397	Mata Atlantica	Rio de Janeiro	SJU	12	C	M
SJU 411	Mata Atlantica	Rio de Janeiro	SJU	10	A	M
SJU 412	Mata Atlantica	Rio de Janeiro	SJU	10	A	M
SJU 419	Mata Atlantica	Rio de Janeiro	SJU	10	A	M
SJU 422	Mata Atlantica	Rio de Janeiro	SJU	10	A	F
SJU 423	Mata Atlantica	Rio de Janeiro	SJU	10	A	F
SJU 426	Mata Atlantica	Rio de Janeiro	SJU	10	B	F
SJU 431	Mata Atlantica	Rio de Janeiro	SJU	10	B	F
SJU 434	Mata Atlantica	Rio de Janeiro	SJU	10	B	F
SJU 439	Mata Atlantica	Rio de Janeiro	SJU	10	C	F
SJU 440	Mata Atlantica	Rio de Janeiro	SJU	10	C	M
SJU 444	Mata Atlantica	Rio de Janeiro	SJU	10	C	M
SJU 461	Mata Atlantica	Rio de Janeiro	SJU	11	A	F
SJU 465	Mata Atlantica	Rio de Janeiro	SJU	11	A	F
SJU 472	Mata Atlantica	Rio de Janeiro	SJU	11	B	F
SJU 473	Mata Atlantica	Rio de Janeiro	SJU	11	B	M
SJU 481	Mata Atlantica	Rio de Janeiro	SJU	11	B	M
SJU 485	Mata Atlantica	Rio de Janeiro	SJU	11	C	M
TLC 104	Cerrado	Tocantins	TLC	74	A	M
TLC 105	Cerrado	Tocantins	TLC	74	A	F
TLC 114	Cerrado	Tocantins	TLC	74	A	M
TLC 119	Cerrado	Tocantins	TLC	74	B	M
TLC 120	Cerrado	Tocantins	TLC	74	B	M
TLC 121	Cerrado	Tocantins	TLC	74	B	M
TLC 125	Cerrado	Tocantins	TLC	74	B	M
TLC 129	Cerrado	Tocantins	TLC	74	B	M
TLC 130	Cerrado	Tocantins	TLC	74	B	F
TLC 132	Cerrado	Tocantins	TLC	74	B	F
TLC 136	Cerrado	Tocantins	TLC	74	C	F
TLC 137	Cerrado	Tocantins	TLC	74	C	F
TLC 139	Cerrado	Tocantins	TLC	74	C	F
TLC 145	Cerrado	Tocantins	TLC	74	C	F
TLC 146	Cerrado	Tocantins	TLC	74	C	F
TLC 150	Cerrado	Tocantins	TLC	75	A	F
TLC 151	Cerrado	Tocantins	TLC	75	A	F
TLC 162	Cerrado	Tocantins	TLC	75	A	F
TLC 163	Cerrado	Tocantins	TLC	75	A	M
TLC 166	Cerrado	Tocantins	TLC	75	B	F
TLC 176	Cerrado	Tocantins	TLC	75	B	F
TLC 178	Cerrado	Tocantins	TLC	75	B	F
TLC 184	Cerrado	Tocantins	TLC	75	C	F
TLC 185	Cerrado	Tocantins	TLC	75	C	M
TLC 189	Cerrado	Tocantins	TLC	75	C	M
TLC 194	Cerrado	Tocantins	TLC	76	A	M
TLC 198	Cerrado	Tocantins	TLC	76	A	F
TLC 206	Cerrado	Tocantins	TLC	76	A	M
TLC 207	Cerrado	Tocantins	TLC	76	A	F
TLC 209	Cerrado	Tocantins	TLC	76	B	M
TLC 210	Cerrado	Tocantins	TLC	76	B	F
TLC 214	Cerrado	Tocantins	TLC	76	B	M
TLC 215	Cerrado	Tocantins	TLC	76	B	F
TLC 218	Cerrado	Tocantins	TLC	76	B	F
TLC 219	Cerrado	Tocantins	TLC	76	B	M
TLC 226	Cerrado	Tocantins	TLC	76	C	F
TLC 229	Cerrado	Tocantins	TLC	76	C	F
TLC 231	Cerrado	Tocantins	TLC	76	C	F
TLC 234	Cerrado	Tocantins	TLC	76	C	F
TLC 237	Cerrado	Tocantins	TLC	76	C	F
TLC 239	Cerrado	Tocantins	TLC	82	A	M
TLC 242	Cerrado	Tocantins	TLC	82	A	M
TLC 244	Cerrado	Tocantins	TLC	82	A	F
TLC 245	Cerrado	Tocantins	TLC	82	A	M
TLC 248	Cerrado	Tocantins	TLC	82	A	F
TLC 249	Cerrado	Tocantins	TLC	82	A	F
TLC 253	Cerrado	Tocantins	TLC	82	A	M
TLC 256	Cerrado	Tocantins	TLC	82	B	F
TLC 257	Cerrado	Tocantins	TLC	82	B	M
TLC 260	Cerrado	Tocantins	TLC	82	B	M
TLC 262	Cerrado	Tocantins	TLC	82	B	M
TLC 267	Cerrado	Tocantins	TLC	82	B	F
TLC 271	Cerrado	Tocantins	TLC	82	C	F
TLC 275	Cerrado	Tocantins	TLC	82	C	M
TLC 276	Cerrado	Tocantins	TLC	82	C	F
TLC 281	Cerrado	Tocantins	TLC	82	C	M
TLC 283	Cerrado	Tocantins	TLC	82	C	F
TLC 284	Cerrado	Tocantins	TLC	79	A	M
TLC 285	Cerrado	Tocantins	TLC	79	A	F
TLC 286	Cerrado	Tocantins	TLC	79	A	F
TLC 295	Cerrado	Tocantins	TLC	79	A	M
TLC 296	Cerrado	Tocantins	TLC	79	A	M
TLC 302	Cerrado	Tocantins	TLC	79	B	F
TLC 304	Cerrado	Tocantins	TLC	79	B	M
TLC 307	Cerrado	Tocantins	TLC	79	B	F
TLC 311	Cerrado	Tocantins	TLC	79	B	M
TLC 316	Cerrado	Tocantins	TLC	79	C	M
TLC 324	Cerrado	Tocantins	TLC	79	C	M
TLC 327	Cerrado	Tocantins	TLC	79	C	M
TLC 332	Cerrado	Tocantins	TLC	83	A	F
TLC 333	Cerrado	Tocantins	TLC	83	A	M
TLC 334	Cerrado	Tocantins	TLC	83	A	M
TLC 335	Cerrado	Tocantins	TLC	83	A	F
TLC 338	Cerrado	Tocantins	TLC	83	A	M
TLC 340	Cerrado	Tocantins	TLC	83	A	F
TLC 341	Cerrado	Tocantins	TLC	83	A	M
TLC 342	Cerrado	Tocantins	TLC	83	A	F
TLC 346	Cerrado	Tocantins	TLC	83	B	M
TLC 347	Cerrado	Tocantins	TLC	83	B	F
TLC 348	Cerrado	Tocantins	TLC	83	B	M
TLC 349	Cerrado	Tocantins	TLC	83	B	F
TLC 352	Cerrado	Tocantins	TLC	83	B	F
TLC 356	Cerrado	Tocantins	TLC	83	B	M
TLC 359	Cerrado	Tocantins	TLC	83	C	M
TLC 360	Cerrado	Tocantins	TLC	83	C	M
TLC 379	Cerrado	Tocantins	TLC	77	A	F
TLC 381	Cerrado	Tocantins	TLC	77	A	M
TLC 382	Cerrado	Tocantins	TLC	77	A	M
TLC 383	Cerrado	Tocantins	TLC	77	A	M
TLC 384	Cerrado	Tocantins	TLC	77	A	F
TLC 391	Cerrado	Tocantins	TLC	77	B	F
TLC 393	Cerrado	Tocantins	TLC	77	B	M
TLC 394	Cerrado	Tocantins	TLC	77	B	F
TLC 396	Cerrado	Tocantins	TLC	77	B	F
TLC 399	Cerrado	Tocantins	TLC	77	B	M
TLC 404	Cerrado	Tocantins	TLC	77	C	F
TLC 405	Cerrado	Tocantins	TLC	77	C	F
TLC 406	Cerrado	Tocantins	TLC	77	C	M
TLC 407	Cerrado	Tocantins	TLC	77	C	M
TLC 409	Cerrado	Tocantins	TLC	77	C	F
TLC 410	Cerrado	Tocantins	TLC	77	C	M
TLC 413	Cerrado	Tocantins	TLC	77	C	M
TLC 415	Cerrado	Tocantins	TLC	77	C	M
TLC 426	Cerrado	Tocantins	TLC	80	A	M
TLC 427	Cerrado	Tocantins	TLC	80	A	F
TLC 428	Cerrado	Tocantins	TLC	80	A	F
TLC 431	Cerrado	Tocantins	TLC	80	A	F
TLC 440	Cerrado	Tocantins	TLC	80	B	M
TLC 441	Cerrado	Tocantins	TLC	80	B	M
TLC 443	Cerrado	Tocantins	TLC	80	B	F
TLC 444	Cerrado	Tocantins	TLC	80	B	F
TLC 450	Cerrado	Tocantins	TLC	80	C	M
TLC 451	Cerrado	Tocantins	TLC	80	C	M
TLC 454	Cerrado	Tocantins	TLC	80	C	M
TLC 456	Cerrado	Tocantins	TLC	80	C	M
TLC 457	Cerrado	Tocantins	TLC	80	C	F
TLC 459	Cerrado	Tocantins	TLC	80	C	F
TLC 460	Cerrado	Tocantins	TLC	80	C	M
TLC 461	Cerrado	Tocantins	TLC	80	C	M
TLC 462	Cerrado	Tocantins	TLC	80	C	F
TPN 021	Cerrado	Tocantins	TPN	11	A	F
TPN 022	Cerrado	Tocantins	TPN	11	A	F
TPN 023	Cerrado	Tocantins	TPN	11	A	M
TPN 026	Cerrado	Tocantins	TPN	11	A	F
TPN 027	Cerrado	Tocantins	TPN	11	A	F
TPN 028	Cerrado	Tocantins	TPN	11	A	F
TPN 032	Cerrado	Tocantins	TPN	11	A	F
TPN 033	Cerrado	Tocantins	TPN	11	A	M
TPN 034	Cerrado	Tocantins	TPN	11	A	F
TPN 036	Cerrado	Tocantins	TPN	11	B	M
TPN 038	Cerrado	Tocantins	TPN	11	B	M
TPN 040	Cerrado	Tocantins	TPN	11	B	F
TPN 041	Cerrado	Tocantins	TPN	11	B	M
TPN 042	Cerrado	Tocantins	TPN	11	B	M
TPN 043	Cerrado	Tocantins	TPN	11	B	F
TPN 044	Cerrado	Tocantins	TPN	11	B	M
TPN 046	Cerrado	Tocantins	TPN	11	B	F
TPN 049	Cerrado	Tocantins	TPN	11	B	M
TPN 051	Cerrado	Tocantins	TPN	11	C	M
TPN 053	Cerrado	Tocantins	TPN	11	C	M
TPN 059	Cerrado	Tocantins	TPN	11	C	M
TPN 060	Cerrado	Tocantins	TPN	11	C	M
TPN 066	Cerrado	Tocantins	TPN	12	A	M
TPN 067	Cerrado	Tocantins	TPN	12	A	F
TPN 068	Cerrado	Tocantins	TPN	12	A	M
TPN 069	Cerrado	Tocantins	TPN	12	A	F
TPN 076	Cerrado	Tocantins	TPN	12	A	M
TPN 077	Cerrado	Tocantins	TPN	12	A	M
TPN 079	Cerrado	Tocantins	TPN	12	A	M
TPN 082	Cerrado	Tocantins	TPN	12	B	F
TPN 086	Cerrado	Tocantins	TPN	12	B	M
TPN 087	Cerrado	Tocantins	TPN	12	B	M
TPN 088	Cerrado	Tocantins	TPN	12	B	F
TPN 089	Cerrado	Tocantins	TPN	12	B	F
TPN 090	Cerrado	Tocantins	TPN	12	B	M
TPN 091	Cerrado	Tocantins	TPN	12	B	F
TPN 092	Cerrado	Tocantins	TPN	12	B	F
TPN 093	Cerrado	Tocantins	TPN	12	B	M
TPN 096	Cerrado	Tocantins	TPN	12	C	F
TPN 097	Cerrado	Tocantins	TPN	12	C	F
TPN 099	Cerrado	Tocantins	TPN	12	C	F
TPN 100	Cerrado	Tocantins	TPN	12	C	M
TPN 101	Cerrado	Tocantins	TPN	12	C	M
TPN 102	Cerrado	Tocantins	TPN	12	C	F
TPN 103	Cerrado	Tocantins	TPN	12	C	M
TPN 106	Cerrado	Tocantins	TPN	12	C	M
TPN 107	Cerrado	Tocantins	TPN	12	C	F
TPN 108	Cerrado	Tocantins	TPN	12	C	F
TPN 111	Cerrado	Tocantins	TPN	9	A	F
TPN 116	Cerrado	Tocantins	TPN	9	A	M
TPN 121	Cerrado	Tocantins	TPN	9	A	F
TPN 122	Cerrado	Tocantins	TPN	9	A	M
TPN 126	Cerrado	Tocantins	TPN	9	B	F
TPN 131	Cerrado	Tocantins	TPN	9	B	F
TPN 136	Cerrado	Tocantins	TPN	9	B	M
TPN 137	Cerrado	Tocantins	TPN	9	B	M
TPN 138	Cerrado	Tocantins	TPN	9	B	M
TPN 146	Cerrado	Tocantins	TPN	9	C	M
TPN 147	Cerrado	Tocantins	TPN	9	C	F
TPN 148	Cerrado	Tocantins	TPN	9	C	F
TPN 156	Cerrado	Tocantins	TPN	14	A	F
TPN 157	Cerrado	Tocantins	TPN	14	A	M
TPN 158	Cerrado	Tocantins	TPN	14	A	M
TPN 161	Cerrado	Tocantins	TPN	14	A	M
TPN 166	Cerrado	Tocantins	TPN	14	A	M
TPN 167	Cerrado	Tocantins	TPN	14	A	F
TPN 168	Cerrado	Tocantins	TPN	14	A	F
TPN 171	Cerrado	Tocantins	TPN	14	B	F
TPN 172	Cerrado	Tocantins	TPN	14	B	M
TPN 173	Cerrado	Tocantins	TPN	14	B	M
TPN 174	Cerrado	Tocantins	TPN	14	B	M
TPN 176	Cerrado	Tocantins	TPN	14	B	M
TPN 178	Cerrado	Tocantins	TPN	14	B	F
TPN 182	Cerrado	Tocantins	TPN	14	C	M
TPN 183	Cerrado	Tocantins	TPN	14	C	F
TPN 187	Cerrado	Tocantins	TPN	14	C	M
TPN 188	Cerrado	Tocantins	TPN	14	C	F
TPN 191	Cerrado	Tocantins	TPN	14	C	M
