Code,Latitude,Locality,Family,Temp Num,Well,Sex,Sex num f0,Wing.length..mm.,CS 13 from MOG unscaled,CS scaled 13
RMO 546,-9.223,RMO,42,20,2,M,1,2.941,962.13,3.143141677
RMO 554,-9.223,RMO,42,20,3,F,0,2.801,935.35,3.055655231
RMO 557,-9.223,RMO,42,24,1,F,0,2.602,865.3,2.826811858
RMO 561,-9.223,RMO,42,24,2,F,0,2.717,901.34,2.944549405
RMO 562,-9.223,RMO,42,24,2,M,1,2.621,857.31,2.800709666
RMO 571,-9.223,RMO,42,28,1,F,0,2.521,845.93,2.763532827
RMO 573,-9.223,RMO,42,28,1,F,0,2.556,859.06,2.806426667
RMO 596,-9.223,RMO,13,20,3,M,1,2.79,892.53,2.91576839
RMO 598,-9.223,RMO,13,20,3,F,0,2.625,869.72,2.841251368
RMO 602,-9.223,RMO,13,24,1,F,0,2.593,860.41,2.810836924
RMO 603,-9.223,RMO,13,24,1,F,0,2.532,841.67,2.749616014
RMO 605,-9.223,RMO,13,24,1,F,0,2.64,877.04,2.865164766
RMO 611,-9.223,RMO,13,24,3,F,0,2.407,805.37,2.631029084
RMO 625,-9.223,RMO,13,28,2,M,1,2.811,910.2,2.973493763
RMO 629,-9.223,RMO,13,28,3,F,0,2.551,852.6,2.785322767
RMO 639,-9.223,RMO,17,20,2,M,1,2.892,938.48,3.065880495
RMO 641,-9.223,RMO,17,20,3,F,0,2.938,966.73,3.158169222
RMO 646,-9.223,RMO,17,24,1,M,1,2.714,883.23,2.885386614
RMO 653,-9.223,RMO,17,24,2,M,1,2.664,876.93,2.864805412
RMO 656,-9.223,RMO,17,24,3,M,1,2.618,856.52,2.798128849
RMO 657,-9.223,RMO,17,24,3,M,1,2.407,787.83,2.573728402
RMO 659,-9.223,RMO,17,24,3,F,0,2.674,893.05,2.917467156
RMO 663,-9.223,RMO,17,28,1,F,0,2.549,847.99,2.770262553
RMO 671,-9.223,RMO,17,28,3,M,1,2.443,795.91,2.600124611
RMO 674,-9.223,RMO,17,28,3,F,0,2.45,824.11,2.692249995
RMO 682,-9.223,RMO,5,20,2,F,0,2.731,915.88,2.992049514
RMO 691,-9.223,RMO,5,24,1,F,0,2.615,880.82,2.877513488
RMO 694,-9.223,RMO,5,24,1,F,0,2.425,821.93,2.685128245
RMO 696,-9.223,RMO,5,24,2,F,0,2.655,874.51,2.856899616
RMO 700,-9.223,RMO,5,24,2,M,1,2.794,918.83,3.001686744
RMO 701,-9.223,RMO,5,24,3,F,0,2.524,846.26,2.76461089
RMO 702,-9.223,RMO,5,24,3,F,0,2.56,859.65,2.808354113
RMO 707,-9.223,RMO,5,28,1,M,1,2.548,847.24,2.76781241
RMO 708,-9.223,RMO,5,28,1,M,1,2.516,826.03,2.698522361
RMO 709,-9.223,RMO,5,28,1,M,1,2.707,891.9,2.913710269
RMO 712,-9.223,RMO,5,28,2,M,1,2.41,800.1,2.613812744
RMO 716,-9.223,RMO,5,28,3,F,0,2.256,760.39,2.48408583
RPV 095,-8.742,RPV,11,20,1,M,1,2.892,937.5,3.062678975
RPV 103,-8.742,RPV,11,20,2,F,0,2.865,958.22,3.130368264
RPV 116,-8.742,RPV,11,24,2,M,1,2.612,853.06,2.786825521
RPV 119,-8.742,RPV,11,24,2,F,0,2.522,840.77,2.746675842
RPV 123,-8.742,RPV,11,24,3,F,0,2.73,905.84,2.959250264
RPV 125,-8.742,RPV,11,28,1,M,1,2.328,761.55,2.487875385
RPV 142,-8.742,RPV,23,20,1,M,1,2.703,880.18,2.875422699
RPV 147,-8.742,RPV,23,20,2,M,1,3.038,981.77,3.20730276
RPV 156,-8.742,RPV,23,24,1,M,1,2.611,855.07,2.793391905
RPV 159,-8.742,RPV,23,24,1,M,1,2.816,910.07,2.973069072
RPV 167,-8.742,RPV,23,24,3,M,1,2.736,893.76,2.919786625
RPV 174,-8.742,RPV,23,28,1,M,1,2.524,818.7,2.674576295
RPV 176,-8.742,RPV,23,28,2,M,1,2.528,818.32,2.673334889
RPV 177,-8.742,RPV,23,28,2,F,0,2.237,743.84,2.430019337
RPV 181,-8.742,RPV,23,28,3,M,1,2.602,847,2.767028364
RPV 185,-8.742,RPV,25,20,1,F,0,2.752,913.72,2.984993102
RPV 191,-8.742,RPV,25,20,2,F,0,2.778,917.72,2.998060532
RPV 195,-8.742,RPV,25,20,3,F,0,2.765,917.99,2.998942584
RPV 220,-8.742,RPV,25,28,2,F,0,2.373,788.07,2.574512448
RPV 243,-8.742,RPV,38,20,3,M,1,2.81,918.43,3.000380001
RPV 244,-8.742,RPV,38,20,3,M,1,3.053,993.39,3.245263645
RPV 246,-8.742,RPV,38,24,1,M,1,2.59,846.13,2.764186198
RPV 252,-8.742,RPV,38,24,2,M,1,2.789,914.68,2.988129285
RPV 254,-8.742,RPV,38,24,2,F,0,2.577,868.08,2.835893722
RPV 258,-8.742,RPV,38,24,3,F,0,2.668,891.08,2.911031446
RPV 259,-8.742,RPV,38,24,3,F,0,2.622,878.92,2.871306458
RPV 263,-8.742,RPV,38,28,1,M,1,2.587,844.74,2.759645266
RPV 273,-8.742,RPV,38,28,3,F,0,2.174,728.23,2.37902369
RPV 280,-8.742,RPV,12,20,2,F,0,2.643,878.92,2.871306458
RPV 281,-8.742,RPV,12,20,2,F,0,2.604,859.3,2.807210713
RPV 290,-8.742,RPV,12,24,1,F,0,2.73,905.17,2.957061469
RPV 297,-8.742,RPV,12,24,2,F,0,2.609,867.55,2.834162288
RPV 300,-8.742,RPV,12,24,3,F,0,2.577,851.84,2.782839955
RPV 310,-8.742,RPV,12,28,2,F,0,2.439,808.27,2.640502971
RPV 312,-8.742,RPV,12,28,2,F,0,2.594,860.03,2.809595519
RPV 315,-8.742,RPV,12,28,3,F,0,2.594,862.57,2.817893337
RPV 329,-8.742,RPV,17,20,2,M,1,2.997,973.14,3.179109779
RPV 330,-8.742,RPV,17,20,3,M,1,2.9,938.79,3.066893221
RPV 337,-8.742,RPV,17,24,1,M,1,2.426,794.96,2.597021096
RPV 339,-8.742,RPV,17,24,1,M,1,2.721,891.3,2.911750155
RPV 344,-8.742,RPV,17,24,2,M,1,3.034,986.38,3.222362973
RPV 346,-8.742,RPV,17,24,3,M,1,2.503,813.75,2.65840535
RPV 350,-8.742,RPV,17,28,1,M,1,2.603,850.87,2.779671103
RPV 366,-8.742,RPV,18,20,1,F,0,2.799,926.3,3.02609017
RPV 371,-8.742,RPV,18,20,2,M,1,2.862,927.83,3.031088462
RPV 372,-8.742,RPV,18,20,2,F,0,2.851,943.66,3.082802817
RPV 374,-8.742,RPV,18,20,2,F,0,2.887,963.04,3.146114517
RPV 375,-8.742,RPV,18,20,3,M,1,2.963,951.33,3.107859615
RPV 391,-8.742,RPV,18,24,3,M,1,2.749,895.74,2.926255003
RPV 395,-8.742,RPV,18,28,1,F,0,2.506,830.74,2.71390926
RPV 399,-8.742,RPV,18,28,1,F,0,2.601,861.05,2.812927713
RPV 405,-8.742,RPV,18,28,3,M,1,2.388,764.95,2.498982701
RPV 407,-8.742,RPV,18,28,3,M,1,2.449,866.91,2.832071499
RPV 418,-8.742,RPV,19,20,2,M,1,2.939,957.94,3.129453544
RPV 422,-8.742,RPV,20,20,3,M,1,3.008,870.91,2.845138929
RPV 425,-8.742,RPV,19,24,1,M,1,2.742,876.4,2.863073977
RPV 432,-8.742,RPV,19,24,2,F,0,2.549,858.27,2.803845849
RPV 434,-8.742,RPV,19,24,2,F,0,2.775,920.45,3.006979053
RPV 435,-8.742,RPV,19,24,3,F,0,2.589,844.99,2.760461981
RPV 439,-8.742,RPV,19,24,3,M,1,2.641,860.06,2.809693524
RPV 440,-8.742,RPV,19,28,1,F,0,2.574,842.23,2.751445454
RPV 441,-8.742,RPV,19,28,1,F,0,2.421,802.39,2.621293848
RPV 445,-8.742,RPV,19,28,2,F,0,2.334,775.33,2.532892682
RPV 455,-8.742,RPV,20,20,1,M,1,2.702,813.11,2.656314561
RPV 461,-8.742,RPV,20,20,2,F,0,2.463,811.78,2.651969641
RPV 462,-8.742,RPV,20,20,2,F,0,2.485,825.59,2.697084944
RPV 463,-8.742,RPV,20,20,2,M,1,2.598,835.4,2.729132817
RPV 470,-8.742,RPV,20,24,1,F,0,2.608,862.72,2.818383365
RPV 472,-8.742,RPV,20,24,1,M,1,2.505,815.06,2.662684934
RPV 474,-8.742,RPV,20,24,1,F,0,2.601,866.45,2.830568744
RPV 475,-8.742,RPV,20,24,2,F,0,2.602,852.1,2.783689338
RPV 479,-8.742,RPV,20,24,2,F,0,2.651,875.05,2.858663719
RPV 480,-8.742,RPV,20,24,3,F,0,2.713,901,2.943438673
RPV 483,-8.742,RPV,20,24,3,F,0,2.717,892.37,2.915245693
RPV 487,-8.742,RPV,20,28,1,M,1,2.756,891.7,2.913056898
RPV 495,-8.742,RPV,20,28,3,F,0,2.197,722.41,2.360010579
RPV 497,-8.742,RPV,20,28,3,F,0,2.369,779.8,2.547495536
RPV 499,-8.742,RPV,20,28,3,M,1,2.551,828.14,2.705415431
RPV 502,-8.742,RPV,28,20,1,F,0,2.922,960.29,3.137130659
RPV 503,-8.742,RPV,28,20,1,F,0,2.671,891.17,2.911325463
RPV 520,-8.742,RPV,28,24,2,F,0,2.537,843.35,2.755104334
RPV 540,-8.742,RPV,28,28,3,M,1,2.308,811.76,2.651904304
RPV 542,-8.742,RPV,28,28,3,M,1,2.481,831.58,2.716653421
RPV 543,-8.742,RPV,28,28,3,F,0,2.561,792.07,2.587579878
RPV 545,-8.742,RPV,37,20,1,F,0,2.379,898,2.933638101
RPV 549,-8.742,RPV,37,20,1,F,0,2.808,972.79,3.177966379
RPV 550,-8.742,RPV,37,20,2,M,1,2.946,911.93,2.979145427
RPV 551,-8.742,RPV,37,20,2,M,1,2.838,891.37,2.911978835
RPV 556,-8.742,RPV,37,20,3,M,1,2.883,933.8,3.050591602
RPV 562,-8.742,RPV,37,24,1,M,1,2.596,885.9,2.894109124
RPV 566,-8.742,RPV,37,24,2,F,0,2.483,848.53,2.772026657
RPV 570,-8.742,RPV,37,24,3,M,1,2.59,805.04,2.629951021
RPV 574,-8.742,RPV,37,24,3,F,0,2.629,927.81,3.031023125
RPV 578,-8.742,RPV,37,28,1,F,0,2.405,807.38,2.637595467
RPV 580,-8.742,RPV,37,28,2,M,1,2.631,746.92,2.440081259
RPV 582,-8.742,RPV,37,28,2,F,0,2.307,836.31,2.732105657
RPV 591,-8.742,RPV,43,20,1,F,0,2.802,923.63,3.01736766
RPV 594,-8.742,RPV,43,20,1,M,1,3.068,1001.68,3.272345894
RPV 602,-8.742,RPV,43,20,3,F,0,3.029,1006.46,3.287961473
RPV 603,-8.742,RPV,43,20,3,M,1,2.923,953.52,3.115014033
RPV 604,-8.742,RPV,43,20,3,M,1,3.05,989.08,3.231183488
RPV 613,-8.742,RPV,43,24,2,M,1,2.656,865.23,2.826583178
RPV 614,-8.742,RPV,43,24,2,M,1,2.935,957.89,3.129290201
RPV 621,-8.742,RPV,43,28,1,M,1,2.545,839.5,2.742526933
RPV 635,-8.742,RPV,33,20,1,F,0,2.674,886.2,2.895089181
RPV 649,-8.742,RPV,33,20,3,F,0,2.802,922.5,3.013676111
RPV 652,-8.742,RPV,33,24,1,M,1,2.484,795.59,2.599079217
RPV 653,-8.742,RPV,33,24,1,M,1,2.665,869.63,2.840957351
RPV 658,-8.742,RPV,33,24,2,M,1,2.84,934.55,3.053041745
RPV 662,-8.742,RPV,33,24,3,F,0,2.557,843.12,2.754352957
RPV 664,-8.742,RPV,33,24,3,F,0,2.474,824.63,2.693948761
RPV 665,-8.742,RPV,33,28,1,M,1,2.455,796.78,2.602966777
RPV 669,-8.742,RPV,33,28,1,F,0,2.271,759.3,2.480524955
RPV 670,-8.742,RPV,33,28,2,M,1,2.462,802.2,2.620673145
RPV 677,-8.742,RPV,33,28,3,M,1,2.42,796.48,2.60198672
RPV 688,-8.742,RPV,42,20,2,F,0,2.717,913.74,2.985058439
RPV 690,-8.742,RPV,42,20,3,M,1,2.586,840.3,2.745140419
RPV 691,-8.742,RPV,42,20,3,M,1,2.68,877.06,2.865230103
RPV 693,-8.742,RPV,42,20,3,F,0,2.767,947.95,3.096817636
RPV 706,-8.742,RPV,42,24,3,F,0,2.538,848.81,2.772941377
RPV 709,-8.742,RPV,42,24,3,F,0,2.485,836.28,2.732007651
RPV 711,-8.742,RPV,42,28,1,F,0,2.305,768.89,2.511854119
RPV 714,-8.742,RPV,42,28,1,M,1,2.568,838.36,2.738802715
RPV 717,-8.742,RPV,42,28,2,F,0,2.459,822.64,2.687447714
RPV 722,-8.742,RPV,42,28,3,F,0,2.343,796.35,2.601562028
RPV 726,-8.742,RPV,15,20,1,M,1,2.838,924.83,3.021287889
RPV 728,-8.742,RPV,15,20,1,F,0,2.977,989.11,3.231281494
RPV 729,-8.742,RPV,15,20,1,M,1,3.122,1008.79,3.295573251
RPV 755,-8.742,RPV,15,28,1,F,0,2.436,806.47,2.634622627
RPV 766,-8.742,RPV,15,28,3,M,1,2.479,807.94,2.639424908
SJU 014,-22.611,SJU,6,20,1,F,0,3.051,1007.07,3.289954256
SJU 022,-22.611,SJU,6,20,2,F,0,2.853,946.69,3.092701396
SJU 026,-22.611,SJU,6,20,3,M,1,2.982,966.09,3.156078433
SJU 034,-22.611,SJU,6,24,2,F,0,2.53,831.94,2.717829489
SJU 037,-22.611,SJU,6,24,2,M,1,2.815,906.87,2.962615127
SJU 040,-22.611,SJU,6,24,3,F,0,2.748,907.21,2.963725859
SJU 050,-22.611,SJU,6,28,2,M,1,2.633,851.5,2.781729224
SJU 051,-22.611,SJU,6,28,2,M,1,2.702,857.15,2.800186969
SJU 055,-22.611,SJU,6,28,3,M,1,2.586,841.41,2.748766631
SJU 060,-22.611,SJU,4,20,1,F,0,3.114,1042.33,3.405143654
SJU 062,-22.611,SJU,4,20,1,F,0,3.025,1012.76,3.308542676
SJU 068,-22.611,SJU,4,20,2,M,1,2.838,932.29,3.045658647
SJU 075,-22.611,SJU,4,24,1,F,0,2.695,894.46,2.922073425
SJU 080,-22.611,SJU,4,24,2,F,0,2.651,860.14,2.809954873
SJU 081,-22.611,SJU,4,24,2,M,1,2.696,879.02,2.871633144
SJU 086,-22.611,SJU,4,24,3,M,1,2.723,903.63,2.952030509
SJU 104,-22.611,SJU,1,20,1,F,0,2.84,933.41,3.049317527
SJU 105,-22.611,SJU,1,20,1,M,1,2.613,877.96,2.868170275
SJU 111,-22.611,SJU,1,20,2,F,0,2.918,961.55,3.141246899
SJU 119,-22.611,SJU,1,24,1,M,1,2.742,885.15,2.891658981
SJU 120,-22.611,SJU,1,24,1,F,0,2.734,905.36,2.957682172
SJU 123,-22.611,SJU,1,24,1,F,0,2.776,921.05,3.008939168
SJU 124,-22.611,SJU,1,24,2,F,0,2.617,866.28,2.830013378
SJU 127,-22.611,SJU,1,24,2,M,1,2.665,882.39,2.882642454
SJU 129,-22.611,SJU,1,24,3,M,1,2.591,844.33,2.758305855
SJU 130,-22.611,SJU,1,24,3,M,1,2.767,901.02,2.943504011
SJU 131,-22.611,SJU,1,24,3,F,0,2.723,898.18,2.934226135
SJU 135,-22.611,SJU,1,28,1,F,0,2.629,863.31,2.820310811
SJU 136,-22.611,SJU,1,28,1,F,0,2.628,873.2,2.852620033
SJU 137,-22.611,SJU,1,28,1,M,1,2.792,906.59,2.961700407
SJU 139,-22.611,SJU,1,28,2,M,1,2.659,858.64,2.805054587
SJU 150,-22.611,SJU,2,20,1,F,0,3.052,999.81,3.26623687
SJU 152,-22.611,SJU,2,20,1,F,0,3.222,1060.74,3.465286502
SJU 154,-22.611,SJU,2,20,2,M,1,3.025,973.4,3.179959162
SJU 170,-22.611,SJU,2,24,2,M,1,2.852,924.63,3.020634518
SJU 184,-22.611,SJU,2,28,2,F,0,2.75,902.95,2.949809046
SJU 185,-22.611,SJU,2,28,2,F,0,2.704,893.9,2.920243985
SJU 189,-22.611,SJU,2,28,3,M,1,2.548,829.02,2.708290265
SJU 190,-22.611,SJU,2,28,3,M,1,2.534,829.01,2.708257597
SJU 196,-22.611,SJU,3,20,1,M,1,2.956,962.63,3.144775106
SJU 201,-22.611,SJU,3,20,2,M,1,2.996,976.86,3.191262489
SJU 204,-22.611,SJU,3,20,3,M,1,2.939,944.09,3.084207566
SJU 206,-22.611,SJU,3,20,3,F,0,2.905,965.61,3.154510341
SJU 207,-22.611,SJU,3,20,3,M,1,3.039,983.08,3.211582343
SJU 217,-22.611,SJU,3,24,2,F,0,2.806,934.86,3.054054471
SJU 218,-22.611,SJU,3,24,2,M,1,2.788,906.32,2.960818356
SJU 222,-22.611,SJU,3,24,3,F,0,2.702,893.46,2.918806567
SJU 223,-22.611,SJU,3,24,3,F,0,2.716,913.26,2.983490347
SJU 225,-22.611,SJU,3,28,1,F,0,2.713,877.19,2.865654795
SJU 227,-22.611,SJU,3,28,1,F,0,2.532,840.5,2.74579379
SJU 229,-22.611,SJU,3,28,2,M,1,2.92,952.69,3.112302541
SJU 235,-22.611,SJU,3,28,3,F,0,2.662,883.18,2.885223271
SJU 240,-22.611,SJU,5,20,1,M,1,2.781,886.2,2.895089181
SJU 245,-22.611,SJU,5,20,2,M,1,2.905,932.5,3.046344687
SJU 246,-22.611,SJU,5,20,2,M,1,2.814,913.5,2.984274393
SJU 250,-22.611,SJU,5,20,3,F,0,2.97,969.51,3.167251086
SJU 252,-22.611,SJU,5,20,3,F,0,2.933,963.72,3.14833598
SJU 254,-22.611,SJU,5,24,1,M,1,2.871,928.23,3.032395205
SJU 257,-22.611,SJU,5,24,1,M,1,2.966,962.05,3.142880328
SJU 265,-22.611,SJU,5,24,3,F,0,2.734,907.51,2.964705916
SJU 269,-22.611,SJU,5,28,1,F,0,2.601,862.16,2.816553925
SJU 270,-22.611,SJU,5,28,1,M,1,2.502,806.17,2.63364257
SJU 271,-22.611,SJU,5,28,1,F,0,2.657,878.89,2.871208452
SJU 279,-22.611,SJU,5,28,3,F,0,2.574,875.8,2.861113863
SJU 289,-22.611,SJU,7,20,2,F,0,3.192,1043.07,3.407561129
SJU 291,-22.611,SJU,7,20,2,F,0,3.232,1063.73,3.475054406
SJU 295,-22.611,SJU,7,24,1,F,0,2.811,927.87,3.031219136
SJU 296,-22.611,SJU,7,24,1,M,1,2.933,958.88,3.13252439
SJU 300,-22.611,SJU,7,24,2,M,1,2.752,884.15,2.888392123
SJU 303,-22.611,SJU,7,24,2,M,1,3.018,986.42,3.222493647
SJU 304,-22.611,SJU,7,28,1,M,1,2.608,844.4,2.758534535
SJU 305,-22.611,SJU,7,28,1,F,0,2.325,770.55,2.517277103
SJU 309,-22.611,SJU,7,28,2,F,0,2.499,828.42,2.706330151
SJU 310,-22.611,SJU,7,28,2,F,0,2.721,898.15,2.934128129
SJU 314,-22.611,SJU,7,28,3,F,0,2.685,885.25,2.891985667
SJU 315,-22.611,SJU,7,28,3,F,0,2.676,878.94,2.871371795
SJU 317,-22.611,SJU,7,28,3,M,1,2.903,942.04,3.077510508
SJU 319,-22.611,SJU,9,20,1,M,1,2.841,925.12,3.022235278
SJU 320,-22.611,SJU,9,20,1,M,1,2.876,926.18,3.025698147
SJU 321,-22.611,SJU,9,20,1,F,0,3.048,1002.21,3.274077328
SJU 325,-22.611,SJU,9,20,2,F,0,2.936,968.58,3.164212908
SJU 341,-22.611,SJU,9,24,2,M,1,2.895,940.14,3.071303479
SJU 364,-22.611,SJU,12,20,1,M,1,2.889,943.09,3.080940709
SJU 366,-22.611,SJU,12,20,1,M,1,3.216,1041,3.400798734
SJU 370,-22.611,SJU,12,20,2,M,1,3.05,982.17,3.208609503
SJU 372,-22.611,SJU,12,20,2,M,1,3.026,991.17,3.238011221
SJU 376,-22.611,SJU,12,20,3,F,0,3.133,1039.25,3.395081733
SJU 379,-22.611,SJU,12,24,1,F,0,2.668,884.24,2.88868614
SJU 381,-22.611,SJU,12,24,1,M,1,2.812,913.51,2.984307062
SJU 385,-22.611,SJU,12,24,2,F,0,2.669,879.5,2.873201236
SJU 389,-22.611,SJU,12,24,3,M,1,2.822,917.23,2.996459772
SJU 390,-22.611,SJU,12,24,3,F,0,2.681,886.95,2.897539324
SJU 392,-22.611,SJU,12,24,3,M,1,2.705,872.66,2.85085593
SJU 395,-22.611,SJU,12,28,1,M,1,2.631,848.58,2.772189999
SJU 397,-22.611,SJU,12,28,1,M,1,2.815,916.23,2.993192914
SJU 411,-22.611,SJU,10,20,1,M,1,2.865,935.38,3.055753237
SJU 412,-22.611,SJU,10,20,1,M,1,2.647,860.52,2.811196279
SJU 419,-22.611,SJU,10,20,3,M,1,3.017,972.35,3.176528961
SJU 422,-22.611,SJU,10,20,3,F,0,3.01,988.91,3.230628123
SJU 423,-22.611,SJU,10,20,3,F,0,3.11,1030.58,3.366758078
SJU 426,-22.611,SJU,10,24,1,F,0,3.04,1010.85,3.302302978
SJU 431,-22.611,SJU,10,24,2,F,0,2.895,956.8,3.125729326
SJU 434,-22.611,SJU,10,24,3,F,0,2.774,914.13,2.986332513
SJU 439,-22.611,SJU,10,28,1,F,0,2.699,893.53,2.919035247
SJU 440,-22.611,SJU,10,28,1,M,1,2.778,905.05,2.956669447
SJU 444,-22.611,SJU,10,28,2,M,1,2.631,850.74,2.779246412
SJU 461,-22.611,SJU,11,20,2,F,0,3.137,1041.98,3.404000254
SJU 465,-22.611,SJU,11,20,3,F,0,3.345,1103.65,3.605467361
SJU 472,-22.611,SJU,11,24,1,F,0,2.783,921.99,3.012010014
SJU 473,-22.611,SJU,11,24,1,M,1,2.805,912.92,2.982379616
SJU 481,-22.611,SJU,11,24,3,M,1,2.76,902.81,2.949351686
SJU 485,-22.611,SJU,11,28,1,M,1,2.53,819.26,2.676405735
TLC 104,-10.7,TLC,74,20,1,M,1,2.674,873.73,2.854351467
TLC 105,-10.7,TLC,74,20,1,F,0,2.786,911.63,2.978165369
TLC 114,-10.7,TLC,74,20,3,M,1,2.848,922.85,3.014819511
TLC 119,-10.7,TLC,74,24,1,M,1,2.665,862.84,2.818775388
TLC 120,-10.7,TLC,74,24,1,M,1,2.789,892.41,2.915376367
TLC 121,-10.7,TLC,74,24,1,M,1,2.82,912.35,2.980517507
TLC 125,-10.7,TLC,74,24,2,M,1,2.872,926.34,3.026220844
TLC 129,-10.7,TLC,74,24,3,M,1,2.694,862.54,2.817795331
TLC 130,-10.7,TLC,74,24,3,F,0,2.607,859.48,2.807798747
TLC 132,-10.7,TLC,74,24,3,F,0,2.725,902.92,2.94971104
TLC 136,-10.7,TLC,74,28,1,F,0,2.615,864.31,2.823577669
TLC 137,-10.7,TLC,74,28,1,F,0,2.593,840.78,2.74670851
TLC 139,-10.7,TLC,74,28,2,F,0,2.49,807.71,2.63867353
TLC 145,-10.7,TLC,74,28,3,F,0,2.515,832.35,2.719168901
TLC 146,-10.7,TLC,74,28,3,F,0,2.507,819.02,2.67562169
TLC 150,-10.7,TLC,75,20,1,F,0,2.726,901.66,2.945594799
TLC 151,-10.7,TLC,75,20,1,F,0,2.851,943.44,3.082084109
TLC 162,-10.7,TLC,75,20,3,F,0,2.746,917.35,2.996851795
TLC 163,-10.7,TLC,75,20,3,M,1,2.855,911.72,2.978459387
TLC 166,-10.7,TLC,75,24,1,F,0,2.75,924.71,3.020895866
TLC 176,-10.7,TLC,75,24,3,F,0,2.668,892.29,2.914984344
TLC 178,-10.7,TLC,75,24,3,F,0,2.798,925.6,3.02380337
TLC 184,-10.7,TLC,75,28,2,F,0,2.398,816.51,2.667421877
TLC 185,-10.7,TLC,75,28,2,M,1,2.49,786.08,2.568011401
TLC 189,-10.7,TLC,75,28,3,M,1,2.587,881.33,2.879179585
TLC 194,-10.7,TLC,76,20,1,M,1,2.487,928.39,3.032917902
TLC 198,-10.7,TLC,76,20,1,F,0,2.678,901.64,2.945529462
TLC 206,-10.7,TLC,76,20,3,M,1,2.768,906.47,2.961308384
TLC 207,-10.7,TLC,76,20,3,F,0,2.644,872.9,2.851639976
TLC 209,-10.7,TLC,76,24,1,M,1,2.779,902.84,2.949449691
TLC 210,-10.7,TLC,76,24,1,F,0,2.696,890.29,2.908450629
TLC 214,-10.7,TLC,76,24,2,M,1,2.676,861.51,2.814430468
TLC 215,-10.7,TLC,76,24,2,F,0,2.48,815.86,2.66529842
TLC 218,-10.7,TLC,76,24,2,F,0,2.62,876.43,2.863171983
TLC 219,-10.7,TLC,76,24,3,M,1,2.827,917.08,2.995969743
TLC 226,-10.7,TLC,76,28,1,F,0,2.689,876.88,2.864642069
TLC 229,-10.7,TLC,76,28,2,F,0,2.399,792.44,2.588788615
TLC 231,-10.7,TLC,76,28,2,F,0,2.464,821.55,2.683886839
TLC 234,-10.7,TLC,76,28,3,F,0,2.449,815.25,2.663305636
TLC 237,-10.7,TLC,76,28,3,F,0,2.507,825.6,2.697117612
TLC 239,-10.7,TLC,82,20,1,M,1,2.68,877.01,2.86506676
TLC 242,-10.7,TLC,82,20,1,M,1,2.924,945.64,3.089271195
TLC 244,-10.7,TLC,82,20,2,F,0,2.544,840.15,2.74465039
TLC 245,-10.7,TLC,82,20,2,M,1,2.594,848.55,2.772091994
TLC 248,-10.7,TLC,82,20,2,F,0,2.917,966.45,3.157254502
TLC 249,-10.7,TLC,82,20,3,F,0,2.572,850.52,2.778527703
TLC 253,-10.7,TLC,82,20,3,M,1,2.794,913.07,2.982869644
TLC 256,-10.7,TLC,82,24,1,F,0,2.599,864.43,2.823969692
TLC 257,-10.7,TLC,82,24,1,M,1,2.609,841.53,2.749158654
TLC 260,-10.7,TLC,82,24,2,M,1,2.536,828.25,2.705774785
TLC 262,-10.7,TLC,82,24,2,M,1,2.847,868.26,2.836481756
TLC 267,-10.7,TLC,82,24,3,F,0,2.617,863.45,2.820768172
TLC 271,-10.7,TLC,82,28,1,F,0,2.699,890.87,2.910345406
TLC 275,-10.7,TLC,82,28,2,M,1,2.305,751.09,2.453704055
TLC 276,-10.7,TLC,82,28,2,F,0,2.512,833.77,2.723807839
TLC 281,-10.7,TLC,82,28,3,M,1,2.475,807.42,2.637726142
TLC 283,-10.7,TLC,82,28,3,F,0,2.595,850.17,2.777384303
TLC 284,-10.7,TLC,79,20,1,M,1,3.104,1000.35,3.268000973
TLC 285,-10.7,TLC,79,20,1,F,0,2.767,908.24,2.967090722
TLC 286,-10.7,TLC,79,20,1,F,0,2.82,929.91,3.037883526
TLC 295,-10.7,TLC,79,20,3,M,1,2.868,948.16,3.097503677
TLC 296,-10.7,TLC,79,20,3,M,1,2.865,938.12,3.064704426
TLC 302,-10.7,TLC,79,24,1,F,0,2.729,898.17,2.934193466
TLC 304,-10.7,TLC,79,24,2,M,1,2.703,881.8,2.880715008
TLC 307,-10.7,TLC,79,24,2,F,0,2.698,883.67,2.886824032
TLC 311,-10.7,TLC,79,24,3,M,1,3.004,976.92,3.1914585
TLC 316,-10.7,TLC,79,28,1,M,1,2.651,860.57,2.811359622
TLC 324,-10.7,TLC,79,28,3,M,1,2.495,811.62,2.651446943
TLC 327,-10.7,TLC,79,28,3,M,1,2.583,842.89,2.75360158
TLC 332,-10.7,TLC,83,20,1,F,0,2.733,907.17,2.963595185
TLC 333,-10.7,TLC,83,20,1,M,1,2.884,925.76,3.024326067
TLC 334,-10.7,TLC,83,20,2,M,1,2.759,900.91,2.943144656
TLC 335,-10.7,TLC,83,20,2,F,0,2.713,907.73,2.965424625
TLC 338,-10.7,TLC,83,20,2,M,1,3.059,910.29,2.97378778
TLC 340,-10.7,TLC,83,20,3,F,0,2.742,991.6,3.239415969
TLC 341,-10.7,TLC,83,20,3,M,1,2.663,861.65,2.814887828
TLC 342,-10.7,TLC,83,20,3,F,0,2.933,974,3.181919276
TLC 346,-10.7,TLC,83,24,1,M,1,2.837,923.87,3.018151706
