ID,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18
ARS 393,2.07417647,1.904322649,2.684996943,1.757333765,3.681254932,1.842260676,3.730251227,1.901056229,3.759649004,1.992515979,3.740050486,2.061110792,3.661656414,2.142771283,3.495069013,2.237497452,3.210890504,2.34855572,2.812387309,2.456347568,2.119906345,2.214632515,2.459613988,2.152570542,2.456347568,2.07417647,2.665398425,2.093774988,2.649066327,2.012114497,2.636000648,1.933720426,2.926711996,1.887990551,3.083500138,2.132972024
ARS 438,2.247296711,1.041987865,2.926711996,0.99625799,3.841309495,1.231440204,3.890305789,1.316367114,3.896838628,1.394761186,3.896838628,1.479688096,3.798846039,1.541750069,3.599594441,1.633209819,3.367678647,1.698538212,2.946310514,1.747534506,2.244030291,1.342498471,2.577205095,1.35556415,2.580471514,1.273903659,2.776456693,1.313100695,2.763391014,1.237973043,2.763391014,1.162845391,3.07370088,1.149779713,3.210890504,1.456823159
ARS 523,2.224431774,1.35229773,2.861383603,1.100783418,3.844575914,1.015856507,3.919703566,1.0811849,3.96869986,1.159578972,3.978499119,1.241239463,3.916437146,1.342498471,3.769448263,1.469888837,3.498335433,1.62667698,3.063901621,1.80306364,2.332223622,1.649541917,2.688263362,1.541750069,2.662132005,1.460089578,2.864650023,1.44375748,2.838518666,1.35556415,2.809120889,1.277170079,3.125963594,1.166111811,3.315415933,1.424158962
ARS 524,1.98271672,1.672406855,2.694796202,1.590746364,3.589795182,1.80959648,3.635525057,1.874924872,3.661656414,1.959851783,3.648590736,2.044778694,3.550598147,2.113373506,3.397076424,2.185234738,3.119430755,2.250563131,2.662132005,2.302825845,2.005581658,1.972917461,2.368154238,1.959851783,2.361621398,1.89452339,2.5282088,1.920654747,2.5282088,1.838994256,2.52494238,1.770399444,2.848317925,1.754067346,3.001839648,2.031713015
ARS 525,2.302825845,1.35229773,3.093299397,1.2641044,4.105889485,1.489487355,4.158152199,1.564615007,4.181017137,1.656074757,4.164685039,1.757333765,4.069958869,1.829194997,3.851108753,1.910855488,3.560397406,1.98924956,3.090032978,2.051311533,2.309358684,1.662607596,2.753591755,1.665874016,2.756858175,1.590746364,2.943044094,1.62341056,2.946310514,1.522151551,2.952843353,1.44375748,3.269686058,1.437224641,3.43300704,1.734468828
ARS 023,2.113373506,1.35883057,2.763391014,1.126914775,3.668189254,1.068119222,3.70411987,1.097516998,3.762915423,1.166111811,3.785780361,1.251038721,3.694320611,1.368629828,3.544065307,1.492753775,3.289284576,1.620144141,2.946310514,1.780198703,2.234231033,1.633209819,2.564139416,1.53521723,2.541274479,1.460089578,2.701329041,1.460089578,2.684996943,1.371896248,2.665398425,1.300035016,2.985507549,1.211841686,3.174959888,1.4470239
ARS 032,2.371420657,1.871658453,3.050835942,1.652808337,4.004630476,1.675673274,4.056893191,1.747534506,4.086290967,1.80633006,4.079758128,1.878191292,4.007896896,1.963118203,3.824977396,2.100307827,3.6093937,2.201566836,3.207624085,2.34855572,2.472679666,2.162369801,2.858117183,2.067643631,2.841785085,1.992515979,3.014905326,1.969651042,3.001839648,1.910855488,2.98224113,1.832461417,3.276218897,1.757333765,3.426474201,1.999048819
ARS 074,2.16563622,1.430691802,2.733993237,1.53848365,3.560397406,1.946786104,3.583262343,2.021913756,3.573463084,2.097041408,3.449339138,2.152570542,3.312149513,2.16563622,3.165160629,2.178701899,2.936511255,2.195033997,2.560872996,2.149304122,2.070910051,1.682206114,2.426949791,1.786731542,2.453081148,1.721403149,2.590270773,1.796530801,2.62293497,1.724669569,2.652332746,1.656074757,2.956109773,1.744268087,2.956109773,2.012114497
ARS 078,1.600545623,2.456347568,2.315891524,2.462880407,3.181492728,2.678464103,3.25008754,2.763391014,3.266419638,2.831985826,3.233755442,2.926711996,3.090032978,2.998573228,2.877715701,3.07043446,2.632734228,3.099832237,2.234231033,3.132496433,1.590746364,2.750325335,1.969651042,2.773190273,1.966384622,2.698062621,2.132972024,2.737259657,2.132972024,2.668664844,2.129705604,2.590270773,2.502077443,2.606602871,2.564139416,2.874449282
ARS 113,2.139504863,1.345764891,2.818920148,1.26083798,3.759649004,1.381695507,3.824977396,1.44049106,3.867440852,1.525417971,3.864174432,1.610344882,3.759649004,1.695271792,3.593061602,1.799797221,3.282751736,1.887990551,2.858117183,1.946786104,2.195033997,1.652808337,2.541274479,1.62341056,2.541274479,1.558082167,2.698062621,1.571147846,2.694796202,1.496020194,2.694796202,1.420892543,3.031237424,1.404560444,3.207624085,1.669140435
ARS 118,2.067643631,1.496020194,2.782989532,1.342498471,3.740050486,1.365363409,3.815178137,1.424158962,3.860908012,1.502553034,3.857641593,1.584213525,3.78904678,1.682206114,3.596328022,1.812862899,3.354612968,1.923921167,2.939777674,2.061110792,2.123172765,1.829194997,2.511876702,1.741001667,2.502077443,1.675673274,2.681730523,1.669140435,2.675197684,1.584213525,2.658865586,1.502553034,2.969175451,1.453556739,3.171693469,1.708337471
ARS 120,2.325690782,1.270637239,2.920179157,1.16937823,3.818444557,1.26737082,3.864174432,1.326166373,3.890305789,1.407826864,3.877240111,1.476421676,3.785780361,1.558082167,3.61266012,1.652808337,3.361145808,1.734468828,2.98224113,1.832461417,2.394285595,1.571147846,2.717661139,1.528684391,2.70786188,1.460089578,2.88751496,1.469888837,2.880982121,1.401294025,2.874449282,1.316367114,3.181492728,1.286969337,3.302350254,1.53521723
ARS 164,2.387752756,1.522151551,3.125963594,1.349031311,4.122221583,1.362096989,4.174484298,1.404560444,4.216947753,1.473155257,4.213681333,1.551549328,4.145086521,1.659341176,3.906637887,1.799797221,3.622459379,1.910855488,3.266419638,2.028446595,2.469413247,1.80633006,2.858117183,1.727935989,2.851584344,1.659341176,3.021438165,1.659341176,3.014905326,1.590746364,3.008372487,1.515618712,3.357879388,1.44049106,3.511401111,1.695271792
ARS 165,1.727935989,1.100783418,2.430216211,0.966860213,3.387277165,1.038721445,3.478736915,1.120381936,3.501601852,1.198776007,3.488536174,1.290235757,3.390543584,1.378429087,3.165160629,1.492753775,2.867916442,1.584213525,2.489011764,1.682206114,1.770399444,1.391494766,2.175435479,1.339232052,2.175435479,1.273903659,2.342022881,1.283702918,2.34855572,1.195509588,2.342022881,1.120381936,2.645799907,1.08445132,2.789522371,1.342498471
ARS 247,2.577205095,1.430691802,3.237021861,1.378429087,4.06669245,1.528684391,4.109155905,1.590746364,4.138553682,1.646275498,4.122221583,1.757333765,4.034028253,1.819395738,3.857641593,1.907589069,3.596328022,1.969651042,3.237021861,2.018647336,2.593537193,1.731202408,2.910379898,1.698538212,2.913646317,1.633209819,3.080233719,1.652808337,3.083500138,1.577680685,3.080233719,1.509085873,3.393810004,1.505819453,3.478736915,1.744268087
