Id	Biome	State	Locality	Family	Temp_let	Sex	Centroid Size	Log Centroid Size
RMO 187	Amazon	Rondonia	RMO	41	A	F	2.7020775186579824	0.994020928489163
RMO 192	Amazon	Rondonia	RMO	41	A	M	2.3664931619071554	0.8614091808214975
RMO 194	Amazon	Rondonia	RMO	41	A	M	2.313484224771994	0.8387547105701084
RMO 197	Amazon	Rondonia	RMO	41	B	M	2.3445179353586285	0.8520798094899336
RMO 198	Amazon	Rondonia	RMO	41	B	M	2.4898738256383566	0.9122320367583301
RMO 199	Amazon	Rondonia	RMO	41	B	M	2.4818099115118497	0.9089880970291284
RMO 205	Amazon	Rondonia	RMO	41	B	F	2.474708779348439	0.9061227241878733
RMO 211	Amazon	Rondonia	RMO	41	C	M	2.4781007361554215	0.9074924345822145
RMO 216	Amazon	Rondonia	RMO	41	C	M	2.207336225148598	0.791786460550589
RMO 217	Amazon	Rondonia	RMO	41	C	F	2.440740989756979	0.8923016775289897
RMO 219	Amazon	Rondonia	RMO	41	C	M	2.5205137821166326	0.9244627625345784
RMO 221	Amazon	Rondonia	RMO	41	C	M	2.2799563581391786	0.824156301616128
RMO 226	Amazon	Rondonia	RMO	6	A	M	2.608990420935345	0.9589633346014139
RMO 227	Amazon	Rondonia	RMO	6	A	F	2.7331964630526695	1.0054717898554026
RMO 231	Amazon	Rondonia	RMO	6	A	F	2.6226816254596517	0.964197315500159
RMO 233	Amazon	Rondonia	RMO	6	A	M	2.4577464255306114	0.8992448428972889
RMO 241	Amazon	Rondonia	RMO	6	B	F	2.553819486679888	0.9375900764436939
RMO 247	Amazon	Rondonia	RMO	6	B	F	2.579362370648825	0.9475422252292526
RMO 258	Amazon	Rondonia	RMO	6	C	F	2.5170655912511224	0.923093775110869
RMO 266	Amazon	Rondonia	RMO	6	C	F	2.3437365798938212	0.8517464848082212
RMO 273	Amazon	Rondonia	RMO	18	A	M	2.663348229434103	0.9795840641235076
RMO 284	Amazon	Rondonia	RMO	18	A	F	2.7047630066861394	0.9950142954051653
RMO 286	Amazon	Rondonia	RMO	18	B	M	2.4300979125119744	0.8879315497555116
RMO 288	Amazon	Rondonia	RMO	18	B	F	2.523248622068714	0.9255472070428411
RMO 308	Amazon	Rondonia	RMO	18	C	F	2.205025738234749	0.7907391814995046
RMO 311	Amazon	Rondonia	RMO	18	C	M	2.2435267741357308	0.8080490804548368
