"","ID","Biome","State","Latitude","Lat_group","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time","Lat_grouple","growth"
"2092","TLC 379","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","F",0,2.731,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0456667201132531
"2094","TLC 381","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,2.705,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,3,27,"Mid latitude",0.0414625796791019
"2095","TLC 382","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,2.696,27,NA,NA,29,NA,1,0.034482759,0.037037037,2,0.5,NA,4,29,"Mid latitude",0.0367321923351874
"2096","TLC 383","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,3.032,27,NA,NA,30,NA,1,0.033333333,0.037037037,3,0.333333333,NA,4,30,"Mid latitude",0.0410823136214861
"2097","TLC 384","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","F",0,2.678,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,4,19,"Mid latitude",0.0579453086628812
"2098","TLC 385","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,2.939,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.053903469371839
"2099","TLC 386","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,2.87,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0458396534683274
"2100","TLC 387","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","M",1,2.895,25,NA,NA,27,NA,1,0.037037037,0.04,2,0.5,NA,4,27,"Mid latitude",0.0425194044409983
"2101","TLC 388","Cerrado","Tocantins",-10.7,"2","TLC",77,"A","20","F",0,2.99,27,NA,NA,29,NA,1,0.034482759,0.037037037,2,0.5,NA,5,29,"Mid latitude",0.0405656810149109
"2102","TLC 389","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","M",1,2.601,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Mid latitude",0.0637263990977676
"2103","TLC 390","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","M",1,2.81,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.0645740302091034
"2104","TLC 391","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.609,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0564098238914466
"2105","TLC 392","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","M",1,2.765,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,3,22,"Mid latitude",0.0508520317487149
"2106","TLC 393","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","M",1,2.84,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,2,24,"Mid latitude",0.0474456387351416
"2107","TLC 394","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.578,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Mid latitude",0.063134260301133
"2108","TLC 395","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.623,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0507536158360388
"2109","TLC 396","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.645,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,2,23,"Mid latitude",0.0463176697766792
"2110","TLC 397","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.573,24,NA,NA,25,NA,1,0.04,0.041666667,1,1,NA,3,25,"Mid latitude",0.039378022220817
"2112","TLC 399","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","M",1,2.891,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,3,17,"Mid latitude",0.0663501539396381
"2113","TLC 400","Cerrado","Tocantins",-10.7,"2","TLC",77,"B","24","F",0,2.88,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Mid latitude",0.0587661274526586
"2117","TLC 404","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","F",0,2.427,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.055415995421529
"2118","TLC 405","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","F",0,2.388,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0512033056194327
"2119","TLC 406","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.553,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,1,20,"Mid latitude",0.0493299546452288
"2120","TLC 407","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.734,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,1,21,"Mid latitude",0.0529350388579872
"2122","TLC 409","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","F",0,2.409,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0517183366842785
"2123","TLC 410","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.55,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0550643152453138
"2124","TLC 411","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.563,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,1,20,"Mid latitude",0.0522876915212186
"2125","TLC 412","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.591,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,3,20,"Mid latitude",0.050107573767367
"2126","TLC 413","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.881,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,1,23,"Mid latitude",0.0503874979096377
"2127","TLC 414","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.633,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Mid latitude",0.0744710677318594
"2128","TLC 415","Cerrado","Tocantins",-10.7,"2","TLC",77,"C","28","M",1,2.641,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0606973520821872
"2132","TLC 419","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.757,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,3,22,"Mid latitude",0.050707156602083
"2133","TLC 420","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.605,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,2,24,"Mid latitude",0.0455920321526348
"2134","TLC 421","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","M",1,2.588,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Mid latitude",0.0452802560304121
"2135","TLC 422","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","M",1,2.749,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0459653276901413
"2136","TLC 423","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.902,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,4,26,"Mid latitude",0.0443916731025832
"2137","TLC 424","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","M",1,2.733,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0456999957702696
"2138","TLC 425","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.702,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,3,26,"Mid latitude",0.0432170538929568
"2139","TLC 426","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","M",1,2.738,23,NA,NA,25,NA,1,0.04,0.043478261,2,0.5,NA,4,25,"Mid latitude",0.0437925098637503
"2140","TLC 427","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.926,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,4,27,"Mid latitude",0.0447348459415805
"2141","TLC 428","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.86,25,NA,NA,27,NA,1,0.037037037,0.04,2,0.5,NA,4,27,"Mid latitude",0.0420328649932704
"2142","TLC 429","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.682,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,2,23,"Mid latitude",0.0493281392429743
"2143","TLC 430","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","M",1,2.814,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,3,27,"Mid latitude",0.0431086232788416
"2144","TLC 431","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.695,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,4,27,"Mid latitude",0.04130825851504
"2145","TLC 432","Cerrado","Tocantins",-10.7,"2","TLC",80,"A","20","F",0,2.858,27,NA,NA,29,NA,1,0.034482759,0.037037037,2,0.5,NA,5,29,"Mid latitude",0.0388934103521361
"2147","TLC 434","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.89,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,4,17,"Mid latitude",0.070750433474956
"2152","TLC 439","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","F",0,2.644,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0571937012934965
"2153","TLC 440","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.609,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0564098238914466
"2154","TLC 441","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.715,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0525679975466262
"2155","TLC 442","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.794,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0540775926755142
"2156","TLC 443","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","F",0,2.668,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0490664564026689
"2157","TLC 444","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","F",0,2.532,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,1,21,"Mid latitude",0.04889523706747
"2158","TLC 445","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.626,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0508137776779266
"2159","TLC 446","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.649,22,NA,NA,23,NA,1,0.043478261,0.045454545,1,1,NA,3,23,"Mid latitude",0.0442810095586333
"2160","TLC 447","Cerrado","Tocantins",-10.7,"2","TLC",80,"B","24","M",1,2.68,23,NA,NA,24,NA,1,0.041666667,0.043478261,1,1,NA,2,24,"Mid latitude",0.0428615997618594
"2162","TLC 449","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.532,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0580630940176206
"2163","TLC 450","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.586,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,1,19,"Mid latitude",0.0558889576676274
"2164","TLC 451","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.549,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,1,19,"Mid latitude",0.055041242670234
"2167","TLC 454","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.519,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,2,16,"Mid latitude",0.0615907998246982
"2169","TLC 456","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.68,18,NA,NA,19,NA,1,0.052631579,0.055555556,1,1,NA,2,19,"Mid latitude",0.0547675996957092
"2170","TLC 457","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","F",0,2.691,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Mid latitude",0.054995159541376
"2172","TLC 459","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","F",0,2.545,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Mid latitude",0.0718562038463451
"2173","TLC 460","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.641,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,1,15,"Mid latitude",0.0693684023796425
"2174","TLC 461","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","M",1,2.711,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,1,16,"Mid latitude",0.0664878380344352
"2175","TLC 462","Cerrado","Tocantins",-10.7,"2","TLC",80,"C","28","F",0,2.607,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0598875084344603
"2177","TPN 021","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.694,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,4,22,"Mid latitude",0.0495513538994086
"2178","TPN 022","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.558,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,4,23,"Mid latitude",0.04472503348365
"2179","TPN 023","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","M",1,2.693,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,2,24,"Mid latitude",0.0471740863728315
"2180","TPN 024","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.965,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0494035014749859
"2182","TPN 026","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.899,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,4,24,"Mid latitude",0.050684088092358
"2183","TPN 027","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.92,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0487083461945541
"2184","TPN 028","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.815,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,4,24,"Mid latitude",0.047043739163257
"2187","TPN 031","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.601,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.0477947993233257
"2188","TPN 032","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.689,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.0494584688643364
"2189","TPN 033","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","M",1,2.746,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,2,25,"Mid latitude",0.0459156957884445
"2190","TPN 034","Cerrado","Tocantins",-10.796,"2","TPN",11,"A","20","F",0,2.879,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0459757831143495
"2192","TPN 036","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.759,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0596981350138323
"2193","TPN 037","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","F",0,2.755,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Mid latitude",0.0533377601370988
"2194","TPN 038","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.623,20,NA,NA,21,NA,1,0.047619048,0.05,1,1,NA,3,21,"Mid latitude",0.0482159350442368
"2195","TPN 039","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.877,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,2,23,"Mid latitude",0.0503213373604481
"2196","TPN 040","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","F",0,2.681,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,2,24,"Mid latitude",0.0448268117842646
"2197","TPN 041","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.765,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0598259197043705
"2198","TPN 042","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.702,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Mid latitude",0.0552217910854448
"2199","TPN 043","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","F",0,2.826,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,3,22,"Mid latitude",0.0519431142131168
"2200","TPN 044","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,2.921,21,NA,NA,22,NA,1,0.045454545,0.047619048,1,1,NA,3,22,"Mid latitude",0.0510440963526478
"2202","TPN 046","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","F",0,2.585,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0558662063506113
"2203","TPN 047","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,NA,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",NA
"2204","TPN 048","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,3.088,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0563761816081265
"2205","TPN 049","Cerrado","Tocantins",-10.796,"2","TPN",11,"B","24","M",1,3.007,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Mid latitude",0.052425852571733
"2207","TPN 051","Cerrado","Tocantins",-10.796,"2","TPN",11,"C","28","M",1,2.608,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0563872731802592
"2209","TPN 053","Cerrado","Tocantins",-10.796,"2","TPN",11,"C","28","M",1,2.951,20,NA,NA,21,NA,1,0.047619048,0.05,1,1,NA,2,21,"Mid latitude",0.0541072047980401
"2215","TPN 059","Cerrado","Tocantins",-10.796,"2","TPN",11,"C","28","M",1,2.737,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,3,20,"Mid latitude",0.0529927594767654
"2216","TPN 060","Cerrado","Tocantins",-10.796,"2","TPN",11,"C","28","M",1,2.907,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.053356081078837
"2222","TPN 066","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","M",1,2.972,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.060513062603084
"2223","TPN 067","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","F",0,2.888,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.053028211051529
"2224","TPN 068","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","M",1,2.921,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0487239101548002
"2225","TPN 069","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","F",0,3.034,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,4,26,"Mid latitude",0.0462450783719308
"2232","TPN 076","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","M",1,2.89,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,4,23,"Mid latitude",0.0505360239106829
"2233","TPN 077","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","M",1,2.734,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0457166244682617
"2234","TPN 079","Cerrado","Tocantins",-10.796,"2","TPN",12,"A","20","M",1,2.952,25,NA,NA,28,NA,1,0.035714286,0.04,3,0.333333333,NA,3,28,"Mid latitude",0.043299316269529
"2236","TPN 081","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.716,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0499580104848225
"2237","TPN 082","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.846,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.052295724983383
"2241","TPN 086","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","M",1,2.59,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,2,20,"Mid latitude",0.0500872566163919
"2242","TPN 087","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","M",1,2.802,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0515166723957408
"2243","TPN 088","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.75,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Mid latitude",0.0481714719846895
"2244","TPN 089","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.743,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,3,24,"Mid latitude",0.0458660096343394
"2245","TPN 090","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","M",1,2.929,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,1,26,"Mid latitude",0.0447775444935665
"2246","TPN 091","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.769,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0536045391678329
"2247","TPN 092","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","F",0,2.769,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0536045391678329
"2248","TPN 093","Cerrado","Tocantins",-10.796,"2","TPN",12,"B","24","M",1,2.842,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Mid latitude",0.0497384776035671
"2251","TPN 096","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.676,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,2,20,"Mid latitude",0.0518064811718938
"2252","TPN 097","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.594,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,2,20,"Mid latitude",0.0501684782049606
"2254","TPN 099","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.634,22,NA,NA,23,NA,1,0.043478261,0.045454545,1,1,NA,2,23,"Mid latitude",0.0440228910600495
"2255","TPN 100","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","M",1,2.672,22,NA,NA,23,NA,1,0.043478261,0.045454545,1,1,NA,2,23,"Mid latitude",0.0446739661670182
"2256","TPN 101","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","M",1,2.558,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,2,16,"Mid latitude",0.0626150468771101
"2257","TPN 102","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.654,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Mid latitude",0.061004245994376
"2258","TPN 103","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","M",1,2.772,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,2,20,"Mid latitude",0.0536615305961925
"2261","TPN 106","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","M",1,2.597,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0596473082925382
"2262","TPN 107","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.588,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0594303360399159
"2263","TPN 108","Cerrado","Tocantins",-10.796,"2","TPN",12,"C","28","F",0,2.785,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,2,20,"Mid latitude",0.0539077828094341
"2266","TPN 111","Cerrado","Tocantins",-10.796,"2","TPN",9,"A","20","F",0,2.683,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,4,21,"Mid latitude",0.0519439774443941
"2267","TPN 112","Cerrado","Tocantins",-10.796,"2","TPN",9,"A","20","F",0,2.693,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,4,21,"Mid latitude",0.0521397796752348
"2271","TPN 116","Cerrado","Tocantins",-10.796,"2","TPN",9,"A","20","M",1,3.091,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,4,24,"Mid latitude",0.0512952119613627
"2276","TPN 121","Cerrado","Tocantins",-10.796,"2","TPN",9,"A","20","F",0,2.737,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0457664740935701
"2277","TPN 122","Cerrado","Tocantins",-10.796,"2","TPN",9,"A","20","M",1,2.889,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,4,26,"Mid latitude",0.0442046008951708
"2281","TPN 126","Cerrado","Tocantins",-10.796,"2","TPN",9,"B","24","F",0,2.61,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0479675110667301
"2286","TPN 131","Cerrado","Tocantins",-10.796,"2","TPN",9,"B","24","F",0,2.734,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Mid latitude",0.047893606585798
"2291","TPN 136","Cerrado","Tocantins",-10.796,"2","TPN",9,"B","24","M",1,2.833,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Mid latitude",0.0578520122693544
"2292","TPN 137","Cerrado","Tocantins",-10.796,"2","TPN",9,"B","24","M",1,2.772,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.0566427267404254
"2293","TPN 138","Cerrado","Tocantins",-10.796,"2","TPN",9,"B","24","M",1,2.968,22,NA,NA,23,NA,1,0.043478261,0.045454545,1,1,NA,4,23,"Mid latitude",0.0494494693320515
"2301","TPN 146","Cerrado","Tocantins",-10.796,"2","TPN",9,"C","28","M",1,2.753,20,NA,NA,21,NA,1,0.047619048,0.05,1,1,NA,2,21,"Mid latitude",0.0506345613080235
"2302","TPN 147","Cerrado","Tocantins",-10.796,"2","TPN",9,"C","28","F",0,2.542,20,NA,NA,21,NA,1,0.047619048,0.05,1,1,NA,3,21,"Mid latitude",0.0466475586383631
