Practice files for tutorial
4 GROUPS WITH 4 EACH
Code  CS
APR 001	2.494443228
APR 002	2.681285612
APR 003	2.955125238
APR 004	2.93726903
ARS 002	2.408972322
ARS 003	2.711189245
ARS 004	2.749910337
ARS 005	2.689848079
RMO 001	2.556435439
RMO 002	2.685330982
RMO 003	2.817234145
RMO 004	2.713952839
RPV 001	2.459556515
RPV 002	2.86768995
RPV 003	3.043788468
RPV 004	2.704283419
