"","Code","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","Biome","State","Latitude","Locality","Family","Temp","Well","Sex","Wing.length..mm."
"42","APR 244",2.028718553,1.499487626,2.724559216,1.336144747,3.694815915,1.414549329,3.737285064,1.46681905,3.766686782,1.532156202,3.753619352,1.613827641,3.655613624,1.69549908,3.485737031,1.800038523,3.23092214,1.89804425,2.79969694,2.025451695,2.090788847,1.780437377,2.528547762,1.724900799,2.518747189,1.65629679,2.708224928,1.662830505,2.698424355,1.571358493,2.69189064,1.483153338,3.018576398,1.443951047,3.096980979,1.692232223,"Amazon","Amazonas",-3.028,"APR",8,"A",3,"M",2.764
"43","APR 248",2.528547762,1.146667008,3.240722713,0.993124702,4.165243406,1.035593851,4.220779984,1.091130429,4.259982275,1.166268154,4.246914845,1.257740166,4.165243406,1.34594532,3.975765666,1.463552193,3.704616488,1.57462535,3.289725576,1.685698508,2.541615192,1.411282472,2.966306676,1.372080181,2.949972389,1.293675599,3.103514694,1.303476172,3.093714122,1.221804732,3.080646691,1.149933866,3.417133021,1.10419786,3.583742758,1.352479035,"Amazon","Amazonas",-3.028,"APR",8,"A",3,"M",2.828
"44","APR 253",1.849041386,1.786971092,2.456676895,1.515821914,3.420399879,1.381880753,3.475936458,1.430883617,3.515138749,1.499487626,3.521672464,1.584425923,3.453068455,1.702032796,3.306059864,1.832707099,3.093714122,1.986249404,2.688623783,2.185527716,1.947047114,2.071187701,2.283533444,1.940513398,2.270466013,1.878443105,2.433808892,1.852308244,2.410940889,1.773903662,2.384806028,1.688965365,2.698424355,1.568091635,2.914036955,1.809839096,"Amazon","Amazonas",-3.028,"APR",8,"B",1,"F",2.607
"45","APR 254",2.593884913,1.849041386,3.178652419,1.630161929,4.057437106,1.597493353,4.116240542,1.646496217,4.14564226,1.705299653,4.148909118,1.780437377,4.047636533,1.855575102,3.920229088,1.956847686,3.685015342,2.080988274,3.325661009,2.237797438,2.67882321,2.10058942,3.074112976,1.996049977,3.044711258,1.920912253,3.194986707,1.920912253,3.178652419,1.842507671,3.152517558,1.77717052,3.426933594,1.698765938,3.570675327,1.907844823,"Amazon","Amazonas",-3.028,"APR",8,"B",2,"M",2.487
"46","APR 256",2.352137453,1.228338447,3.02837697,1.110731575,3.897361085,1.22507159,3.985566239,1.316543602,4.005167385,1.388414469,3.985566239,1.476619623,3.894094227,1.545223632,3.704616488,1.636695644,3.44653474,1.737968229,3.034910685,1.826173383,2.394606601,1.509288199,2.753960934,1.486420196,2.750694077,1.408015614,2.943438673,1.44068419,2.923837528,1.352479035,2.923837528,1.267540738,3.172118703,1.231605305,3.306059864,1.502754484,"Amazon","Amazonas",-3.028,"APR",8,"B",2,"F",2.576
"47","APR 259",1.66936422,2.45014318,2.293334016,2.322735734,3.152517558,2.420741462,3.201520422,2.482811756,3.221121567,2.548148907,3.211320994,2.629820346,3.132916413,2.701691213,2.989174679,2.802963798,2.737626646,2.904236382,2.365204883,2.992441537,1.698765938,2.708224928,2.11365685,2.69189064,2.107123135,2.613486058,2.23453058,2.626553489,2.231263722,2.548148907,2.208395719,2.46321061,2.43707575,2.430542034,2.597151771,2.688623783,"Amazon","Amazonas",-3.028,"APR",8,"B",3,"F",2.388
"48","APR 261",2.440342607,1.362279608,3.025110113,1.368813323,3.763419924,1.607293926,3.802622215,1.675897935,3.815689645,1.734701371,3.786287927,1.809839096,3.668681055,1.862108817,3.485737031,1.91111168,3.35179587,1.933979683,2.92057067,1.933979683,2.424008319,1.594226496,2.763761507,1.646496217,2.776828937,1.577892208,2.897702667,1.613827641,2.910770098,1.54849049,2.914036955,1.489687053,3.168851846,1.502754484,3.198253564,1.744501944,"Amazon","Amazonas",-3.028,"APR",8,"B",3,"M",2.3
"49","APR 262",2.512213474,0.989857845,3.168851846,0.865717257,4.090105682,0.98332413,4.142375403,1.055194996,4.158709691,1.149933866,4.129307972,1.22507159,4.03783596,1.306743029,3.877759939,1.421083044,3.619678191,1.522355629,3.23092214,1.604027068,2.561216337,1.290408741,2.910770098,1.264273881,2.89443581,1.198936729,3.074112976,1.218537875,3.077379834,1.13033272,3.051244973,1.051928139,3.279925003,1.00945899,3.449801597,1.280608169,"Amazon","Amazonas",-3.028,"APR",8,"B",3,"F",2.534
"50","APR 263",2.427275177,0.731776096,3.070846119,0.486761778,3.881026797,0.398556624,3.946363948,0.447559488,3.992099954,0.509629781,3.992099954,0.581500648,3.920229088,0.702374378,3.766686782,0.833048681,3.544540467,0.973523557,3.201520422,1.136866435,2.515480331,1.00945899,2.884635237,0.898385833,2.871567807,0.829781824,3.018576398,0.816714393,3.005508967,0.738309812,2.985907822,0.669705802,3.234188997,0.571700075,3.404065591,0.78077896,"Amazon","Amazonas",-3.028,"APR",8,"B",3,"M",2.568
"51","APR 265",2.525280904,1.473352765,3.129649555,1.254473308,4.03783596,1.228338447,4.103173112,1.310009887,4.13257483,1.375347038,4.116240542,1.447217905,4.034569103,1.525622487,3.884293654,1.65629679,3.681748485,1.773903662,3.283191861,1.933979683,2.606952343,1.751035659,2.985907822,1.662830505,2.959772961,1.590959638,3.13618327,1.587692781,3.113315267,1.506021341,3.080646691,1.424349902,3.319127294,1.35901275,3.485737031,1.584425923,"Amazon","Amazonas",-3.028,"APR",8,"C",1,"F",2.444
