Field18RMO scaled- 45
2.642887777	2.038519126	3.387731303	1.917645395	4.322052569	2.054853413	4.371055433	2.129991138	4.400457151	2.22146315	4.377589148	2.296600874	4.299184566	2.365204883	4.13257483	2.466477468	3.867959367	2.57101691	3.449801597	2.66575578	2.66575578	2.326002592	3.005508967	2.296600874	2.998975252	2.227996865	3.35179587	2.270466013	3.348529012	2.182260859	3.341995297	2.087521989	3.551074182	2.054853413	3.6882822	2.34233688
1.999316835	0.957189269	2.78662951	0.895118975	3.704616488	1.146667008	3.763419924	1.21200416	3.786287927	1.293675599	3.779754212	1.375347038	3.668681055	1.443951047	3.492270746	1.515821914	3.201520422	1.607293926	2.734359789	1.666097362	1.986249404	1.270807596	2.375005456	1.261007023	2.375005456	1.195669872	2.603685486	1.247939593	2.600418628	1.159734438	2.58408434	1.055194996	2.89443581	1.055194996	3.018576398	1.355745893
2.208395719	1.385147611	3.087180407	1.287141884	4.034569103	1.457018478	4.093372539	1.538689917	4.126041115	1.607293926	4.112973685	1.702032796	4.028035388	1.786971092	3.805889073	1.901311108	3.524939321	1.996049977	3.051244973	2.084255132	2.24759801	1.702032796	2.626553489	1.675897935	2.616752916	1.610560784	2.90750324	1.649763074	2.89443581	1.555024205	2.878101522	1.460285335	3.168851846	1.437417332	3.341995297	1.731434514
2.035252268	1.914378538	2.789896367	1.79023795	3.766686782	1.973181974	3.80915593	2.028718553	3.845091364	2.123457423	3.828757076	2.208395719	3.720950776	2.303134589	3.524939321	2.404407174	3.276658146	2.502412901	2.825831801	2.58408434	2.061387129	2.195328289	2.391339744	2.175727144	2.388072886	2.107123135	2.662488922	2.13979171	2.659222065	2.061387129	2.655955207	1.966648259	2.943438673	1.940513398	3.070846119	2.237797438
2.012384265	1.499487626	2.887902095	1.316543602	3.913695373	1.443951047	3.992099954	1.519088771	4.034569103	1.607293926	4.02476853	1.702032796	3.923495945	1.813105953	3.747085636	1.920912253	3.404065591	2.064653986	2.927104386	2.178994001	2.041785983	1.816372811	2.45014318	1.800038523	2.43707575	1.708566511	2.747427219	1.741235086	2.734359789	1.639962502	2.724559216	1.522355629	3.083913549	1.499487626	3.221121567	1.809839096
1.920912253	1.430883617	2.780095795	1.398215041	3.747085636	1.66936422	3.825490218	1.786971092	3.845091364	1.881709962	3.815689645	1.960114544	3.698082773	2.03198541	3.492270746	2.116923707	3.165584988	2.188794574	2.659222065	2.23453058	1.858841959	1.757569374	2.296600874	1.783704235	2.303134589	1.698765938	2.593884913	1.757569374	2.597151771	1.666097362	2.590618055	1.564824778	2.940171816	1.584425923	3.025110113	1.920912253
2.335803165	1.839240814	3.116582125	1.679164793	4.067237679	1.793504808	4.122774257	1.855575102	4.155442833	1.947047114	4.14564226	2.025451695	4.063970821	2.110389992	3.874493082	2.23453058	3.590276473	2.371738598	3.142716985	2.473011183	2.32926945	2.12672428	2.701691213	2.094055704	2.695157498	2.00585055	2.979374107	2.048319698	2.976107249	1.953580829	2.959772961	1.855575102	3.260323858	1.822906526	3.387731303	2.120190565
1.920912253	1.261007023	2.780095795	1.153200723	3.851625079	1.427616759	3.897361085	1.496220768	3.923495945	1.57462535	3.894094227	1.685698508	3.802622215	1.754302517	3.636012479	1.839240814	3.348529012	1.933979683	2.825831801	2.01891798	1.920912253	1.610560784	2.306401447	1.594226496	2.296600874	1.502754484	2.626553489	1.558291062	2.616752916	1.443951047	2.606952343	1.34594532	2.946705531	1.342678463	3.074112976	1.649763074
2.201862004	1.274074454	3.008775825	1.169535011	4.067237679	1.34594532	4.126041115	1.414549329	4.158709691	1.492953911	4.152175975	1.597493353	4.028035388	1.708566511	3.854891936	1.813105953	3.528206179	1.91111168	3.02837697	2.009117407	2.205128862	1.613827641	2.639620919	1.594226496	2.636354062	1.519088771	2.881368379	1.558291062	2.868300949	1.45375162	2.851966661	1.365546466	3.211320994	1.339411605	3.335461582	1.66936422
2.241064295	1.33287789	2.982640964	1.215271017	3.982299382	1.414549329	4.02476853	1.470085908	4.041102818	1.584425923	4.034569103	1.672631077	3.923495945	1.760836232	3.753619352	1.849041386	3.443267882	1.940513398	3.008775825	2.045052841	2.24759801	1.653029932	2.662488922	1.639962502	2.659222065	1.558291062	2.914036955	1.604027068	2.900969525	1.502754484	2.884635237	1.404748756	3.1492507	1.375347038	3.253790143	1.679164793
1.793504808	1.355745893	2.669022637	1.205470444	3.773220497	1.329611032	3.854891936	1.417816187	3.9038948	1.509288199	3.9038948	1.607293926	3.7960885	1.705299653	3.547807324	1.839240814	3.198253564	1.950313971	2.711491786	2.061387129	1.813105953	1.692232223	2.24759801	1.653029932	2.244331153	1.57462535	2.518747189	1.623628214	2.508946616	1.509288199	2.508946616	1.404748756	2.855233519	1.381880753	3.034910685	1.685698508
2.120190565	1.038860708	2.953239246	0.947388696	3.910428515	1.172801869	3.959431379	1.23813902	3.985566239	1.323077317	3.969231951	1.404748756	3.884293654	1.479886481	3.724217633	1.568091635	3.417133021	1.666097362	2.966306676	1.741235086	2.13979171	1.34594532	2.522014046	1.34594532	2.515480331	1.261007023	2.825831801	1.31981046	2.825831801	1.22507159	2.81276437	1.123799005	3.093714122	1.107464717	3.257057	1.434150475
