C:/Users/vmc04/Desktop/Wing saga/Lab reared wings for landmarking/18/APR/APRMA/coord_Jul26_Format - {Aligned specimens} - 1 24 36 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/APR/APRMA/coord_Jul26.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.37554167663480043 -0.10859468035840898 -0.096283406842718203 -0.12962431867489901 0.26847052214469236 -0.06833417708977739 0.30016814808437997 -0.030321993123304712 0.31256455547336898 0.01064550404052861 0.29397546989620305 0.03502333617380738 0.25872823010148938 0.061556713285802395 0.19600681907940865 0.10217366946918752 0.072426439207872728 0.13235534669395649 -0.097597935519399645 0.15206750036661287 -0.37843254816790989 0.010567828252463572 -0.19804543119175605 0.01080053691704483 -0.2055213494302699 -0.018673054856933418 -0.13513365114407389 -0.0053509518879495451 -0.13203731204998545 -0.038023616536505628 -0.13026250512247226 -0.070296397075739467 0.0062018014924873311 -0.076968499572867249 0.040313830623485591 0.030997253976982719 
-0.38645368875577807 -0.1170954145924725 -0.12089918794234832 -0.13801206649655884 0.28439452602771709 -0.063068455493660747 0.30045198297558168 -0.032746489380325448 0.31093613051359581 0.0053800867341427328 0.29763621197244849 0.038306884226759201 0.26055222735214006 0.066033903097523869 0.18526696045976343 0.10104917829069684 0.062488267566664139 0.12886078745577181 -0.096708643952819334 0.15816322506060504 -0.37692424770537614 0.016982604147764448 -0.1831635926505551 0.016290480455945375 -0.1793019354410253 -0.010020416132660423 -0.12534202085149149 0.00022972879584371185 -0.12066518533283796 -0.045925575792557023 -0.11881071024179135 -0.076026718145329811 -0.0082926391079160711 -0.081168264170766238 0.014835545114031538 0.032766521939276962 
-0.36235721431330015 -0.10827527547668266 -0.10046119559994918 -0.12757597946084856 0.27980207935930052 -0.053925493821824183 0.30302656909532488 -0.018295554716726791 0.31548293054462867 0.0061543222620787184 0.30239825406003584 0.032385001587427645 0.26466814795278393 0.064287866883950689 0.1878286529553759 0.098362639814723735 0.082462758986611109 0.12124693634327266 -0.080470850224331064 0.1491855180836387 -0.36302718645231874 0.013438363566016099 -0.20150410285207876 0.0090436362172851836 -0.20488056917724501 -0.017495993487742396 -0.14921746829336893 -0.0070877276609311278 -0.1497937119489961 -0.045198524779956596 -0.14898025854578609 -0.071336634921345288 -0.0056169651938208888 -0.071551856817632264 0.030640129647134449 0.026638756385296128 
-0.376108315122129 -0.11036943304984284 -0.093795633194251146 -0.12960213081937008 0.28583804911885852 -0.057525280258545274 0.30571367797956678 -0.029570512406219444 0.31283971642558567 -0.0011410769629562557 0.30824548948881447 0.031643368939747264 0.25780027912552833 0.065376396951580776 0.17932181720538062 0.099900286590728291 0.06219915322750693 0.12183155322425679 -0.097211098417499919 0.14875021838997926 -0.37128240243547544 0.015859435733313557 -0.20165738417600551 0.0086594320192285943 -0.20252748258059991 -0.018106784173891836 -0.128089343229006 -0.0083636728593867102 -0.12626689735155761 -0.037505486225428396 -0.1307003915155337 -0.068310518841612641 -0.02371476352033236 -0.070523877096248841 0.039395528971149257 0.038998080844668916 
-0.37519812401138447 -0.10827051658722182 -0.079221686299766961 -0.12851888298766842 0.27979767675929929 -0.060946777488699568 0.30329614123040549 -0.030151397230320204 0.3121803880922569 0.0033069329267964112 0.30311591957188661 0.032602237376380669 0.25951892985197939 0.068073783374450039 0.18358285643200575 0.099449172896062685 0.079537594250573371 0.12317005887684111 -0.10046555516727829 0.14818755740971271 -0.37640890907943186 0.011932666645151557 -0.1983084786385659 0.0089818537874045267 -0.19510771932774937 -0.012972907242014844 -0.13669590430536119 -0.0079362981852882566 -0.1380157584556379 -0.038126999800512956 -0.13544149160442209 -0.067981927478622542 -0.019646997187436885 -0.076305123330211222 0.03348111788863091 0.035506567037760207 
-0.37894886405457318 -0.11042175585953952 -0.092488242830080683 -0.1313546501765282 0.28026877099590125 -0.059514978555888769 0.30113120653145764 -0.0332894465884691 0.31462240755826054 -0.0059499288912959062 0.30243811448692487 0.033849355224592766 0.25925605203368174 0.066373865944584734 0.17985040602761851 0.10177284710622218 0.069364439517981005 0.12418984396224433 -0.10493228160664847 0.14585087955755896 -0.37523497240507547 0.0070505095329022093 -0.19180653205980081 0.013127837251900785 -0.19150414755551765 -0.012396464594095912 -0.1359309598140345 -0.00077611938323266156 -0.13848913576020622 -0.038347432039614153 -0.14024962047209813 -0.067199781083680785 0.0074227230679715771 -0.072357862949596424 0.035230636338238627 0.039393281541935977 
-0.38249951825776757 -0.1061256675024993 -0.091498881274291941 -0.13299511343689868 0.28236930597120513 -0.050104982125197907 0.30173576671772523 -0.031136975173216098 0.30844937133308847 0.0030174646307422697 0.30073210521482047 0.034236110411062573 0.25705983020061257 0.060872510994021641 0.18159001969550365 0.096068194263336085 0.079104145794122629 0.12303538517231699 -0.099249992406905088 0.14686379165211075 -0.37921414292688199 0.012035311003418044 -0.20277334626536198 0.011042940025352929 -0.20137123096791917 -0.015995677860424162 -0.1284162062024049 -0.005252399760495954 -0.12436774173661465 -0.038583613977593113 -0.12845755167313594 -0.072204273049980977 -0.01581105289068829 -0.075245312504586728 0.042619119674892604 0.040472307238531964 
-0.38051418870838405 -0.11159538615441256 -0.10223963020735259 -0.12780404388269942 0.27541652582861958 -0.057703516069860808 0.30366162317292811 -0.024749328690328733 0.31633542283567689 0.0020081026981710161 0.30394191085361211 0.033150698061291083 0.26052622657370506 0.06401090732883169 0.18938762796817771 0.099578108216699532 0.080467427297512176 0.12355636623677027 -0.10144135633777236 0.14560155996770294 -0.37150406383603463 0.0072225884329163255 -0.19301601044569727 0.012537990624321819 -0.19092308154115364 -0.014661691475162877 -0.13471317453321974 -0.0066533434677185973 -0.13326390092009022 -0.03916423092881751 -0.13032591214370337 -0.070508230872366476 -0.025148269363692386 -0.06978149565090587 0.033352823506870195 0.03495494562556789 
-0.38921558957699398 -0.10788449903656948 -0.094560972422667075 -0.13470897045697242 0.27562709787397549 -0.060676105627389045 0.29702043932114092 -0.034908824466605766 0.30521417041746496 0.0029894006529525606 0.29889477500847322 0.031674865356796492 0.26199409627293979 0.062646574062801816 0.18209003901797885 0.097679588312948484 0.064262938107121428 0.12736593500179016 -0.11601542707495542 0.15382146397809446 -0.38580770650911717 0.013176755187798031 -0.19911067177269628 0.012197356138165492 -0.19772603561018021 -0.014567471406642869 -0.11645882512806842 -0.0011759839670424886 -0.11461264357804692 -0.036862420693453579 -0.12168807120962831 -0.073010402807370076 0.010531399125827167 -0.072456254476457885 0.039560987737431517 0.03469899424715496 
-0.38762576324933701 -0.11069743525918106 -0.08570265359443234 -0.12711506710646073 0.27577897271668922 -0.055347226521956241 0.29434214816382537 -0.029186269633285127 0.30576869641810234 0.0012045229504834892 0.29576533463836108 0.035123488924209155 0.26064349519993946 0.061585039235665287 0.18651079755284916 0.095644204397471039 0.077737443171452272 0.12483195692535874 -0.10160021196501248 0.14409646149526531 -0.38020873768031771 0.013331400780419942 -0.20614339746894114 0.012950860127059947 -0.20620348283526119 -0.014533140958946924 -0.12996596486393452 -0.007737164099752618 -0.13002605023025454 -0.035221165185759448 -0.13285256131507123 -0.070944358060936311 0.016475175073355136 -0.072186955254141844 0.047306760267988808 0.034200847244488276 
