126 126
0.963722984	2.012384265	3.377930731	1.349212178	3.44653474	1.398215041	2.747427219	1.460285335	3.479203315	1.447217905	3.469402743	1.519088771	3.404065591	1.604027068	2.878101522	1.65629679	3.247256428	1.711833368	3.031643828	1.829440241	2.022184838	1.852308244	2.704958071	1.979715689	2.260665441	2.116923707
0.980057272	2.391339744	3.668681055	1.525622487	3.724217633	1.584425923	2.89443581	1.688965365	3.756886209	1.636695644	3.747085636	1.718367083	3.685015342	1.800038523	3.064312404	1.914378538	3.524939321	1.933979683	3.292992434	2.080988274	2.116923707	2.159392856	2.90750324	2.263932298	2.433808892	2.43707575
0.78077896	2.260665441	2.780095795	1.032326993	2.881368379	1.081329857	2.178994001	1.336144747	2.943438673	1.143400151	2.943438673	1.221804732	2.897702667	1.296942457	2.348870595	1.492953911	2.763761507	1.437417332	2.613486058	1.590959638	1.594226496	1.888243677	2.316202019	1.832707099	1.973181974	2.038519126
0.79384639	1.947047114	3.345262155	1.306743029	3.407332449	1.349212178	2.672289495	1.443951047	3.456335312	1.408015614	3.466135885	1.502754484	3.3648633	1.604027068	2.838899231	1.666097362	3.208054137	1.731434514	2.972840392	1.845774529	1.901311108	1.816372811	2.580817483	1.989516262	2.120190565	2.090788847
0.529230927	2.263932298	3.152517558	1.610560784	3.204787279	1.66936422	2.306401447	1.747768802	3.227655282	1.734701371	3.224388425	1.822906526	3.142716985	1.920912253	2.525280904	1.996049977	2.995708395	2.054853413	2.711491786	2.208395719	1.532156202	2.149592283	2.290067159	2.358671168	1.878443105	2.473011183
0.973523557	1.796771665	3.390998161	1.166268154	3.453068455	1.215271017	2.78662951	1.267540738	3.489003888	1.293675599	3.479203315	1.368813323	3.400798734	1.450484762	2.927104386	1.483153338	3.273391288	1.555024205	3.021843255	1.679164793	1.996049977	1.630161929	2.659222065	1.819639668	2.178994001	1.927445968
1.434150475	1.326344175	4.050903391	1.450484762	4.116240542	1.541956775	3.273391288	1.342678463	4.126041115	1.630161929	4.090105682	1.718367083	3.988833097	1.770636805	3.377930731	1.636695644	3.789554785	1.832707099	3.524939321	1.901311108	2.446876322	1.502754484	3.080646691	1.920912253	2.639620919	1.888243677
1.032326993	1.555024205	3.747085636	2.129991138	3.792821642	2.201862004	3.103514694	1.937246541	3.802622215	2.283533444	3.773220497	2.352137453	3.671947912	2.404407174	3.12311584	2.214929435	3.4726696	2.443609465	3.191719849	2.446876322	2.13979171	1.937246541	2.770295222	2.420741462	2.211662577	2.303134589
1.316543602	2.430542034	3.557607897	1.555024205	3.642546194	1.610560784	2.835632373	1.773903662	3.694815915	1.685698508	3.685015342	1.767369947	3.632745621	1.849041386	3.041444401	1.973181974	3.485737031	1.999316835	3.286458719	2.146325426	2.23453058	2.22146315	2.949972389	2.332536307	2.554682622	2.46321061
1.391681326	1.672631077	4.112973685	1.577892208	4.175043978	1.639962502	3.387731303	1.56155792	4.201178839	1.718367083	4.191378266	1.80330538	4.103173112	1.875176247	3.443267882	1.813105953	3.900627942	1.966648259	3.606610761	2.045052841	2.502412901	1.77717052	3.191719849	2.11365685	2.708224928	2.129991138
1.140133293	1.081329857	3.711150203	1.77717052	3.740551921	1.868642532	2.878101522	1.492953911	3.743818779	1.979715689	3.698082773	2.054853413	3.59354333	2.090788847	2.930371243	1.806572238	3.400798734	2.116923707	3.054511831	2.123457423	2.035252268	1.46681905	2.636354062	2.058120271	2.211662577	1.917645395
1.31981046	1.747768802	3.714417061	1.816372811	3.756886209	1.881709962	3.031643828	1.767369947	3.769953639	1.956847686	3.753619352	2.035252268	3.662147339	2.10058942	3.096980979	1.996049977	3.502071318	2.165926571	3.253790143	2.231263722	2.286800301	1.940513398	2.884635237	2.270466013	2.45014318	2.273732871
1.457018478	1.460285335	4.041102818	1.509288199	4.096639397	1.584425923	3.266857573	1.434150475	4.13257483	1.692232223	4.109706827	1.773903662	4.018234815	1.839240814	3.390998161	1.724900799	3.835290791	1.917645395	3.547807324	1.986249404	2.446876322	1.620361356	3.142716985	2.022184838	2.724559216	2.012384265
1.604027068	1.875176247	4.299184566	2.074454559	4.377589148	2.178994001	3.551074182	1.973181974	4.387389721	2.254131725	4.36125486	2.335803165	4.256715418	2.404407174	3.622945049	2.283533444	4.080305109	2.486078613	3.750352494	2.548148907	2.636354062	2.11365685	3.302793006	2.574283768	2.871567807	2.531814619
0.917986978	2.430542034	3.319127294	1.702032796	3.371397015	1.760836232	2.505679759	1.862108817	3.400798734	1.839240814	3.400798734	1.901311108	3.341995297	1.989516262	2.701691213	2.097322562	3.198253564	2.110389992	2.930371243	2.286800301	1.829440241	2.286800301	2.574283768	2.45014318	2.159392856	2.55794948
1.205470444	1.708566511	3.649079909	0.891852117	3.753619352	0.957189269	2.933638101	1.074796142	3.779754212	1.015992705	3.779754212	1.094397287	3.6882822	1.189136157	3.126382697	1.267540738	3.564141612	1.296942457	3.309326722	1.44068419	2.218196292	1.496220768	2.969573534	1.607293926	2.479544898	1.760836232
1.33287789	1.146667008	3.7960885	1.835973956	3.822223361	1.924179111	3.051244973	1.56155792	3.812422788	2.015651123	3.766686782	2.087521989	3.671947912	2.129991138	3.051244973	1.855575102	3.417133021	2.162659713	3.165584988	2.169193429	2.224730007	1.558291062	2.783362652	2.11365685	2.35540431	1.989516262
1.283875026	1.613827641	4.214246269	1.708566511	4.269782848	1.793504808	3.315860437	1.604027068	4.279583421	1.88497682	4.25344856	1.950313971	4.158709691	2.058120271	3.45960217	1.947047114	3.946363948	2.156125998	3.636012479	2.231263722	2.352137453	1.800038523	3.214587852	2.257398583	2.701691213	2.237797438
1.519088771	1.715100226	4.093372539	2.10058942	4.13257483	2.178994001	3.387731303	1.943780256	4.14564226	2.257398583	4.13257483	2.32926945	4.008434242	2.401140316	3.492270746	2.211662577	3.792821642	2.446876322	3.551074182	2.473011183	2.577550625	2.009117407	3.178652419	2.459943753	2.714758643	2.348870595
1.084596714	1.251206451	3.560874755	1.937246541	3.59354333	2.015651123	2.946705531	1.721633941	3.573942185	2.107123135	3.443267882	2.146325426	3.332194725	2.165926571	2.953239246	1.982982547	3.142716985	2.192061432	2.946705531	2.192061432	2.084255132	1.68243165	2.561216337	2.146325426	2.129991138	2.022184838
0.99639156	2.087521989	3.348529012	1.754302517	3.426933594	1.839240814	2.695157498	1.800038523	3.45960217	1.904577965	3.433467309	1.996049977	3.335461582	2.087521989	2.780095795	2.061387129	3.191719849	2.192061432	2.949972389	2.276999728	1.917645395	2.11365685	2.577550625	2.375005456	2.178994001	2.407674031
0.904919548	1.630161929	3.381197588	1.950313971	3.426933594	2.028718553	2.727826074	1.845774529	3.433467309	2.11365685	3.394265018	2.198595147	3.263590716	2.244331153	2.767028364	2.094055704	3.061045546	2.296600874	2.806230655	2.322735734	1.871909389	1.943780256	2.466477468	2.335803165	2.054853413	2.296600874
