36 36
0.740610535	1.12029062	2.709322084	1.017167634	3.585867464	1.223413605	3.585867464	1.274975098	3.548368197	1.35934845	3.449932619	1.424972169	2.831194704	1.326536591	3.210874788	1.537469972	2.96244214	1.598406281	1.823401887	1.237475831	2.54057538	1.673404817	2.170270112	1.682779634
0.651162008	1.004649955	2.75813622	0.89767334	3.609297988	1.004649955	3.623251459	1.097673099	3.599995673	1.190696243	3.479065586	1.293021702	2.827903578	1.190696243	3.269763512	1.381393689	2.972089451	1.469765675	1.758137422	1.1302312	2.562787618	1.558137662	2.172090413	1.567439977
0.601880878	1.020376176	2.746081505	0.851097179	3.65830721	0.935736677	3.667711599	1.020376176	3.630094044	1.128526646	3.540752351	1.20846395	2.778996865	1.142633229	3.263322884	1.340125392	2.957680251	1.42476489	1.782131661	1.123824451	2.529780564	1.514106583	2.068965517	1.537617555
0.55234657	1.391696751	2.810469314	1.245487365	3.725631769	1.380866426	3.747292419	1.451263538	3.720216606	1.5433213	3.590252708	1.657039711	2.870036101	1.559566787	3.379061372	1.74368231	3.108303249	1.841155235	1.749097473	1.516245487	2.572202166	1.927797834	2.128158845	1.938628159
1.140039566	1.531568306	3.224354329	1.347319488	4.047716239	1.445201673	4.064989565	1.525810531	4.030442912	1.606419389	3.892256298	1.727332677	3.304963188	1.640966043	3.736796357	1.819457086	3.483454231	1.90582372	2.291594684	1.606419389	3.005558857	2.003705905	2.642818995	2.038252558
0.367102074	1.411048597	2.667226007	1.279121289	3.596453132	1.411048597	3.613661042	1.491352176	3.573509253	1.600335604	3.453053884	1.686375153	2.736057646	1.577391725	3.252294938	1.766678732	2.954024503	1.87566216	1.594599634	1.537239935	2.443523181	1.955965739	1.990381558	1.996117528
0.718389486	1.304595307	2.982753147	1.172411642	3.879303226	1.28735396	3.908038806	1.373560698	3.885050342	1.459767436	3.77585514	1.551721291	3.057465654	1.4827559	3.534476273	1.660916493	3.298844521	1.741376115	1.931030939	1.436778973	2.810339671	1.827582853	2.304593472	1.867812665
1.170452446	1.340906686	2.784085916	1.204543294	3.460221067	1.278406798	3.471584683	1.35795211	3.448857451	1.431815614	3.380675755	1.494315502	2.880676652	1.44317923	3.244312363	1.562497198	3.017040043	1.659087934	1.999996413	1.403406574	2.619313484	1.744315053	2.267041389	1.749996861
0.576913476	1.448052825	2.77495382	1.274978782	3.669169707	1.355746669	3.698015381	1.448052825	3.674938842	1.55189725	3.559556147	1.649972541	2.798030359	1.580742924	3.351867296	1.771124371	3.017257479	1.880737932	1.765355237	1.557666385	2.561495833	1.961505818	2.088426783	2.001889762
0.883087846	1.597073764	3.037571669	1.43423487	3.901870411	1.496865214	3.933185583	1.584547695	3.920659515	1.672230176	3.832977033	1.772438726	3.112728081	1.741123554	3.663875105	1.891436379	3.356986421	2.004170998	2.029223135	1.716071417	2.862206706	2.098116513	2.442583404	2.13569472
