Code	Biome	State	Latitude	Locality	Family	Temp	Well	Sex
RPV 159	Amazon	Rondonia	-8.742	RPV	23	B	1	M
RPV 167	Amazon	Rondonia	-8.742	RPV	23	B	3	M
RPV 174	Amazon	Rondonia	-8.742	RPV	23	C	1	M
RPV 176	Amazon	Rondonia	-8.742	RPV	23	C	2	M
RPV 177	Amazon	Rondonia	-8.742	RPV	23	C	2	F
RPV 181	Amazon	Rondonia	-8.742	RPV	23	C	3	M
RPV 185	Amazon	Rondonia	-8.742	RPV	25	A	1	F
RPV 191	Amazon	Rondonia	-8.742	RPV	25	A	2	F
RPV 195	Amazon	Rondonia	-8.742	RPV	25	A	3	F
RPV 220	Amazon	Rondonia	-8.742	RPV	25	C	2	F
RPV 243	Amazon	Rondonia	-8.742	RPV	38	A	3	M
RPV 244	Amazon	Rondonia	-8.742	RPV	38	A	3	M
RPV 246	Amazon	Rondonia	-8.742	RPV	38	B	1	M
RPV 252	Amazon	Rondonia	-8.742	RPV	38	B	2	M
RPV 254	Amazon	Rondonia	-8.742	RPV	38	B	2	F
RPV 258	Amazon	Rondonia	-8.742	RPV	38	B	3	F
RPV 259	Amazon	Rondonia	-8.742	RPV	38	B	3	F
RPV 263	Amazon	Rondonia	-8.742	RPV	38	C	1	M
RPV 273	Amazon	Rondonia	-8.742	RPV	38	C	3	F
RPV 280	Amazon	Rondonia	-8.742	RPV	12	A	2	F
RPV 281	Amazon	Rondonia	-8.742	RPV	12	A	2	F
RPV 290	Amazon	Rondonia	-8.742	RPV	12	B	1	F
RPV 297	Amazon	Rondonia	-8.742	RPV	12	B	2	F
RPV 300	Amazon	Rondonia	-8.742	RPV	12	B	3	F
RPV 310	Amazon	Rondonia	-8.742	RPV	12	C	2	F
RPV 312	Amazon	Rondonia	-8.742	RPV	12	C	2	F
RPV 315	Amazon	Rondonia	-8.742	RPV	12	C	3	F
RPV 329	Amazon	Rondonia	-8.742	RPV	17	A	2	M
RPV 330	Amazon	Rondonia	-8.742	RPV	17	A	3	M
RPV 337	Amazon	Rondonia	-8.742	RPV	17	B	1	M
RPV 339	Amazon	Rondonia	-8.742	RPV	17	B	1	M
RPV 344	Amazon	Rondonia	-8.742	RPV	17	B	2	M
RPV 346	Amazon	Rondonia	-8.742	RPV	17	B	3	M
RPV 350	Amazon	Rondonia	-8.742	RPV	17	C	1	M
RPV 366	Amazon	Rondonia	-8.742	RPV	18	A	1	F
RPV 371	Amazon	Rondonia	-8.742	RPV	18	A	2	M
RPV 372	Amazon	Rondonia	-8.742	RPV	18	A	2	F
RPV 374	Amazon	Rondonia	-8.742	RPV	18	A	2	F
RPV 375	Amazon	Rondonia	-8.742	RPV	18	A	3	M
RPV 391	Amazon	Rondonia	-8.742	RPV	18	B	3	M
RPV 395	Amazon	Rondonia	-8.742	RPV	18	C	1	F
RPV 399	Amazon	Rondonia	-8.742	RPV	18	C	1	F
RPV 405	Amazon	Rondonia	-8.742	RPV	18	C	3	M
RPV 407	Amazon	Rondonia	-8.742	RPV	18	C	3	M
RPV 418	Amazon	Rondonia	-8.742	RPV	19	A	2	M
RPV 425	Amazon	Rondonia	-8.742	RPV	19	B	1	M
RPV 432	Amazon	Rondonia	-8.742	RPV	19	B	2	F
RPV 434	Amazon	Rondonia	-8.742	RPV	19	B	2	F
RPV 435	Amazon	Rondonia	-8.742	RPV	19	B	3	F
RPV 439	Amazon	Rondonia	-8.742	RPV	19	B	3	M
RPV 440	Amazon	Rondonia	-8.742	RPV	19	C	1	F
RPV 441	Amazon	Rondonia	-8.742	RPV	19	C	1	F
RPV 445	Amazon	Rondonia	-8.742	RPV	19	C	2	F
RPV 455	Amazon	Rondonia	-8.742	RPV	20	A	1	M
RPV 461	Amazon	Rondonia	-8.742	RPV	20	A	2	F
RPV 461	Amazon	Rondonia	-8.742	RPV	20	A	2	F
RPV 462	Amazon	Rondonia	-8.742	RPV	20	A	2	F
RPV 463	Amazon	Rondonia	-8.742	RPV	20	A	2	M
RPV 470	Amazon	Rondonia	-8.742	RPV	20	B	1	F
RPV 472	Amazon	Rondonia	-8.742	RPV	20	B	1	M
RPV 474	Amazon	Rondonia	-8.742	RPV	20	B	1	F
RPV 475	Amazon	Rondonia	-8.742	RPV	20	B	2	F
RPV 479	Amazon	Rondonia	-8.742	RPV	20	B	2	F
RPV 480	Amazon	Rondonia	-8.742	RPV	20	B	3	F
RPV 483	Amazon	Rondonia	-8.742	RPV	20	B	3	F
RPV 487	Amazon	Rondonia	-8.742	RPV	20	C	1	M
RPV 495	Amazon	Rondonia	-8.742	RPV	20	C	3	F
RPV 497	Amazon	Rondonia	-8.742	RPV	20	C	3	F
RPV 499	Amazon	Rondonia	-8.742	RPV	20	C	3	M
RPV 502	Amazon	Rondonia	-8.742	RPV	28	A	1	F
RPV 503	Amazon	Rondonia	-8.742	RPV	28	A	1	F
RPV 520	Amazon	Rondonia	-8.742	RPV	28	B	2	F
RPV 540	Amazon	Rondonia	-8.742	RPV	28	C	3	M
RPV 542	Amazon	Rondonia	-8.742	RPV	28	C	3	M
RPV 543	Amazon	Rondonia	-8.742	RPV	28	C	3	F
RPV 545	Amazon	Rondonia	-8.742	RPV	37	A	1	F
RPV 549	Amazon	Rondonia	-8.742	RPV	37	A	1	F
RPV 550	Amazon	Rondonia	-8.742	RPV	37	A	2	M
RPV 551	Amazon	Rondonia	-8.742	RPV	37	A	2	M
RPV 556	Amazon	Rondonia	-8.742	RPV	37	A	3	M
RPV 562	Amazon	Rondonia	-8.742	RPV	37	B	1	M
RPV 566	Amazon	Rondonia	-8.742	RPV	37	B	2	F
RPV 570	Amazon	Rondonia	-8.742	RPV	37	B	3	M
RPV 574	Amazon	Rondonia	-8.742	RPV	37	B	3	F
RPV 578	Amazon	Rondonia	-8.742	RPV	37	C	1	F
RPV 580	Amazon	Rondonia	-8.742	RPV	37	C	2	M
RPV 582	Amazon	Rondonia	-8.742	RPV	37	C	2	F
RPV 591	Amazon	Rondonia	-8.742	RPV	43	A	1	F
RPV 594	Amazon	Rondonia	-8.742	RPV	43	A	1	M
RPV 602	Amazon	Rondonia	-8.742	RPV	43	A	3	F
RPV 603	Amazon	Rondonia	-8.742	RPV	43	A	3	M
RPV 604	Amazon	Rondonia	-8.742	RPV	43	A	3	M
RPV 613	Amazon	Rondonia	-8.742	RPV	43	B	2	M
RPV 614	Amazon	Rondonia	-8.742	RPV	43	B	2	M
RPV 621	Amazon	Rondonia	-8.742	RPV	43	C	1	M
RPV 635	Amazon	Rondonia	-8.742	RPV	33	A	1	F
RPV 649	Amazon	Rondonia	-8.742	RPV	33	A	3	F
RPV 652	Amazon	Rondonia	-8.742	RPV	33	B	1	M
RPV 653	Amazon	Rondonia	-8.742	RPV	33	B	1	M
RPV 658	Amazon	Rondonia	-8.742	RPV	33	B	2	M
RPV 662	Amazon	Rondonia	-8.742	RPV	33	B	3	F
RPV 664	Amazon	Rondonia	-8.742	RPV	33	B	3	F
RPV 665	Amazon	Rondonia	-8.742	RPV	33	C	1	M
RPV 669	Amazon	Rondonia	-8.742	RPV	33	C	1	F
RPV 670	Amazon	Rondonia	-8.742	RPV	33	C	2	M
RPV 677	Amazon	Rondonia	-8.742	RPV	33	C	3	M
RPV 688	Amazon	Rondonia	-8.742	RPV	42	A	2	F
RPV 690	Amazon	Rondonia	-8.742	RPV	42	A	3	M
RPV 691	Amazon	Rondonia	-8.742	RPV	42	A	3	M
RPV 693	Amazon	Rondonia	-8.742	RPV	42	A	3	F
RPV 706	Amazon	Rondonia	-8.742	RPV	42	B	3	F
RPV 709	Amazon	Rondonia	-8.742	RPV	42	B	3	F
RPV 711	Amazon	Rondonia	-8.742	RPV	42	C	1	F
RPV 714	Amazon	Rondonia	-8.742	RPV	42	C	1	M
RPV 717	Amazon	Rondonia	-8.742	RPV	42	C	2	F
RPV 722	Amazon	Rondonia	-8.742	RPV	42	C	3	F
RPV 726	Amazon	Rondonia	-8.742	RPV	15	A	1	M
RPV 728	Amazon	Rondonia	-8.742	RPV	15	A	1	F
RPV 729	Amazon	Rondonia	-8.742	RPV	15	A	1	M
RPV 755	Amazon	Rondonia	-8.742	RPV	15	C	1	F
RPV 766	Amazon	Rondonia	-8.742	RPV	15	C	3	M
SJU 014	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	A	1	F
SJU 022	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	A	2	F
SJU 026	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	A	3	M
SJU 034	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	B	2	F
SJU 037	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	B	2	M
SJU 040	Mata Atlantica	Rio de Janeiro	-22.611	SJU	6	B	3	F
SJU 060	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	A	1	F
SJU 062	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	A	1	F
SJU 068	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	A	2	M
SJU 075	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	B	1	F
SJU 080	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	B	2	F
SJU 081	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	B	2	M
SJU 086	Mata Atlantica	Rio de Janeiro	-22.611	SJU	4	B	3	M
SJU 104	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	A	1	F
SJU 105	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	A	1	M
SJU 111	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	A	2	F
SJU 119	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	1	M
SJU 120	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	1	F
SJU 123	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	1	F
SJU 124	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	2	F
SJU 127	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	2	M
SJU 129	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	3	M
SJU 130	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	3	M
SJU 131	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	B	3	F
SJU 135	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	C	1	F
SJU 135	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	C	1	F
SJU 136	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	C	1	F
SJU 136	Mata Atlantica	Rio de Janeiro	-22.611	SJU	1	C	1	F
SJU 150	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	A	1	F
SJU 152	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	A	1	F
SJU 154	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	A	2	M
SJU 170	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	B	2	M
SJU 184	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	C	2	F
SJU 184	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	C	2	F
SJU 185	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	C	2	F
SJU 185	Mata Atlantica	Rio de Janeiro	-22.611	SJU	2	C	2	F
SJU 196	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	A	1	M
SJU 201	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	A	2	M
SJU 204	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	A	3	M
SJU 206	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	A	3	F
SJU 207	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	A	3	M
SJU 217	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	B	2	F
SJU 218	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	B	2	M
SJU 222	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	B	3	F
SJU 223	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	B	3	F
SJU 225	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	1	F
SJU 225	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	1	F
SJU 227	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	1	F
SJU 227	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	1	F
SJU 235	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	3	F
SJU 235	Mata Atlantica	Rio de Janeiro	-22.611	SJU	3	C	3	F
SJU 240	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	A	1	M
SJU 245	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	A	2	M
SJU 246	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	A	2	M
SJU 250	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	A	3	F
SJU 252	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	A	3	F
SJU 254	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	B	1	M
SJU 257	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	B	1	M
SJU 265	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	B	3	F
SJU 269	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	1	F
SJU 269	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	1	F
SJU 271	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	1	F
SJU 271	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	1	F
SJU 279	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	3	F
SJU 279	Mata Atlantica	Rio de Janeiro	-22.611	SJU	5	C	3	F
SJU 289	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	A	2	F
SJU 291	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	A	2	F
SJU 295	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	B	1	F
SJU 296	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	B	1	M
SJU 300	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	B	2	M
SJU 303	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	B	2	M
SJU 305	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	1	F
SJU 305	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	1	F
SJU 309	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	2	F
SJU 309	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	2	F
SJU 310	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	2	F
SJU 310	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	2	F
SJU 314	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	3	F
SJU 314	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	3	F
SJU 315	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	3	F
SJU 315	Mata Atlantica	Rio de Janeiro	-22.611	SJU	7	C	3	F
SJU 319	Mata Atlantica	Rio de Janeiro	-22.611	SJU	9	A	1	M
SJU 320	Mata Atlantica	Rio de Janeiro	-22.611	SJU	9	A	1	M
SJU 321	Mata Atlantica	Rio de Janeiro	-22.611	SJU	9	A	1	F
SJU 325	Mata Atlantica	Rio de Janeiro	-22.611	SJU	9	A	2	F
SJU 341	Mata Atlantica	Rio de Janeiro	-22.611	SJU	9	B	2	M
SJU 364	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	A	1	M
SJU 366	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	A	1	M
SJU 370	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	A	2	M
SJU 372	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	A	2	M
SJU 376	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	A	3	F
SJU 379	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	1	F
SJU 381	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	1	M
SJU 385	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	2	F
SJU 389	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	3	M
SJU 390	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	3	F
SJU 392	Mata Atlantica	Rio de Janeiro	-22.611	SJU	12	B	3	M
SJU 411	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	A	1	M
SJU 412	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	A	1	M
SJU 419	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	A	3	M
SJU 422	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	A	3	F
SJU 423	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	A	3	F
SJU 426	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	B	1	F
SJU 431	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	B	2	F
SJU 434	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	B	3	F
SJU 439	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	C	1	F
SJU 439	Mata Atlantica	Rio de Janeiro	-22.611	SJU	10	C	1	F
SJU 461	Mata Atlantica	Rio de Janeiro	-22.611	SJU	11	A	2	F
SJU 465	Mata Atlantica	Rio de Janeiro	-22.611	SJU	11	A	3	F
SJU 472	Mata Atlantica	Rio de Janeiro	-22.611	SJU	11	B	1	F
SJU 473	Mata Atlantica	Rio de Janeiro	-22.611	SJU	11	B	1	M
SJU 481	Mata Atlantica	Rio de Janeiro	-22.611	SJU	11	B	3	M
TLC 104	Cerrado	Tocantins	-10.7	TLC	74	A	1	M
TLC 105	Cerrado	Tocantins	-10.7	TLC	74	A	1	F
TLC 114	Cerrado	Tocantins	-10.7	TLC	74	A	3	M
TLC 119	Cerrado	Tocantins	-10.7	TLC	74	B	1	M
TLC 120	Cerrado	Tocantins	-10.7	TLC	74	B	1	M
TLC 121	Cerrado	Tocantins	-10.7	TLC	74	B	1	M
TLC 125	Cerrado	Tocantins	-10.7	TLC	74	B	2	M
TLC 129	Cerrado	Tocantins	-10.7	TLC	74	B	3	M
TLC 130	Cerrado	Tocantins	-10.7	TLC	74	B	3	F
TLC 132	Cerrado	Tocantins	-10.7	TLC	74	B	3	F
TLC 136	Cerrado	Tocantins	-10.7	TLC	74	C	1	F
TLC 137	Cerrado	Tocantins	-10.7	TLC	74	C	1	F
TLC 139	Cerrado	Tocantins	-10.7	TLC	74	C	2	F
TLC 145	Cerrado	Tocantins	-10.7	TLC	74	C	3	F
TLC 146	Cerrado	Tocantins	-10.7	TLC	74	C	3	F
TLC 150	Cerrado	Tocantins	-10.7	TLC	75	A	1	F
TLC 151	Cerrado	Tocantins	-10.7	TLC	75	A	1	F
TLC 162	Cerrado	Tocantins	-10.7	TLC	75	A	3	F
TLC 163	Cerrado	Tocantins	-10.7	TLC	75	A	3	M
TLC 166	Cerrado	Tocantins	-10.7	TLC	75	B	1	F
TLC 176	Cerrado	Tocantins	-10.7	TLC	75	B	3	F
TLC 178	Cerrado	Tocantins	-10.7	TLC	75	B	3	F
TLC 184	Cerrado	Tocantins	-10.7	TLC	75	C	2	F
TLC 185	Cerrado	Tocantins	-10.7	TLC	75	C	2	M
TLC 189	Cerrado	Tocantins	-10.7	TLC	75	C	3	M
TLC 194	Cerrado	Tocantins	-10.7	TLC	76	A	1	M
TLC 198	Cerrado	Tocantins	-10.7	TLC	76	A	1	F
TLC 206	Cerrado	Tocantins	-10.7	TLC	76	A	3	M
TLC 207	Cerrado	Tocantins	-10.7	TLC	76	A	3	F
TLC 209	Cerrado	Tocantins	-10.7	TLC	76	B	1	M
TLC 210	Cerrado	Tocantins	-10.7	TLC	76	B	1	F
TLC 214	Cerrado	Tocantins	-10.7	TLC	76	B	2	M
TLC 215	Cerrado	Tocantins	-10.7	TLC	76	B	2	F
TLC 218	Cerrado	Tocantins	-10.7	TLC	76	B	2	F
TLC 219	Cerrado	Tocantins	-10.7	TLC	76	B	3	M
TLC 226	Cerrado	Tocantins	-10.7	TLC	76	C	1	F
TLC 229	Cerrado	Tocantins	-10.7	TLC	76	C	2	F
TLC 231	Cerrado	Tocantins	-10.7	TLC	76	C	2	F
TLC 234	Cerrado	Tocantins	-10.7	TLC	76	C	3	F
TLC 237	Cerrado	Tocantins	-10.7	TLC	76	C	3	F
TLC 239	Cerrado	Tocantins	-10.7	TLC	82	A	1	M
TLC 242	Cerrado	Tocantins	-10.7	TLC	82	A	1	M
TLC 244	Cerrado	Tocantins	-10.7	TLC	82	A	2	F
TLC 245	Cerrado	Tocantins	-10.7	TLC	82	A	2	M
TLC 248	Cerrado	Tocantins	-10.7	TLC	82	A	2	F
TLC 249	Cerrado	Tocantins	-10.7	TLC	82	A	3	F
TLC 253	Cerrado	Tocantins	-10.7	TLC	82	A	3	M
TLC 256	Cerrado	Tocantins	-10.7	TLC	82	B	1	F
TLC 257	Cerrado	Tocantins	-10.7	TLC	82	B	1	M
TLC 260	Cerrado	Tocantins	-10.7	TLC	82	B	2	M
TLC 262	Cerrado	Tocantins	-10.7	TLC	82	B	2	M
TLC 267	Cerrado	Tocantins	-10.7	TLC	82	B	3	F
TLC 271	Cerrado	Tocantins	-10.7	TLC	82	C	1	F
TLC 275	Cerrado	Tocantins	-10.7	TLC	82	C	2	M
TLC 276	Cerrado	Tocantins	-10.7	TLC	82	C	2	F
TLC 281	Cerrado	Tocantins	-10.7	TLC	82	C	3	M
TLC 283	Cerrado	Tocantins	-10.7	TLC	82	C	3	F
TLC 284	Cerrado	Tocantins	-10.7	TLC	79	A	1	M
TLC 285	Cerrado	Tocantins	-10.7	TLC	79	A	1	F
TLC 286	Cerrado	Tocantins	-10.7	TLC	79	A	1	F
TLC 295	Cerrado	Tocantins	-10.7	TLC	79	A	3	M
TLC 296	Cerrado	Tocantins	-10.7	TLC	79	A	3	M
TLC 302	Cerrado	Tocantins	-10.7	TLC	79	B	1	F
TLC 304	Cerrado	Tocantins	-10.7	TLC	79	B	2	M
TLC 307	Cerrado	Tocantins	-10.7	TLC	79	B	2	F
TLC 311	Cerrado	Tocantins	-10.7	TLC	79	B	3	M
TLC 316	Cerrado	Tocantins	-10.7	TLC	79	C	1	M
TLC 324	Cerrado	Tocantins	-10.7	TLC	79	C	3	M
TLC 327	Cerrado	Tocantins	-10.7	TLC	79	C	3	M
TLC 332	Cerrado	Tocantins	-10.7	TLC	83	A	1	F
TLC 333	Cerrado	Tocantins	-10.7	TLC	83	A	1	M
TLC 334	Cerrado	Tocantins	-10.7	TLC	83	A	2	M
TLC 335	Cerrado	Tocantins	-10.7	TLC	83	A	2	F
TLC 338	Cerrado	Tocantins	-10.7	TLC	83	A	2	M
TLC 340	Cerrado	Tocantins	-10.7	TLC	83	A	3	F
TLC 341	Cerrado	Tocantins	-10.7	TLC	83	A	3	M
TLC 342	Cerrado	Tocantins	-10.7	TLC	83	A	3	F
TLC 346	Cerrado	Tocantins	-10.7	TLC	83	B	1	M
TLC 347	Cerrado	Tocantins	-10.7	TLC	83	B	1	F
TLC 348	Cerrado	Tocantins	-10.7	TLC	83	B	1	M
TLC 349	Cerrado	Tocantins	-10.7	TLC	83	B	2	F
TLC 352	Cerrado	Tocantins	-10.7	TLC	83	B	2	F
TLC 356	Cerrado	Tocantins	-10.7	TLC	83	B	3	M
TLC 359	Cerrado	Tocantins	-10.7	TLC	83	C	1	M
TLC 360	Cerrado	Tocantins	-10.7	TLC	83	C	1	M
TLC 379	Cerrado	Tocantins	-10.7	TLC	77	A	2	F
TLC 381	Cerrado	Tocantins	-10.7	TLC	77	A	2	M
TLC 382	Cerrado	Tocantins	-10.7	TLC	77	A	2	M
TLC 383	Cerrado	Tocantins	-10.7	TLC	77	A	2	M
TLC 384	Cerrado	Tocantins	-10.7	TLC	77	A	3	F
TLC 391	Cerrado	Tocantins	-10.7	TLC	77	B	1	F
TLC 393	Cerrado	Tocantins	-10.7	TLC	77	B	1	M
TLC 394	Cerrado	Tocantins	-10.7	TLC	77	B	2	F
TLC 396	Cerrado	Tocantins	-10.7	TLC	77	B	2	F
TLC 399	Cerrado	Tocantins	-10.7	TLC	77	B	3	M
TLC 404	Cerrado	Tocantins	-10.7	TLC	77	C	1	F
TLC 405	Cerrado	Tocantins	-10.7	TLC	77	C	1	F
TLC 406	Cerrado	Tocantins	-10.7	TLC	77	C	1	M
TLC 407	Cerrado	Tocantins	-10.7	TLC	77	C	1	M
TLC 409	Cerrado	Tocantins	-10.7	TLC	77	C	2	F
TLC 410	Cerrado	Tocantins	-10.7	TLC	77	C	2	M
TLC 413	Cerrado	Tocantins	-10.7	TLC	77	C	2	M
TLC 415	Cerrado	Tocantins	-10.7	TLC	77	C	3	M
TLC 426	Cerrado	Tocantins	-10.7	TLC	80	A	2	M
TLC 427	Cerrado	Tocantins	-10.7	TLC	80	A	2	F
TLC 428	Cerrado	Tocantins	-10.7	TLC	80	A	2	F
TLC 431	Cerrado	Tocantins	-10.7	TLC	80	A	3	F
TLC 440	Cerrado	Tocantins	-10.7	TLC	80	B	2	M
TLC 441	Cerrado	Tocantins	-10.7	TLC	80	B	2	M
TLC 443	Cerrado	Tocantins	-10.7	TLC	80	B	2	F
TLC 444	Cerrado	Tocantins	-10.7	TLC	80	B	3	F
TLC 450	Cerrado	Tocantins	-10.7	TLC	80	C	1	M
TLC 451	Cerrado	Tocantins	-10.7	TLC	80	C	1	M
TLC 454	Cerrado	Tocantins	-10.7	TLC	80	C	2	M
TLC 456	Cerrado	Tocantins	-10.7	TLC	80	C	2	M
TLC 457	Cerrado	Tocantins	-10.7	TLC	80	C	2	F
TLC 459	Cerrado	Tocantins	-10.7	TLC	80	C	3	F
TLC 460	Cerrado	Tocantins	-10.7	TLC	80	C	3	M
TLC 461	Cerrado	Tocantins	-10.7	TLC	80	C	3	M
TLC 462	Cerrado	Tocantins	-10.7	TLC	80	C	3	F
TPN 021	Cerrado	Tocantins	-10.796	TPN	11	A	1	F
TPN 022	Cerrado	Tocantins	-10.796	TPN	11	A	1	F
TPN 023	Cerrado	Tocantins	-10.796	TPN	11	A	1	M
TPN 026	Cerrado	Tocantins	-10.796	TPN	11	A	2	F
TPN 027	Cerrado	Tocantins	-10.796	TPN	11	A	2	F
TPN 028	Cerrado	Tocantins	-10.796	TPN	11	A	2	F
TPN 032	Cerrado	Tocantins	-10.796	TPN	11	A	3	F
TPN 033	Cerrado	Tocantins	-10.796	TPN	11	A	3	M
TPN 034	Cerrado	Tocantins	-10.796	TPN	11	A	3	F
TPN 036	Cerrado	Tocantins	-10.796	TPN	11	B	1	M
TPN 038	Cerrado	Tocantins	-10.796	TPN	11	B	1	M
TPN 040	Cerrado	Tocantins	-10.796	TPN	11	B	1	F
TPN 041	Cerrado	Tocantins	-10.796	TPN	11	B	2	M
TPN 042	Cerrado	Tocantins	-10.796	TPN	11	B	2	M
TPN 043	Cerrado	Tocantins	-10.796	TPN	11	B	2	F
TPN 044	Cerrado	Tocantins	-10.796	TPN	11	B	2	M
TPN 046	Cerrado	Tocantins	-10.796	TPN	11	B	3	F
TPN 049	Cerrado	Tocantins	-10.796	TPN	11	B	3	M
TPN 051	Cerrado	Tocantins	-10.796	TPN	11	C	1	M
TPN 053	Cerrado	Tocantins	-10.796	TPN	11	C	1	M
TPN 059	Cerrado	Tocantins	-10.796	TPN	11	C	2	M
TPN 060	Cerrado	Tocantins	-10.796	TPN	11	C	2	M
TPN 066	Cerrado	Tocantins	-10.796	TPN	12	A	1	M
TPN 067	Cerrado	Tocantins	-10.796	TPN	12	A	1	F
TPN 068	Cerrado	Tocantins	-10.796	TPN	12	A	1	M
TPN 069	Cerrado	Tocantins	-10.796	TPN	12	A	1	F
TPN 076	Cerrado	Tocantins	-10.796	TPN	12	A	3	M
