"","Code","Biome","State","Latitude","Locality","Family","Temp","Well","Sex","Wing.length..mm."
"325","RMO 396","Amazon","Rondonia",-9.223,"RMO",27,"C","2","F",2.389
"326","RMO 403","Amazon","Rondonia",-9.223,"RMO",27,"C","3","M",2.591
"327","RMO 404","Amazon","Rondonia",-9.223,"RMO",27,"C","3","M",2.348
"328","RMO 411","Amazon","Rondonia",-9.223,"RMO",28,"A","2","M",2.687
"329","RMO 413","Amazon","Rondonia",-9.223,"RMO",28,"A","2","M",2.734
"330","RMO 414","Amazon","Rondonia",-9.223,"RMO",28,"A","2","M",2.825
"331","RMO 417","Amazon","Rondonia",-9.223,"RMO",28,"A","3","F",2.667
"332","RMO 423","Amazon","Rondonia",-9.223,"RMO",28,"B","1","M",2.426
"333","RMO 432","Amazon","Rondonia",-9.223,"RMO",28,"B","3","F",2.409
"334","RMO 442","Amazon","Rondonia",-9.223,"RMO",28,"C","2","M",2.595
"335","RMO 449","Amazon","Rondonia",-9.223,"RMO",28,"C","3","F",2.546
"336","RMO 458","Amazon","Rondonia",-9.223,"RMO",30,"A","2","M",2.85
"337","RMO 459","Amazon","Rondonia",-9.223,"RMO",30,"A","2","F",2.608
"338","RMO 472","Amazon","Rondonia",-9.223,"RMO",30,"B","2","M",2.615
"339","RMO 475","Amazon","Rondonia",-9.223,"RMO",30,"B","2","M",2.705
"340","RMO 476","Amazon","Rondonia",-9.223,"RMO",30,"B","3","M",2.615
"341","RMO 491","Amazon","Rondonia",-9.223,"RMO",30,"C","3","M",2.591
"342","RMO 499","Amazon","Rondonia",-9.223,"RMO",36,"A","1","F",2.9
"343","RMO 501","Amazon","Rondonia",-9.223,"RMO",36,"A","2","M",2.607
"344","RMO 503","Amazon","Rondonia",-9.223,"RMO",36,"A","2","F",2.576
"345","RMO 504","Amazon","Rondonia",-9.223,"RMO",36,"A","2","M",2.565
"346","RMO 505","Amazon","Rondonia",-9.223,"RMO",36,"A","2","F",2.682
"347","RMO 507","Amazon","Rondonia",-9.223,"RMO",36,"A","3","F",2.739
"348","RMO 513","Amazon","Rondonia",-9.223,"RMO",36,"B","1","F",2.59
"349","RMO 518","Amazon","Rondonia",-9.223,"RMO",36,"B","2","M",2.444
"350","RMO 520","Amazon","Rondonia",-9.223,"RMO",36,"B","2","F",2.664
"351","RMO 521","Amazon","Rondonia",-9.223,"RMO",36,"B","3","M",2.562
"352","RMO 536","Amazon","Rondonia",-9.223,"RMO",36,"C","3","M",2.627
"353","RMO 537","Amazon","Rondonia",-9.223,"RMO",36,"C","3","F",2.496
"354","RMO 538","Amazon","Rondonia",-9.223,"RMO",36,"C","3","F",2.423
"355","RMO 539","Amazon","Rondonia",-9.223,"RMO",36,"C","3","M",2.772
"356","RMO 541","Amazon","Rondonia",-9.223,"RMO",42,"A","1","M",2.813
"357","RMO 542","Amazon","Rondonia",-9.223,"RMO",42,"A","1","F",2.657
"358","RMO 543","Amazon","Rondonia",-9.223,"RMO",42,"A","1","F",2.594
"359","RMO 546","Amazon","Rondonia",-9.223,"RMO",42,"A","2","M",2.941
"360","RMO 554","Amazon","Rondonia",-9.223,"RMO",42,"A","3","F",2.801
"361","RMO 557","Amazon","Rondonia",-9.223,"RMO",42,"B","1","F",2.602
"362","RMO 561","Amazon","Rondonia",-9.223,"RMO",42,"B","2","F",2.717
"363","RMO 562","Amazon","Rondonia",-9.223,"RMO",42,"B","2","M",2.621
"364","RMO 571","Amazon","Rondonia",-9.223,"RMO",42,"C","1","F",2.521
"365","RMO 573","Amazon","Rondonia",-9.223,"RMO",42,"C","1","F",2.556
"366","RMO 596","Amazon","Rondonia",-9.223,"RMO",13,"A","3","M",2.79
"367","RMO 598","Amazon","Rondonia",-9.223,"RMO",13,"A","3","F",2.625
"368","RMO 602","Amazon","Rondonia",-9.223,"RMO",13,"B","1","F",2.593
"369","RMO 603","Amazon","Rondonia",-9.223,"RMO",13,"B","1","F",2.532
"370","RMO 605","Amazon","Rondonia",-9.223,"RMO",13,"B","1","F",2.64
"371","RMO 611","Amazon","Rondonia",-9.223,"RMO",13,"B","3","F",2.407
"372","RMO 625","Amazon","Rondonia",-9.223,"RMO",13,"C","2","M",2.811
"373","RMO 629","Amazon","Rondonia",-9.223,"RMO",13,"C","3","F",2.551
"374","RMO 639","Amazon","Rondonia",-9.223,"RMO",17,"A","2","M",2.892
"375","RMO 641","Amazon","Rondonia",-9.223,"RMO",17,"A","3","F",2.938
"376","RMO 646","Amazon","Rondonia",-9.223,"RMO",17,"B","1","M",2.714
"377","RMO 653","Amazon","Rondonia",-9.223,"RMO",17,"B","2","M",2.664
"378","RMO 656","Amazon","Rondonia",-9.223,"RMO",17,"B","3","M",2.618
"379","RMO 657","Amazon","Rondonia",-9.223,"RMO",17,"B","3","M",2.407
"380","RMO 659","Amazon","Rondonia",-9.223,"RMO",17,"B","3","F",2.674
"381","RMO 663","Amazon","Rondonia",-9.223,"RMO",17,"C","1","F",2.549
"382","RMO 671","Amazon","Rondonia",-9.223,"RMO",17,"C","3","M",2.443
"383","RMO 674","Amazon","Rondonia",-9.223,"RMO",17,"C","3","F",2.45
"384","RMO 682","Amazon","Rondonia",-9.223,"RMO",5,"A","2","F",2.731
"385","RMO 691","Amazon","Rondonia",-9.223,"RMO",5,"B","1","F",2.615
"386","RMO 694","Amazon","Rondonia",-9.223,"RMO",5,"B","1","F",2.425
"387","RMO 696","Amazon","Rondonia",-9.223,"RMO",5,"B","2","F",2.655
"388","RMO 700","Amazon","Rondonia",-9.223,"RMO",5,"B","2","M",2.794
"389","RMO 701","Amazon","Rondonia",-9.223,"RMO",5,"B","3","F",2.524
"390","RMO 702","Amazon","Rondonia",-9.223,"RMO",5,"B","3","F",2.56
"391","RMO 707","Amazon","Rondonia",-9.223,"RMO",5,"C","1","M",2.548
"392","RMO 708","Amazon","Rondonia",-9.223,"RMO",5,"C","1","M",2.516
"393","RMO 709","Amazon","Rondonia",-9.223,"RMO",5,"C","1 .","M",2.707
"394","RMO 712","Amazon","Rondonia",-9.223,"RMO",5,"C","2","M",2.41
"395","RMO 716","Amazon","Rondonia",-9.223,"RMO",5,"C","3","F",2.256
"396","RPV 095","Amazon","Rondonia",-8.742,"RPV",11,"A","1","M",2.892
"397","RPV 103","Amazon","Rondonia",-8.742,"RPV",11,"A","2","F",2.865
"398","RPV 116","Amazon","Rondonia",-8.742,"RPV",11,"B","2","M",2.612
"399","RPV 119","Amazon","Rondonia",-8.742,"RPV",11,"B","2","F",2.522
"400","RPV 123","Amazon","Rondonia",-8.742,"RPV",11,"B","3","F",2.73
"401","RPV 125","Amazon","Rondonia",-8.742,"RPV",11,"C","1","M",2.328
"402","RPV 142","Amazon","Rondonia",-8.742,"RPV",23,"A","1","M",2.703
"403","RPV 147","Amazon","Rondonia",-8.742,"RPV",23,"A","2","M",3.038
"404","RPV 156","Amazon","Rondonia",-8.742,"RPV",23,"B","1","M",2.611
"405","RPV 159","Amazon","Rondonia",-8.742,"RPV",23,"B","1","M",2.816
"406","RPV 167","Amazon","Rondonia",-8.742,"RPV",23,"B","3","M",2.736
"407","RPV 174","Amazon","Rondonia",-8.742,"RPV",23,"C","1","M",2.524
"408","RPV 176","Amazon","Rondonia",-8.742,"RPV",23,"C","2","M",2.528
"409","RPV 177","Amazon","Rondonia",-8.742,"RPV",23,"C","2","F",2.237
"410","RPV 181","Amazon","Rondonia",-8.742,"RPV",23,"C","3","M",2.602
"411","RPV 185","Amazon","Rondonia",-8.742,"RPV",25,"A","1","F",2.752
"412","RPV 191","Amazon","Rondonia",-8.742,"RPV",25,"A","2","F",2.778
"413","RPV 195","Amazon","Rondonia",-8.742,"RPV",25,"A","3","F",2.765
"414","RPV 220","Amazon","Rondonia",-8.742,"RPV",25,"C","2","F",2.373
"415","RPV 243","Amazon","Rondonia",-8.742,"RPV",38,"A","3","M",2.81
"416","RPV 244","Amazon","Rondonia",-8.742,"RPV",38,"A","3","M",3.053
"417","RPV 246","Amazon","Rondonia",-8.742,"RPV",38,"B","1","M",2.59
"418","RPV 252","Amazon","Rondonia",-8.742,"RPV",38,"B","2","M",2.789
"419","RPV 254","Amazon","Rondonia",-8.742,"RPV",38,"B","2","F",2.577
"420","RPV 258","Amazon","Rondonia",-8.742,"RPV",38,"B","3","F",2.668
"421","RPV 259","Amazon","Rondonia",-8.742,"RPV",38,"B","3","F",2.622
"422","RPV 263","Amazon","Rondonia",-8.742,"RPV",38,"C","1","M",2.587
"423","RPV 273","Amazon","Rondonia",-8.742,"RPV",38,"C","3","F",2.174
"424","RPV 280","Amazon","Rondonia",-8.742,"RPV",12,"A","2","F",2.643
"425","RPV 281","Amazon","Rondonia",-8.742,"RPV",12,"A","2","F",2.604
"426","RPV 290","Amazon","Rondonia",-8.742,"RPV",12,"B","1","F",2.73
"427","RPV 297","Amazon","Rondonia",-8.742,"RPV",12,"B","2","F",2.609
"428","RPV 300","Amazon","Rondonia",-8.742,"RPV",12,"B","3","F",2.577
"429","RPV 310","Amazon","Rondonia",-8.742,"RPV",12,"C","2","F",2.439
"430","RPV 312","Amazon","Rondonia",-8.742,"RPV",12,"C","2","F",2.594
"431","RPV 315","Amazon","Rondonia",-8.742,"RPV",12,"C","3","F",2.594
"432","RPV 329","Amazon","Rondonia",-8.742,"RPV",17,"A","2","M",2.997
"433","RPV 330","Amazon","Rondonia",-8.742,"RPV",17,"A","3","M",2.9
"434","RPV 337","Amazon","Rondonia",-8.742,"RPV",17,"B","1","M",2.426
"435","RPV 339","Amazon","Rondonia",-8.742,"RPV",17,"B","1","M",2.721
"436","RPV 344","Amazon","Rondonia",-8.742,"RPV",17,"B","2","M",3.034
"437","RPV 346","Amazon","Rondonia",-8.742,"RPV",17,"B","3","M",2.503
"438","RPV 350","Amazon","Rondonia",-8.742,"RPV",17,"C","1","M",2.603
"439","RPV 366","Amazon","Rondonia",-8.742,"RPV",18,"A","1","F",2.799
"440","RPV 371","Amazon","Rondonia",-8.742,"RPV",18,"A","2","M",2.862
"441","RPV 372","Amazon","Rondonia",-8.742,"RPV",18,"A","2","F",2.851
"442","RPV 374","Amazon","Rondonia",-8.742,"RPV",18,"A","2","F",2.887
"443","RPV 375","Amazon","Rondonia",-8.742,"RPV",18,"A","3","M",2.963
"444","RPV 391","Amazon","Rondonia",-8.742,"RPV",18,"B","3","M",2.749
"445","RPV 395","Amazon","Rondonia",-8.742,"RPV",18,"C","1","F",2.506
"446","RPV 399","Amazon","Rondonia",-8.742,"RPV",18,"C","1","F",2.601
"447","RPV 405","Amazon","Rondonia",-8.742,"RPV",18,"C","3","M",2.388
"448","RPV 407","Amazon","Rondonia",-8.742,"RPV",18,"C","3","M",2.449
"449","RPV 418","Amazon","Rondonia",-8.742,"RPV",19,"A","2","M",2.939
"450","RPV 425","Amazon","Rondonia",-8.742,"RPV",19,"B","1","M",2.742
"451","RPV 432","Amazon","Rondonia",-8.742,"RPV",19,"B","2","F",2.549
"452","RPV 434","Amazon","Rondonia",-8.742,"RPV",19,"B","2","F",2.775
"453","RPV 435","Amazon","Rondonia",-8.742,"RPV",19,"B","3","F",2.589
"454","RPV 439","Amazon","Rondonia",-8.742,"RPV",19,"B","3","M",2.641
"455","RPV 440","Amazon","Rondonia",-8.742,"RPV",19,"C","1","F",2.574
"456","RPV 441","Amazon","Rondonia",-8.742,"RPV",19,"C","1","F",2.421
"457","RPV 445","Amazon","Rondonia",-8.742,"RPV",19,"C","2","F",2.334
"458","RPV 455","Amazon","Rondonia",-8.742,"RPV",20,"A","1","M",2.702
"459","RPV 461","Amazon","Rondonia",-8.742,"RPV",20,"A","2","F",2.463
"460","RPV 461","Amazon","Rondonia",-8.742,"RPV",20,"A","2","F",2.463
"461","RPV 462","Amazon","Rondonia",-8.742,"RPV",20,"A","2","F",2.485
"462","RPV 463","Amazon","Rondonia",-8.742,"RPV",20,"A","2","M",2.598
"463","RPV 470","Amazon","Rondonia",-8.742,"RPV",20,"B","1","F",2.608
"464","RPV 472","Amazon","Rondonia",-8.742,"RPV",20,"B","1","M",2.505
"465","RPV 474","Amazon","Rondonia",-8.742,"RPV",20,"B","1","F",2.601
"466","RPV 475","Amazon","Rondonia",-8.742,"RPV",20,"B","2","F",2.602
"467","RPV 479","Amazon","Rondonia",-8.742,"RPV",20,"B","2","F",2.651
"468","RPV 480","Amazon","Rondonia",-8.742,"RPV",20,"B","3","F",2.713
"469","RPV 483","Amazon","Rondonia",-8.742,"RPV",20,"B","3","F",2.717
"470","RPV 487","Amazon","Rondonia",-8.742,"RPV",20,"C","1","M",2.756
"471","RPV 495","Amazon","Rondonia",-8.742,"RPV",20,"C","3","F",2.197
"472","RPV 497","Amazon","Rondonia",-8.742,"RPV",20,"C","3","F",2.369
"473","RPV 499","Amazon","Rondonia",-8.742,"RPV",20,"C","3","M",2.551
"474","RPV 502","Amazon","Rondonia",-8.742,"RPV",28,"A","1","F",2.922
"475","RPV 503","Amazon","Rondonia",-8.742,"RPV",28,"A","1","F",2.671
"476","RPV 520","Amazon","Rondonia",-8.742,"RPV",28,"B","2","F",2.537
"477","RPV 540","Amazon","Rondonia",-8.742,"RPV",28,"C","3","M",2.308
"478","RPV 542","Amazon","Rondonia",-8.742,"RPV",28,"C","3","M",2.481
"479","RPV 543","Amazon","Rondonia",-8.742,"RPV",28,"C","3","F",2.561
"480","RPV 545","Amazon","Rondonia",-8.742,"RPV",37,"A","1","F",2.379
"481","RPV 549","Amazon","Rondonia",-8.742,"RPV",37,"A","1","F",2.808
"482","RPV 550","Amazon","Rondonia",-8.742,"RPV",37,"A","2","M",2.946
"483","RPV 551","Amazon","Rondonia",-8.742,"RPV",37,"A","2","M",2.838
"484","RPV 556","Amazon","Rondonia",-8.742,"RPV",37,"A","3","M",2.883
"485","RPV 562","Amazon","Rondonia",-8.742,"RPV",37,"B","1","M",2.596
"486","RPV 566","Amazon","Rondonia",-8.742,"RPV",37,"B","2","F",2.483
"487","RPV 570","Amazon","Rondonia",-8.742,"RPV",37,"B","3","M",2.59
"488","RPV 574","Amazon","Rondonia",-8.742,"RPV",37,"B","3","F",2.629
"489","RPV 578","Amazon","Rondonia",-8.742,"RPV",37,"C","1","F",2.405
"490","RPV 580","Amazon","Rondonia",-8.742,"RPV",37,"C","2","M",2.631
"491","RPV 582","Amazon","Rondonia",-8.742,"RPV",37,"C","2","F",2.307
"492","RPV 591","Amazon","Rondonia",-8.742,"RPV",43,"A","1","F",2.802
"493","RPV 594","Amazon","Rondonia",-8.742,"RPV",43,"A","1","M",3.068
"494","RPV 602","Amazon","Rondonia",-8.742,"RPV",43,"A","3","F",3.029
"495","RPV 603","Amazon","Rondonia",-8.742,"RPV",43,"A","3","M",2.923
"496","RPV 604","Amazon","Rondonia",-8.742,"RPV",43,"A","3","M",3.05
"497","RPV 613","Amazon","Rondonia",-8.742,"RPV",43,"B","2","M",2.656
"498","RPV 614","Amazon","Rondonia",-8.742,"RPV",43,"B","2","M",2.935
"499","RPV 621","Amazon","Rondonia",-8.742,"RPV",43,"C","1","M",2.545
"500","RPV 635","Amazon","Rondonia",-8.742,"RPV",33,"A","1","F",2.674
"501","RPV 649","Amazon","Rondonia",-8.742,"RPV",33,"A","3","F",2.802
"502","RPV 652","Amazon","Rondonia",-8.742,"RPV",33,"B","1","M",2.484
"503","RPV 653","Amazon","Rondonia",-8.742,"RPV",33,"B","1","M",2.665
"504","RPV 658","Amazon","Rondonia",-8.742,"RPV",33,"B","2","M",2.84
"505","RPV 662","Amazon","Rondonia",-8.742,"RPV",33,"B","3","F",2.557
"506","RPV 664","Amazon","Rondonia",-8.742,"RPV",33,"B","3","F",2.474
"507","RPV 665","Amazon","Rondonia",-8.742,"RPV",33,"C","1","M",2.455
"508","RPV 669","Amazon","Rondonia",-8.742,"RPV",33,"C","1","F",2.271
"509","RPV 670","Amazon","Rondonia",-8.742,"RPV",33,"C","2","M",2.462
"510","RPV 677","Amazon","Rondonia",-8.742,"RPV",33,"C","3","M",2.42
"511","RPV 688","Amazon","Rondonia",-8.742,"RPV",42,"A","2","F",2.717
"512","RPV 690","Amazon","Rondonia",-8.742,"RPV",42,"A","3","M",2.586
"513","RPV 691","Amazon","Rondonia",-8.742,"RPV",42,"A","3","M",2.68
"514","RPV 693","Amazon","Rondonia",-8.742,"RPV",42,"A","3","F",2.767
"515","RPV 706","Amazon","Rondonia",-8.742,"RPV",42,"B","3","F",2.538
"516","RPV 709","Amazon","Rondonia",-8.742,"RPV",42,"B","3","F",2.485
"517","RPV 711","Amazon","Rondonia",-8.742,"RPV",42,"C","1","F",2.305
"518","RPV 714","Amazon","Rondonia",-8.742,"RPV",42,"C","1","M",2.568
"519","RPV 717","Amazon","Rondonia",-8.742,"RPV",42,"C","2","F",2.459
"520","RPV 722","Amazon","Rondonia",-8.742,"RPV",42,"C","3","F",2.343
"521","RPV 726","Amazon","Rondonia",-8.742,"RPV",15,"A","1","M",2.838
"522","RPV 728","Amazon","Rondonia",-8.742,"RPV",15,"A","1","F",2.977
"523","RPV 729","Amazon","Rondonia",-8.742,"RPV",15,"A","1","M",3.122
"524","RPV 755","Amazon","Rondonia",-8.742,"RPV",15,"C","1","F",2.436
"525","RPV 766","Amazon","Rondonia",-8.742,"RPV",15,"C","3","M",2.479
"526","SJU 014","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"A","1","F",3.051
"527","SJU 022","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"A","2","F",2.853
"528","SJU 026","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"A","3","M",2.982
"529","SJU 034","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"B","2","F",2.53
"530","SJU 037","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"B","2","M",2.815
"531","SJU 040","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"B","3","F",2.748
"532","SJU 050","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"C","2","M",2.633
"533","SJU 051","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"C","2","M",2.702
"534","SJU 055","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",6,"C","3","M",2.586
"535","SJU 060","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"A","1","F",3.114
"536","SJU 062","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"A","1","F",3.025
"537","SJU 068","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"A","2","M",2.838
"538","SJU 075","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"B","1","F",2.695
"539","SJU 080","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"B","2","F",2.651
"540","SJU 081","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"B","2","M",2.696
"541","SJU 086","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",4,"B","3","M",2.723
"542","SJU 104","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"A","1","F",2.84
"543","SJU 105","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"A","1","M",2.613
"544","SJU 111","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"A","2","F",2.918
"545","SJU 119","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","1","M",2.742
"546","SJU 120","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","1","F",2.734
"547","SJU 123","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","1","F",2.776
"548","SJU 124","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","2","F",2.617
"549","SJU 127","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","2","M",2.665
"550","SJU 129","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","3","M",2.591
"551","SJU 130","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","3","M",2.767
"552","SJU 131","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"B","3","F",2.723
"553","SJU 135","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"C","1","F",2.629
"554","SJU 136","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"C","1","F",2.628
"555","SJU 137","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"C","1","M",2.792
"556","SJU 139","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",1,"C","2","M",2.659
"557","SJU 150","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"A","1","F",3.052
"558","SJU 152","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"A","1","F",3.222
"559","SJU 154","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"A","2","M",3.025
"560","SJU 170","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"B","2","M",2.852
"561","SJU 184","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"C","2","F",2.75
"562","SJU 185","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"C","2","F",2.704
"563","SJU 189","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"C","3","M",2.548
"564","SJU 190","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",2,"C","3","M",2.534
"565","SJU 196","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"A","1","M",2.956
"566","SJU 201","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"A","2","M",2.996
"567","SJU 204","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"A","3","M",2.939
"568","SJU 206","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"A","3","F",2.905
"569","SJU 207","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"A","3","M",3.039
"570","SJU 217","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"B","2","F",2.806
"571","SJU 218","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"B","2","M",2.788
"572","SJU 222","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"B","3","F",2.702
"573","SJU 223","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"B","3","F",2.716
"574","SJU 225","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"C","1","F",2.713
"575","SJU 227","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"C","1","F",2.532
"576","SJU 229","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"C","2","M",2.92
"577","SJU 235","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",3,"C","3","F",2.662
"578","SJU 240","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"A","1","M",2.781
"579","SJU 245","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"A","2","M",2.905
"580","SJU 246","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"A","2","M",2.814
"581","SJU 250","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"A","3","F",2.97
"582","SJU 252","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"A","3","F",2.933
"583","SJU 254","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"B","1","M",2.871
"584","SJU 257","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"B","1","M",2.966
"585","SJU 265","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"B","3","F",2.734
"586","SJU 269","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"C","1","F",2.601
"587","SJU 270","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"C","1","M",2.502
"588","SJU 271","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"C","1","F",2.657
"589","SJU 279","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",5,"C","3","F",2.574
"590","SJU 289","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"A","2","F",3.192
"591","SJU 291","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"A","2","F",3.232
"592","SJU 295","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"B","1","F",2.811
"593","SJU 296","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"B","1","M",2.933
"594","SJU 300","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"B","2","M",2.752
"595","SJU 303","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"B","2","M",3.018
"596","SJU 304","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","1","M",2.608
"597","SJU 305","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","1","F",2.325
"598","SJU 309","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","2","F",2.499
"599","SJU 310","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","2","F",2.721
"600","SJU 314","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","3","F",2.685
"601","SJU 315","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","3","F",2.676
"602","SJU 317","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",7,"C","3","M",2.903
"603","SJU 319","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",9,"A","1","M",2.841
"604","SJU 320","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",9,"A","1","M",2.876
"605","SJU 321","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",9,"A","1","F",3.048
"606","SJU 325","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",9,"A","2","F",2.936
"607","SJU 341","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",9,"B","2","M",2.895
"608","SJU 364","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"A","1","M",2.889
"609","SJU 366","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"A","1","M",3.216
"610","SJU 370","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"A","2","M",3.05
"611","SJU 372","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"A","2","M",3.026
"612","SJU 376","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"A","3","F",3.133
"613","SJU 379","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","1","F",2.668
"614","SJU 381","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","1","M",2.812
"615","SJU 385","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","2","F",2.669
"616","SJU 389","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","3","M",2.822
"617","SJU 390","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","3","F",2.681
"618","SJU 392","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"B","3","M",2.705
"619","SJU 395","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"C","1","M",2.631
"620","SJU 397","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",12,"C","1","M",2.815
"621","SJU 411","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"A","1","M",2.865
"622","SJU 412","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"A","1","M",2.647
"623","SJU 419","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"A","3","M",3.017
"624","SJU 422","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"A","3","F",3.01
"625","SJU 423","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"A","3","F",3.11
"626","SJU 426","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"B","1","F",3.04
"627","SJU 431","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"B","2","F",2.895
"628","SJU 434","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"B","3","F",2.774
"629","SJU 439","Mata Atlantica","Rio de Janeiro",-22.611,"SJU",10,"C","1","F",2.699
