Code,Biome,State,Latitude,Locality,Family,Temp,Well,Sex,Wing.length..mm.,Sex binary 0=F
RMO 521,Amazon,Rondonia,-9.223,RMO,36,B,3,M,2.562,1
RMO 536,Amazon,Rondonia,-9.223,RMO,36,C,3,M,2.627,1
RMO 537,Amazon,Rondonia,-9.223,RMO,36,C,3,F,2.496,0
RMO 538,Amazon,Rondonia,-9.223,RMO,36,C,3,F,2.423,0
RMO 539,Amazon,Rondonia,-9.223,RMO,36,C,3,M,2.772,1
RMO 541,Amazon,Rondonia,-9.223,RMO,42,A,1,M,2.813,1
RMO 542,Amazon,Rondonia,-9.223,RMO,42,A,1,F,2.657,0
RMO 543,Amazon,Rondonia,-9.223,RMO,42,A,1,F,2.594,0
RMO 546,Amazon,Rondonia,-9.223,RMO,42,A,2,M,2.941,1
RMO 554,Amazon,Rondonia,-9.223,RMO,42,A,3,F,2.801,0
RMO 557,Amazon,Rondonia,-9.223,RMO,42,B,1,F,2.602,0
RMO 561,Amazon,Rondonia,-9.223,RMO,42,B,2,F,2.717,0
RMO 562,Amazon,Rondonia,-9.223,RMO,42,B,2,M,2.621,1
RMO 571,Amazon,Rondonia,-9.223,RMO,42,C,1,F,2.521,0
RMO 573,Amazon,Rondonia,-9.223,RMO,42,C,1,F,2.556,0
RMO 596,Amazon,Rondonia,-9.223,RMO,13,A,3,M,2.79,1
RMO 598,Amazon,Rondonia,-9.223,RMO,13,A,3,F,2.625,0
RMO 602,Amazon,Rondonia,-9.223,RMO,13,B,1,F,2.593,0
RMO 603,Amazon,Rondonia,-9.223,RMO,13,B,1,F,2.532,0
RMO 605,Amazon,Rondonia,-9.223,RMO,13,B,1,F,2.64,0
RMO 611,Amazon,Rondonia,-9.223,RMO,13,B,3,F,2.407,0
RMO 625,Amazon,Rondonia,-9.223,RMO,13,C,2,M,2.811,1
RMO 629,Amazon,Rondonia,-9.223,RMO,13,C,3,F,2.551,0
RMO 639,Amazon,Rondonia,-9.223,RMO,17,A,2,M,2.892,1
RMO 641,Amazon,Rondonia,-9.223,RMO,17,A,3,F,2.938,0
RMO 646,Amazon,Rondonia,-9.223,RMO,17,B,1,M,2.714,1
RMO 653,Amazon,Rondonia,-9.223,RMO,17,B,2,M,2.664,1
RMO 656,Amazon,Rondonia,-9.223,RMO,17,B,3,M,2.618,1
RMO 657,Amazon,Rondonia,-9.223,RMO,17,B,3,M,2.407,1
RMO 659,Amazon,Rondonia,-9.223,RMO,17,B,3,F,2.674,0
RMO 663,Amazon,Rondonia,-9.223,RMO,17,C,1,F,2.549,0
RMO 671,Amazon,Rondonia,-9.223,RMO,17,C,3,M,2.443,1
RMO 674,Amazon,Rondonia,-9.223,RMO,17,C,3,F,2.45,0
RMO 682,Amazon,Rondonia,-9.223,RMO,5,A,2,F,2.731,0
RMO 691,Amazon,Rondonia,-9.223,RMO,5,B,1,F,2.615,0
RMO 694,Amazon,Rondonia,-9.223,RMO,5,B,1,F,2.425,0
RMO 696,Amazon,Rondonia,-9.223,RMO,5,B,2,F,2.655,0
RMO 700,Amazon,Rondonia,-9.223,RMO,5,B,2,M,2.794,1
RMO 701,Amazon,Rondonia,-9.223,RMO,5,B,3,F,2.524,0
RMO 702,Amazon,Rondonia,-9.223,RMO,5,B,3,F,2.56,0
RMO 707,Amazon,Rondonia,-9.223,RMO,5,C,1,M,2.548,1
RMO 708,Amazon,Rondonia,-9.223,RMO,5,C,1,M,2.516,1
RMO 709,Amazon,Rondonia,-9.223,RMO,5,C,1 .,M,2.707,1
RMO 712,Amazon,Rondonia,-9.223,RMO,5,C,2,M,2.41,1
RMO 716,Amazon,Rondonia,-9.223,RMO,5,C,3,F,2.256,0
RPV 095,Amazon,Rondonia,-8.742,RPV,11,A,1,M,2.892,1
RPV 103,Amazon,Rondonia,-8.742,RPV,11,A,2,F,2.865,0
RPV 116,Amazon,Rondonia,-8.742,RPV,11,B,2,M,2.612,1
RPV 119,Amazon,Rondonia,-8.742,RPV,11,B,2,F,2.522,0
RPV 123,Amazon,Rondonia,-8.742,RPV,11,B,3,F,2.73,0
RPV 125,Amazon,Rondonia,-8.742,RPV,11,C,1,M,2.328,1
RPV 142,Amazon,Rondonia,-8.742,RPV,23,A,1,M,2.703,1
RPV 147,Amazon,Rondonia,-8.742,RPV,23,A,2,M,3.038,1
RPV 156,Amazon,Rondonia,-8.742,RPV,23,B,1,M,2.611,1
RPV 159,Amazon,Rondonia,-8.742,RPV,23,B,1,M,2.816,1
RPV 167,Amazon,Rondonia,-8.742,RPV,23,B,3,M,2.736,1
RPV 174,Amazon,Rondonia,-8.742,RPV,23,C,1,M,2.524,1
RPV 176,Amazon,Rondonia,-8.742,RPV,23,C,2,M,2.528,1
RPV 177,Amazon,Rondonia,-8.742,RPV,23,C,2,F,2.237,0
RPV 181,Amazon,Rondonia,-8.742,RPV,23,C,3,M,2.602,1
RPV 185,Amazon,Rondonia,-8.742,RPV,25,A,1,F,2.752,0
RPV 191,Amazon,Rondonia,-8.742,RPV,25,A,2,F,2.778,0
RPV 195,Amazon,Rondonia,-8.742,RPV,25,A,3,F,2.765,0
RPV 220,Amazon,Rondonia,-8.742,RPV,25,C,2,F,2.373,0
RPV 243,Amazon,Rondonia,-8.742,RPV,38,A,3,M,2.81,1
RPV 244,Amazon,Rondonia,-8.742,RPV,38,A,3,M,3.053,1
RPV 246,Amazon,Rondonia,-8.742,RPV,38,B,1,M,2.59,1
RPV 252,Amazon,Rondonia,-8.742,RPV,38,B,2,M,2.789,1
RPV 254,Amazon,Rondonia,-8.742,RPV,38,B,2,F,2.577,0
RPV 258,Amazon,Rondonia,-8.742,RPV,38,B,3,F,2.668,0
RPV 259,Amazon,Rondonia,-8.742,RPV,38,B,3,F,2.622,0
RPV 263,Amazon,Rondonia,-8.742,RPV,38,C,1,M,2.587,1
RPV 273,Amazon,Rondonia,-8.742,RPV,38,C,3,F,2.174,0
RPV 280,Amazon,Rondonia,-8.742,RPV,12,A,2,F,2.643,0
RPV 281,Amazon,Rondonia,-8.742,RPV,12,A,2,F,2.604,0
RPV 290,Amazon,Rondonia,-8.742,RPV,12,B,1,F,2.73,0
RPV 297,Amazon,Rondonia,-8.742,RPV,12,B,2,F,2.609,0
RPV 300,Amazon,Rondonia,-8.742,RPV,12,B,3,F,2.577,0
RPV 310,Amazon,Rondonia,-8.742,RPV,12,C,2,F,2.439,0
RPV 312,Amazon,Rondonia,-8.742,RPV,12,C,2,F,2.594,0
RPV 315,Amazon,Rondonia,-8.742,RPV,12,C,3,F,2.594,0
RPV 329,Amazon,Rondonia,-8.742,RPV,17,A,2,M,2.997,1
RPV 330,Amazon,Rondonia,-8.742,RPV,17,A,3,M,2.9,1
RPV 337,Amazon,Rondonia,-8.742,RPV,17,B,1,M,2.426,1
RPV 339,Amazon,Rondonia,-8.742,RPV,17,B,1,M,2.721,1
RPV 344,Amazon,Rondonia,-8.742,RPV,17,B,2,M,3.034,1
RPV 346,Amazon,Rondonia,-8.742,RPV,17,B,3,M,2.503,1
RPV 350,Amazon,Rondonia,-8.742,RPV,17,C,1,M,2.603,1
RPV 366,Amazon,Rondonia,-8.742,RPV,18,A,1,F,2.799,0
RPV 371,Amazon,Rondonia,-8.742,RPV,18,A,2,M,2.862,1
RPV 372,Amazon,Rondonia,-8.742,RPV,18,A,2,F,2.851,0
RPV 374,Amazon,Rondonia,-8.742,RPV,18,A,2,F,2.887,0
RPV 375,Amazon,Rondonia,-8.742,RPV,18,A,3,M,2.963,1
RPV 391,Amazon,Rondonia,-8.742,RPV,18,B,3,M,2.749,1
RPV 395,Amazon,Rondonia,-8.742,RPV,18,C,1,F,2.506,0
RPV 399,Amazon,Rondonia,-8.742,RPV,18,C,1,F,2.601,0
RPV 405,Amazon,Rondonia,-8.742,RPV,18,C,3,M,2.388,1
RPV 407,Amazon,Rondonia,-8.742,RPV,18,C,3,M,2.449,1
RPV 418,Amazon,Rondonia,-8.742,RPV,19,A,2,M,2.939,1
RPV 425,Amazon,Rondonia,-8.742,RPV,19,B,1,M,2.742,1
RPV 432,Amazon,Rondonia,-8.742,RPV,19,B,2,F,2.549,0
RPV 434,Amazon,Rondonia,-8.742,RPV,19,B,2,F,2.775,0
RPV 435,Amazon,Rondonia,-8.742,RPV,19,B,3,F,2.589,0
RPV 439,Amazon,Rondonia,-8.742,RPV,19,B,3,M,2.641,1
RPV 440,Amazon,Rondonia,-8.742,RPV,19,C,1,F,2.574,0
RPV 441,Amazon,Rondonia,-8.742,RPV,19,C,1,F,2.421,0
RPV 445,Amazon,Rondonia,-8.742,RPV,19,C,2,F,2.334,0
RPV 455,Amazon,Rondonia,-8.742,RPV,20,A,1,M,2.702,1
RPV 461,Amazon,Rondonia,-8.742,RPV,20,A,2,F,2.463,0
RPV 461,Amazon,Rondonia,-8.742,RPV,20,A,2,F,2.463,0
RPV 462,Amazon,Rondonia,-8.742,RPV,20,A,2,F,2.485,0
RPV 463,Amazon,Rondonia,-8.742,RPV,20,A,2,M,2.598,1
RPV 470,Amazon,Rondonia,-8.742,RPV,20,B,1,F,2.608,0
RPV 472,Amazon,Rondonia,-8.742,RPV,20,B,1,M,2.505,1
RPV 474,Amazon,Rondonia,-8.742,RPV,20,B,1,F,2.601,0
RPV 475,Amazon,Rondonia,-8.742,RPV,20,B,2,F,2.602,0
RPV 479,Amazon,Rondonia,-8.742,RPV,20,B,2,F,2.651,0
RPV 480,Amazon,Rondonia,-8.742,RPV,20,B,3,F,2.713,0
RPV 483,Amazon,Rondonia,-8.742,RPV,20,B,3,F,2.717,0
RPV 487,Amazon,Rondonia,-8.742,RPV,20,C,1,M,2.756,1
RPV 495,Amazon,Rondonia,-8.742,RPV,20,C,3,F,2.197,0
RPV 497,Amazon,Rondonia,-8.742,RPV,20,C,3,F,2.369,0
RPV 499,Amazon,Rondonia,-8.742,RPV,20,C,3,M,2.551,1
RPV 502,Amazon,Rondonia,-8.742,RPV,28,A,1,F,2.922,0
RPV 503,Amazon,Rondonia,-8.742,RPV,28,A,1,F,2.671,0
RPV 520,Amazon,Rondonia,-8.742,RPV,28,B,2,F,2.537,0
RPV 540,Amazon,Rondonia,-8.742,RPV,28,C,3,M,2.308,1
RPV 542,Amazon,Rondonia,-8.742,RPV,28,C,3,M,2.481,1
RPV 543,Amazon,Rondonia,-8.742,RPV,28,C,3,F,2.561,0
RPV 545,Amazon,Rondonia,-8.742,RPV,37,A,1,F,2.379,0
RPV 549,Amazon,Rondonia,-8.742,RPV,37,A,1,F,2.808,0
RPV 550,Amazon,Rondonia,-8.742,RPV,37,A,2,M,2.946,1
RPV 551,Amazon,Rondonia,-8.742,RPV,37,A,2,M,2.838,1
RPV 556,Amazon,Rondonia,-8.742,RPV,37,A,3,M,2.883,1
RPV 562,Amazon,Rondonia,-8.742,RPV,37,B,1,M,2.596,1
RPV 566,Amazon,Rondonia,-8.742,RPV,37,B,2,F,2.483,0
RPV 570,Amazon,Rondonia,-8.742,RPV,37,B,3,M,2.59,1
RPV 574,Amazon,Rondonia,-8.742,RPV,37,B,3,F,2.629,0
RPV 578,Amazon,Rondonia,-8.742,RPV,37,C,1,F,2.405,0
RPV 580,Amazon,Rondonia,-8.742,RPV,37,C,2,M,2.631,1
RPV 582,Amazon,Rondonia,-8.742,RPV,37,C,2,F,2.307,0
RPV 591,Amazon,Rondonia,-8.742,RPV,43,A,1,F,2.802,0
RPV 594,Amazon,Rondonia,-8.742,RPV,43,A,1,M,3.068,1
RPV 602,Amazon,Rondonia,-8.742,RPV,43,A,3,F,3.029,0
RPV 603,Amazon,Rondonia,-8.742,RPV,43,A,3,M,2.923,1
RPV 604,Amazon,Rondonia,-8.742,RPV,43,A,3,M,3.05,1
RPV 613,Amazon,Rondonia,-8.742,RPV,43,B,2,M,2.656,1
RPV 614,Amazon,Rondonia,-8.742,RPV,43,B,2,M,2.935,1
RPV 621,Amazon,Rondonia,-8.742,RPV,43,C,1,M,2.545,1
RPV 635,Amazon,Rondonia,-8.742,RPV,33,A,1,F,2.674,0
RPV 649,Amazon,Rondonia,-8.742,RPV,33,A,3,F,2.802,0
RPV 652,Amazon,Rondonia,-8.742,RPV,33,B,1,M,2.484,1
RPV 653,Amazon,Rondonia,-8.742,RPV,33,B,1,M,2.665,1
RPV 658,Amazon,Rondonia,-8.742,RPV,33,B,2,M,2.84,1
RPV 662,Amazon,Rondonia,-8.742,RPV,33,B,3,F,2.557,0
RPV 664,Amazon,Rondonia,-8.742,RPV,33,B,3,F,2.474,0
RPV 665,Amazon,Rondonia,-8.742,RPV,33,C,1,M,2.455,1
RPV 669,Amazon,Rondonia,-8.742,RPV,33,C,1,F,2.271,0
RPV 670,Amazon,Rondonia,-8.742,RPV,33,C,2,M,2.462,1
RPV 677,Amazon,Rondonia,-8.742,RPV,33,C,3,M,2.42,1
RPV 688,Amazon,Rondonia,-8.742,RPV,42,A,2,F,2.717,0
RPV 690,Amazon,Rondonia,-8.742,RPV,42,A,3,M,2.586,1
RPV 691,Amazon,Rondonia,-8.742,RPV,42,A,3,M,2.68,1
RPV 693,Amazon,Rondonia,-8.742,RPV,42,A,3,F,2.767,0
RPV 706,Amazon,Rondonia,-8.742,RPV,42,B,3,F,2.538,0
RPV 709,Amazon,Rondonia,-8.742,RPV,42,B,3,F,2.485,0
RPV 711,Amazon,Rondonia,-8.742,RPV,42,C,1,F,2.305,0
RPV 714,Amazon,Rondonia,-8.742,RPV,42,C,1,M,2.568,1
RPV 717,Amazon,Rondonia,-8.742,RPV,42,C,2,F,2.459,0
RPV 722,Amazon,Rondonia,-8.742,RPV,42,C,3,F,2.343,0
RPV 726,Amazon,Rondonia,-8.742,RPV,15,A,1,M,2.838,1
RPV 728,Amazon,Rondonia,-8.742,RPV,15,A,1,F,2.977,0
RPV 729,Amazon,Rondonia,-8.742,RPV,15,A,1,M,3.122,1
RPV 755,Amazon,Rondonia,-8.742,RPV,15,C,1,F,2.436,0
RPV 766,Amazon,Rondonia,-8.742,RPV,15,C,3,M,2.479,1
SJU 014,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,A,1,F,3.051,0
SJU 022,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,A,2,F,2.853,0
SJU 026,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,A,3,M,2.982,1
SJU 034,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,B,2,F,2.53,0
SJU 037,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,B,2,M,2.815,1
SJU 040,Mata Atlantica,Rio de Janeiro,-22.611,SJU,6,B,3,F,2.748,0
SJU 060,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,A,1,F,3.114,0
SJU 062,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,A,1,F,3.025,0
SJU 068,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,A,2,M,2.838,1
SJU 075,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,B,1,F,2.695,0
SJU 080,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,B,2,F,2.651,0
SJU 081,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,B,2,M,2.696,1
SJU 086,Mata Atlantica,Rio de Janeiro,-22.611,SJU,4,B,3,M,2.723,1
SJU 104,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,A,1,F,2.84,0
SJU 105,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,A,1,M,2.613,1
SJU 111,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,A,2,F,2.918,0
SJU 119,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,1,M,2.742,1
SJU 120,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,1,F,2.734,0
SJU 123,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,1,F,2.776,0
SJU 124,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,2,F,2.617,0
SJU 127,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,2,M,2.665,1
SJU 129,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,3,M,2.591,1
SJU 130,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,3,M,2.767,1
SJU 131,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,B,3,F,2.723,0
SJU 135,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,C,1,F,2.629,0
SJU 135,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,C,1,F,2.629,0
SJU 136,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,C,1,F,2.628,0
SJU 136,Mata Atlantica,Rio de Janeiro,-22.611,SJU,1,C,1,F,2.628,0
SJU 150,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,A,1,F,3.052,0
SJU 152,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,A,1,F,3.222,0
SJU 154,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,A,2,M,3.025,1
SJU 170,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,B,2,M,2.852,1
SJU 184,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,C,2,F,2.75,0
SJU 184,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,C,2,F,2.75,0
SJU 185,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,C,2,F,2.704,0
SJU 185,Mata Atlantica,Rio de Janeiro,-22.611,SJU,2,C,2,F,2.704,0
SJU 196,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,A,1,M,2.956,1
SJU 201,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,A,2,M,2.996,1
SJU 204,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,A,3,M,2.939,1
SJU 206,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,A,3,F,2.905,0
SJU 207,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,A,3,M,3.039,1
SJU 217,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,B,2,F,2.806,0
SJU 218,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,B,2,M,2.788,1
SJU 222,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,B,3,F,2.702,0
SJU 223,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,B,3,F,2.716,0
SJU 225,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,1,F,2.713,0
SJU 225,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,1,F,2.713,0
SJU 227,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,1,F,2.532,0
SJU 227,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,1,F,2.532,0
SJU 235,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,3,F,2.662,0
SJU 235,Mata Atlantica,Rio de Janeiro,-22.611,SJU,3,C,3,F,2.662,0
SJU 240,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,A,1,M,2.781,1
SJU 245,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,A,2,M,2.905,1
SJU 246,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,A,2,M,2.814,1
SJU 250,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,A,3,F,2.97,0
SJU 252,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,A,3,F,2.933,0
SJU 254,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,B,1,M,2.871,1
SJU 257,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,B,1,M,2.966,1
SJU 265,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,B,3,F,2.734,0
SJU 269,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,1,F,2.601,0
SJU 269,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,1,F,2.601,0
SJU 271,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,1,F,2.657,0
SJU 271,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,1,F,2.657,0
SJU 279,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,3,F,2.574,0
SJU 279,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,3,F,2.574,0
SJU 289,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,A,2,F,3.192,0
SJU 291,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,A,2,F,3.232,0
SJU 295,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,1,F,2.811,0
SJU 296,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,1,M,2.933,1
SJU 300,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,2,M,2.752,1
SJU 303,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,2,M,3.018,1
SJU 305,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,1,F,2.325,0
SJU 305,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,1,F,2.325,0
SJU 309,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.499,0
SJU 309,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.499,0
SJU 310,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.721,0
SJU 310,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.721,0
SJU 314,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.685,0
SJU 314,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.685,0
SJU 315,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.676,0
SJU 315,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.676,0
SJU 319,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,M,2.841,1
SJU 320,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,M,2.876,1
SJU 321,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,F,3.048,0
SJU 325,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,2,F,2.936,0
SJU 341,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,B,2,M,2.895,1
SJU 364,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,1,M,2.889,1
SJU 366,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,1,M,3.216,1
SJU 370,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,2,M,3.05,1
SJU 372,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,2,M,3.026,1
SJU 376,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,3,F,3.133,0
SJU 379,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,1,F,2.668,0
SJU 381,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,1,M,2.812,1
SJU 385,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,2,F,2.669,0
SJU 389,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,M,2.822,1
SJU 390,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,F,2.681,0
SJU 392,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,M,2.705,1
SJU 411,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,1,M,2.865,1
SJU 412,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,1,M,2.647,1
SJU 419,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,M,3.017,1
SJU 422,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,F,3.01,0
SJU 423,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,F,3.11,0
SJU 426,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,1,F,3.04,0
SJU 431,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,2,F,2.895,0
SJU 434,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,3,F,2.774,0
SJU 439,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,C,1,F,2.699,0
SJU 439,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,C,1,F,2.699,0
SJU 461,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,A,2,F,3.137,0
SJU 465,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,A,3,F,3.345,0
SJU 472,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,1,F,2.783,0
SJU 473,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,1,M,2.805,1
SJU 481,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,3,M,2.76,1
TLC 104,Cerrado,Tocantins,-10.7,TLC,74,A,1,M,2.674,1
TLC 105,Cerrado,Tocantins,-10.7,TLC,74,A,1,F,2.786,0
TLC 114,Cerrado,Tocantins,-10.7,TLC,74,A,3,M,2.848,1
TLC 119,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.665,1
TLC 120,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.789,1
TLC 121,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.82,1
TLC 125,Cerrado,Tocantins,-10.7,TLC,74,B,2,M,2.872,1
TLC 129,Cerrado,Tocantins,-10.7,TLC,74,B,3,M,2.694,1
TLC 130,Cerrado,Tocantins,-10.7,TLC,74,B,3,F,2.607,0
TLC 132,Cerrado,Tocantins,-10.7,TLC,74,B,3,F,2.725,0
TLC 136,Cerrado,Tocantins,-10.7,TLC,74,C,1,F,2.615,0
TLC 137,Cerrado,Tocantins,-10.7,TLC,74,C,1,F,2.593,0
TLC 139,Cerrado,Tocantins,-10.7,TLC,74,C,2,F,2.49,0
TLC 145,Cerrado,Tocantins,-10.7,TLC,74,C,3,F,2.515,0
TLC 146,Cerrado,Tocantins,-10.7,TLC,74,C,3,F,2.507,0
TLC 150,Cerrado,Tocantins,-10.7,TLC,75,A,1,F,2.726,0
TLC 151,Cerrado,Tocantins,-10.7,TLC,75,A,1,F,2.851,0
TLC 162,Cerrado,Tocantins,-10.7,TLC,75,A,3,F,2.746,0
TLC 163,Cerrado,Tocantins,-10.7,TLC,75,A,3,M,2.855,1
TLC 166,Cerrado,Tocantins,-10.7,TLC,75,B,1,F,2.75,0
TLC 176,Cerrado,Tocantins,-10.7,TLC,75,B,3,F,2.668,0
TLC 178,Cerrado,Tocantins,-10.7,TLC,75,B,3,F,2.798,0
TLC 184,Cerrado,Tocantins,-10.7,TLC,75,C,2,F,2.398,0
TLC 185,Cerrado,Tocantins,-10.7,TLC,75,C,2,M,2.49,1
TLC 189,Cerrado,Tocantins,-10.7,TLC,75,C,3,M,2.587,1
TLC 194,Cerrado,Tocantins,-10.7,TLC,76,A,1,M,2.487,1
TLC 198,Cerrado,Tocantins,-10.7,TLC,76,A,1,F,2.678,0
TLC 206,Cerrado,Tocantins,-10.7,TLC,76,A,3,M,2.768,1
TLC 207,Cerrado,Tocantins,-10.7,TLC,76,A,3,F,2.644,0
TLC 209,Cerrado,Tocantins,-10.7,TLC,76,B,1,M,2.779,1
TLC 210,Cerrado,Tocantins,-10.7,TLC,76,B,1,F,2.696,0
TLC 214,Cerrado,Tocantins,-10.7,TLC,76,B,2,M,2.676,1
TLC 215,Cerrado,Tocantins,-10.7,TLC,76,B,2,F,2.48,0
TLC 218,Cerrado,Tocantins,-10.7,TLC,76,B,2,F,2.62,0
TLC 219,Cerrado,Tocantins,-10.7,TLC,76,B,3,M,2.827,1
TLC 226,Cerrado,Tocantins,-10.7,TLC,76,C,1,F,2.689,0
TLC 229,Cerrado,Tocantins,-10.7,TLC,76,C,2,F,2.399,0
TLC 231,Cerrado,Tocantins,-10.7,TLC,76,C,2,F,2.464,0
