ID,Biome,State,Latitude,Lat_group,Locality,Lat_grouple,Family,Fam_new,Temp_let,Temp_num,Sex,Sex1,Wing.length..mm.,sLL,Emtime,AdRate,LarvRate,Puplen,Puprate,AL,growth,log_sLL,log_Emtime,log_AL,log_growth,GrpB,GrpL,Temp_fac,abs_Lat,Pop
SJU 251,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,A,20,F,0,2.971,24,27,0.037037037,0.041666667,3,0.333333333,5,0.045370775,3.17805383,3.295836866,1.609437912,3.092887107,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 252,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,A,20,F,0,2.933,26,29,0.034482759,0.038461538,3,0.333333333,6,0.041385607,3.258096538,3.36729583,1.791759469,3.184822108,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 253,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,A,20,M,1,3.202,29,32,0.03125,0.034482759,3,0.333333333,4,0.040130194,3.36729583,3.465735903,1.386294361,3.21562627,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 254,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.871,14,16,0.0625,0.071428571,2,0.5,2,0.075332886,2.63905733,2.772588722,0.693147181,2.585838509,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 255,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,NA,17,19,0.052631579,0.058823529,2,0.5,3,NA,2.833213344,2.944438979,1.098612289,NA,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 256,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,NA,20,22,0.045454545,0.05,2,0.5,3,NA,2.995732274,3.091042453,1.098612289,NA,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 257,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.966,24,26,0.038461538,0.041666667,2,0.5,2,0.045300593,3.17805383,3.258096538,0.693147181,3.094435145,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 258,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.855,24,27,0.037037037,0.041666667,3,0.333333333,2,0.043711327,3.17805383,3.295836866,0.693147181,3.130148016,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 259,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.505,14,15,0.066666667,0.071428571,1,1,3,0.065592052,2.63905733,2.708050201,1.098612289,2.724300742,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 260,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.562,16,18,0.055555556,0.0625,2,0.5,2,0.058799263,2.772588722,2.890371758,0.693147181,2.833625963,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 261,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,F,0,2.811,18,20,0.05,0.055555556,2,0.5,3,0.057418905,2.890371758,2.995732274,1.098612289,2.857381673,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 262,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.938,20,22,0.045454545,0.05,2,0.5,4,0.053886454,2.995732274,3.091042453,1.386294361,2.920876152,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 263,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.715,22,24,0.041666667,0.045454545,2,0.5,3,0.045399634,3.091042453,3.17805383,1.098612289,3.09225123,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 264,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.733,15,17,0.058823529,0.066666667,2,0.5,3,0.06702666,2.708050201,2.833213344,1.098612289,2.702664821,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 265,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,F,0,2.734,17,19,0.052631579,0.058823529,2,0.5,3,0.05916269,2.833213344,2.944438979,1.098612289,2.827464164,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 266,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,M,1,2.706,21,23,0.043478261,0.047619048,2,0.5,3,0.047403406,3.044522438,3.135494216,1.098612289,3.049061193,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 267,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,B,24,F,0,2.883,24,26,0.038461538,0.041666667,2,0.5,3,0.044117976,3.17805383,3.258096538,1.098612289,3.120887966,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 269,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,C,28,F,0,2.601,14,15,0.066666667,0.071428571,1,1,2,0.068278285,2.63905733,2.708050201,0.693147181,2.684163502,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 270,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,C,28,M,1,2.502,14,15,0.066666667,0.071428571,1,1,2,0.065506458,2.63905733,2.708050201,0.693147181,2.725606546,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 271,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,C,28,F,0,2.657,17,18,0.055555556,0.058823529,1,1,2,0.057482216,2.833213344,2.890371758,0.693147181,2.856279671,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 279,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,5,S5,C,28,F,0,2.574,18,19,0.052631579,0.055555556,1,1,2,0.052525617,2.890371758,2.944438979,0.693147181,2.946454282,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 284,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,M,1,3.061,20,24,0.041666667,0.05,4,0.25,4,0.055937083,2.995732274,3.17805383,1.386294361,2.883527738,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 285,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,F,0,3.008,21,25,0.04,0.047619048,4,0.25,4,0.052441686,3.044522438,3.218875825,1.386294361,2.948053469,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 289,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,F,0,3.192,18,21,0.047619048,0.055555556,3,0.333333333,6,0.064480427,2.890371758,3.044522438,1.791759469,2.741393564,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 290,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,F,0,3.35,22,25,0.04,0.045454545,3,0.333333333,5,0.054952743,3.091042453,3.218875825,1.609437912,2.901281681,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 291,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,F,0,3.232,26,29,0.034482759,0.038461538,3,0.333333333,6,0.045119275,3.258096538,3.36729583,1.791759469,3.098445748,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 292,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,A,20,F,0,3.103,35,38,0.026315789,0.028571429,3,0.333333333,7,0.032353411,3.555348061,3.63758616,1.945910149,3.431035823,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 294,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,F,0,2.873,17,19,0.052631579,0.058823529,2,0.5,3,0.062079811,2.833213344,2.944438979,1.098612289,2.779334454,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 295,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,F,0,2.811,19,21,0.047619048,0.052631579,2,0.5,3,0.054396857,2.944438979,3.044522438,1.098612289,2.911448894,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 296,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,M,1,2.933,24,26,0.038461538,0.041666667,2,0.5,2,0.044834408,3.17805383,3.258096538,0.693147181,3.1047794,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 297,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,M,1,2.93,24,26,0.038461538,0.041666667,2,0.5,2,0.044791768,3.17805383,3.258096538,0.693147181,3.105730915,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 300,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,M,1,2.752,22,24,0.041666667,0.045454545,2,0.5,3,0.046014905,3.091042453,3.17805383,1.098612289,3.078789903,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 302,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,F,0,2.646,24,26,0.038461538,0.041666667,2,0.5,2,0.040543711,3.17805383,3.258096538,0.693147181,3.205374601,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 303,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,B,24,M,1,3.018,26,28,0.035714286,0.038461538,2,0.5,3,0.042484398,3.258096538,3.33220451,1.098612289,3.158618365,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 304,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,M,1,2.608,12,13,0.076923077,0.083333333,1,1,2,0.07988197,2.48490665,2.564949357,0.693147181,2.527205105,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 305,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,F,0,2.325,12,13,0.076923077,0.083333333,1,1,2,0.070310003,2.48490665,2.564949357,0.693147181,2.654841197,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 309,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,F,0,2.499,15,16,0.0625,0.066666667,1,1,2,0.061059377,2.708050201,2.772588722,0.693147181,2.795908498,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 310,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,F,0,2.721,22,24,0.041666667,0.045454545,2,0.5,2,0.045499975,3.091042453,3.17805383,0.693147181,3.090043493,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 314,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,F,0,2.685,11,12,0.083333333,0.090909091,1,1,2,0.089789157,2.397895273,2.48490665,0.693147181,2.410291056,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 315,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,F,0,2.676,17,18,0.055555556,0.058823529,1,1,2,0.057901361,2.833213344,2.890371758,0.693147181,2.849014383,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 317,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,7,S7,C,28,M,1,2.903,21,22,0.045454545,0.047619048,1,1,3,0.050749747,3.044522438,3.091042453,1.098612289,2.980848648,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 319,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,2.841,21,25,0.04,0.047619048,4,0.25,4,0.049721719,3.044522438,3.218875825,1.386294361,3.001313436,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 320,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,2.876,23,26,0.038461538,0.043478261,3,0.333333333,4,0.045930454,3.135494216,3.258096538,1.386294361,3.080626898,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 321,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,F,0,3.048,23,26,0.038461538,0.043478261,3,0.333333333,5,0.048455897,3.135494216,3.258096538,1.609437912,3.027101229,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 322,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,F,0,3.021,25,28,0.035714286,0.04,3,0.333333333,6,0.044223516,3.218875825,3.33220451,1.791759469,3.118498593,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 323,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,3.293,27,30,0.033333333,0.037037037,3,0.333333333,7,0.044140704,3.295836866,3.401197382,1.945910149,3.120372933,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 324,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,3.108,20,24,0.041666667,0.05,4,0.25,4,0.056698972,2.995732274,3.17805383,1.386294361,2.869999206,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 325,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,F,0,2.936,20,23,0.043478261,0.05,3,0.333333333,6,0.053852406,2.995732274,3.135494216,1.791759469,2.921508205,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 326,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,3.227,22,26,0.038461538,0.045454545,4,0.25,5,0.053252405,3.091042453,3.258096538,1.609437912,2.932712308,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 327,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,M,1,3.022,25,29,0.034482759,0.04,4,0.25,5,0.044236755,3.218875825,3.36729583,1.609437912,3.118199284,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 328,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,F,0,3.037,26,29,0.034482759,0.038461538,3,0.333333333,7,0.042725776,3.258096538,3.36729583,1.945910149,3.152952878,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 329,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,A,20,F,0,3.175,21,24,0.041666667,0.047619048,3,0.333333333,6,0.055014649,3.044522438,3.17805383,1.791759469,2.900155781,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 334,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,F,0,2.83,14,16,0.0625,0.071428571,2,0.5,2,0.074305479,2.63905733,2.772588722,0.693147181,2.599570583,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 336,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,F,0,2.881,18,20,0.05,0.055555556,2,0.5,3,0.058785414,2.890371758,2.995732274,1.098612289,2.833861512,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 337,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,F,0,2.834,20,22,0.045454545,0.05,2,0.5,3,0.052084457,2.995732274,3.091042453,1.098612289,2.954888704,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 339,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,F,0,2.623,17,19,0.052631579,0.058823529,2,0.5,3,0.056724629,2.833213344,2.944438979,1.098612289,2.86954678,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 341,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,M,1,2.895,20,22,0.045454545,0.05,2,0.5,2,0.053149256,2.995732274,3.091042453,0.693147181,2.934651181,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 344,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,M,1,2.726,18,20,0.05,0.055555556,2,0.5,3,0.055713074,2.890371758,2.995732274,1.098612289,2.887540437,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 346,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,F,0,2.801,20,22,0.045454545,0.05,2,0.5,2,0.051498825,2.995732274,3.091042453,0.693147181,2.966196291,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 347,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,M,1,2.854,20,22,0.045454545,0.05,2,0.5,2,0.052436076,2.995732274,3.091042453,0.693147181,2.948160452,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 348,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,9,S8,B,24,M,1,2.784,20,22,0.045454545,0.05,2,0.5,2,0.051194437,2.995732274,3.091042453,0.693147181,2.972124403,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 364,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,2.889,20,24,0.041666667,0.05,4,0.25,3,0.053045521,2.995732274,3.17805383,1.098612289,2.936604846,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 365,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,2.966,21,24,0.041666667,0.047619048,3,0.333333333,4,0.051772107,3.044522438,3.17805383,1.386294361,2.960903753,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 366,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,3.216,25,28,0.035714286,0.04,3,0.333333333,5,0.046725534,3.218875825,3.33220451,1.609437912,3.063464496,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 370,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,3.05,21,25,0.04,0.047619048,4,0.25,3,0.053101981,3.044522438,3.218875825,1.098612289,2.935541054,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 371,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,2.983,22,25,0.04,0.045454545,3,0.333333333,1,0.049678614,3.091042453,3.218875825,0,3.002180743,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 372,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,3.026,23,26,0.038461538,0.043478261,3,0.333333333,4,0.04814094,3.135494216,3.258096538,1.386294361,3.033622325,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 373,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,NA,23,26,0.038461538,0.043478261,3,0.333333333,3,NA,3.135494216,3.258096538,1.098612289,NA,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 374,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,F,0,3.109,19,23,0.043478261,0.052631579,4,0.25,4,0.05970006,2.944438979,3.135494216,1.386294361,2.818422261,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 375,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,M,1,2.933,21,24,0.041666667,0.047619048,3,0.333333333,4,0.051239323,3.044522438,3.17805383,1.386294361,2.971248008,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 376,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,A,20,F,0,3.133,22,25,0.04,0.045454545,3,0.333333333,4,0.051908682,3.091042453,3.218875825,1.386294361,2.958269213,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 379,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,2.668,18,20,0.05,0.055555556,2,0.5,2,0.054518285,2.890371758,2.995732274,0.693147181,2.909219131,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 381,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,2.812,20,22,0.045454545,0.05,2,0.5,3,0.051694799,2.995732274,3.091042453,1.098612289,2.962398108,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 383,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,3.052,22,24,0.041666667,0.045454545,2,0.5,3,0.050718051,3.091042453,3.17805383,1.098612289,2.981473404,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 384,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,2.905,17,19,0.052631579,0.058823529,2,0.5,3,0.062731376,2.833213344,2.944438979,1.098612289,2.768893543,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 385,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,2.669,20,22,0.045454545,0.05,2,0.5,2,0.049085194,2.995732274,3.091042453,0.693147181,3.014197847,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 386,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,NA,21,23,0.043478261,0.047619048,2,0.5,3,NA,3.044522438,3.135494216,1.098612289,NA,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 387,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,2.856,21,23,0.043478261,0.047619048,2,0.5,4,0.049972478,3.044522438,3.135494216,1.386294361,2.996282859,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 389,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,2.822,18,20,0.05,0.055555556,2,0.5,3,0.057635881,2.890371758,2.995732274,1.098612289,2.853609976,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 390,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,2.681,19,21,0.047619048,0.052631579,2,0.5,1,0.051904729,2.944438979,3.044522438,0,2.958345367,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 391,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,F,0,2.805,19,21,0.047619048,0.052631579,2,0.5,2,0.054284397,2.944438979,3.044522438,0.693147181,2.913518445,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 392,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,2.705,20,22,0.045454545,0.05,2,0.5,2,0.049755096,2.995732274,3.091042453,0.693147181,3.000642396,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 393,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,B,24,M,1,2.865,22,24,0.041666667,0.045454545,2,0.5,3,0.047844016,3.091042453,3.17805383,1.098612289,3.039809228,24 Mata Atlantica,24 High latitude,24,22.611,Mata Atlantica High latitude
SJU 395,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,C,28,M,1,2.631,16,17,0.058823529,0.0625,1,1,2,0.06046025,2.772588722,2.833213344,0.693147181,2.805769153,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 397,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,12,S11,C,28,M,1,2.815,18,19,0.052631579,0.055555556,1,1,1,0.057497903,2.890371758,2.944438979,0,2.856006794,28 Mata Atlantica,28 High latitude,28,22.611,Mata Atlantica High latitude
SJU 409,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,F,0,2.948,20,23,0.043478261,0.05,3,0.333333333,5,0.054056349,2.995732274,3.135494216,1.609437912,2.917728282,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 410,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,F,0,3.044,23,26,0.038461538,0.043478261,3,0.333333333,6,0.048398802,3.135494216,3.258096538,1.791759469,3.028280223,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 411,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,M,1,2.865,26,29,0.034482759,0.038461538,3,0.333333333,4,0.040483398,3.258096538,3.36729583,1.386294361,3.206863313,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 412,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,M,1,2.647,27,30,0.033333333,0.037037037,3,0.333333333,3,0.036052849,3.295836866,3.401197382,1.098612289,3.322769389,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 413,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,M,1,2.978,27,30,0.033333333,0.037037037,3,0.333333333,4,0.040416738,3.295836866,3.401197382,1.386294361,3.208511265,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 414,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,F,0,2.854,21,24,0.041666667,0.047619048,3,0.333333333,4,0.04993912,3.044522438,3.17805383,1.386294361,2.996950616,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 415,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,F,0,2.938,21,24,0.041666667,0.047619048,3,0.333333333,4,0.051320432,3.044522438,3.17805383,1.386294361,2.969666316,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
SJU 416,Mata Atlantica,Rio de Janeiro,-22.611,3,SJU,High latitude,10,S9,A,20,M,1,2.912,23,26,0.038461538,0.043478261,3,0.333333333,5,0.04647131,3.135494216,3.258096538,1.609437912,3.068920146,20 Mata Atlantica,20 High latitude,20,22.611,Mata Atlantica High latitude
