ID,Biome,Latitude,Locality ,Ecoregion,Collection month,Season,Length.mm,CS,PW1,PW2,PW3,PW4,PW5,PW6,PW7,PW8,PW9,PW10,PW11,PW12,PW13,PW14,PW15,PW16,PW17,PW18,PW19,PW20,PW21,PW22,PW23,PW24,PW25,PW26,PW27,PW28,PW29,PW30,PW31,PW32
APR 037,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.8517,2.654387617,0.002788589,-0.000293952,-0.002366522,-0.000772514,0.001355194,-0.00220826,0.000933771,-0.001546133,0.004180938,0.002728508,0.007948683,-0.003931084,-0.006586613,-0.000127427,0.014494262,-0.002906692,0.016748301,0.001069639,-0.016370345,-0.003009894,0.011157828,0.001469696,0.005810294,-0.001218638,0.005591199,-0.003497321,-0.011990463,0.001371616,0.013349279,-0.003178781,-0.000354624,0.009556234
APR 038,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.9886,2.728889062,-0.002971222,-0.00123982,-0.003482325,-0.001612772,-0.000722443,-0.001104539,-0.003282139,0.004281436,-0.003692135,-0.000482664,0.003724202,-0.001448477,0.003045592,-0.001562737,0.006522803,-0.000573967,0.020262674,-0.001317187,-0.015007969,0.00364177,-0.001628537,-0.000829648,0.001685363,-7.32E-05,0.005096297,0.001791181,-0.010965062,0.003073293,-0.007976156,0.007745337,-0.002333295,0.002849106
APR 039,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,3.0091,2.81441302,0.001024492,0.003131165,0.000952971,0.003378642,0.000645129,0.001568751,-0.003254083,-0.000491846,0.002687171,-0.001834606,0.001197774,0.001578998,0.002107513,-0.001110707,-0.000876519,-1.81E-05,-0.002589889,-0.000270698,0.003119956,0.00329764,0.006256887,0.001935086,0.006601204,0.00173723,-0.004199405,-0.008330612,0.005866343,-0.008267456,-0.01207301,-0.00122278,0.014248387,0.001769447
APR 040,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.791,2.609501539,-0.002346452,0.001625975,-0.002014718,-0.001177173,6.41E-05,-0.001729655,-0.004825515,7.42E-05,0.002239161,0.001090309,0.000457023,-0.002518313,-0.004950582,0.000912749,-0.00100966,-0.001336551,0.011009105,-0.000127434,-0.001474566,-0.00057691,0.000944585,-0.00061658,0.01280268,0.000203298,0.009123809,-0.000439623,0.015724608,0.002816688,-0.001375811,-0.00158983,0.008796197,0.000326067
APR 041,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,3.3794,3.226908653,0.000708661,-0.000436067,5.32E-05,-4.76E-05,-0.001456076,-0.000929038,0.000794031,0.002023557,-0.004848538,-0.002032906,-0.000759646,8.55E-05,-0.013374362,-0.000133908,0.006548795,0.004708221,0.000702879,0.002217465,0.00659506,-0.001232218,-0.00419746,0.002290034,-0.007917162,-0.001718769,-0.014848604,-0.005609139,0.014628666,-0.000141337,-0.00104945,-0.002262236,0.006650823,-0.018175259
APR 043,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.734,2.586010743,-0.002897365,0.000814057,0.001485969,-0.000522197,0.002323936,0.000502857,-0.000492435,0.002261543,-0.004901065,0.000425664,0.001413157,-0.003265716,0.007973961,0.004319081,-0.002477613,-0.003435085,0.009867844,0.004125229,0.002284413,-0.001131636,0.002307347,-0.000840176,0.012350569,0.001671317,-0.004354786,0.002946432,0.003017769,-0.000546706,5.59E-05,0.00182837,0.002722018,-0.001769372
APR 044,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,3.0643,2.859450822,-0.002815713,-0.003185188,-0.002051503,0.000907483,-0.000131374,-0.001581682,0.000252908,0.00135968,0.003047381,0.000370432,-0.002649829,-0.005479394,0.009190096,0.001047898,-0.000568054,-0.002678974,0.015803776,-0.004006012,-0.011098454,-0.002415611,0.005765509,-0.00148461,-0.004349244,-0.001709337,0.0077817,0.002039145,-0.018898101,0.000565507,0.007817145,0.001718016,0.00112746,0.011953987
APR 045,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.7603,2.545001799,-0.002881849,0.001258775,-0.000943728,0.001009126,-7.95E-05,0.001612807,-0.001803427,0.000701805,-0.005544952,0.004170112,0.001489785,-0.00251887,-0.009045928,0.005847791,-0.000462283,0.000259995,0.024562104,0.000839304,0.00212014,0.003868308,0.002654482,-0.003388706,-0.001065166,0.002076433,-0.007085265,8.77E-05,-0.017222277,-0.006406202,-0.001858016,-0.006262249,-0.008095332,0.005848797
APR 046,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.8718,2.659844616,-0.001342577,-0.000137315,-0.003525475,-0.001489635,0.001917669,0.000459745,0.001233981,0.003212836,-0.00856202,0.001333462,0.006553838,-0.002348037,-0.010153662,-0.005668682,-0.001432726,0.002354174,0.02317153,-0.002429064,-0.012259675,-0.00188059,0.008691291,0.005319195,0.005463149,0.001039467,-0.003186068,-0.000755788,-0.029509072,-0.002749958,0.014196575,-0.00299187,-0.009754617,-0.000314305
APR 047,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.9877,2.827055401,-0.002776297,-0.002469572,-0.001814629,0.000308508,0.001772032,-0.000483347,-0.00142671,0.002830388,0.00182468,0.001131765,-0.00406964,-0.007725567,0.000604171,-0.000179344,-0.000507044,-0.001779228,0.012615264,-0.000851445,-0.009862756,-0.003196199,0.003634761,0.00229484,0.004122951,-0.001254251,0.001697047,0.002473429,0.01218713,-0.000886211,0.018776847,-0.003682672,-0.006835918,0.00607197
APR 048,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.9645,2.770671237,0.001632844,0.001213792,0.001475468,0.005163508,-0.0013574,-0.001430129,0.006094639,-0.000653442,0.004773254,-0.004542432,0.005644678,0.000622424,0.011973616,0.001251457,0.007869568,1.21E-06,0.00193651,0.00129693,-0.009316193,0.002523852,-0.001851155,-0.000405898,0.009855765,0.002361533,-0.012289549,-0.007556708,0.005407567,-0.001234408,0.003971869,0.000757679,0.010209881,0.004511688
APR 049,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,3.2936,3.014168362,0.002669341,-0.000915393,-0.000393666,0.000795846,-0.000220845,-0.001753417,-0.002269495,-0.000610066,0.004021681,0.003412435,-0.004710407,-0.001721013,0.002679437,-1.24E-05,-0.002267146,-0.003855726,0.013837683,-0.004142191,-0.003029197,-0.003566324,-0.004061795,0.000398545,-0.012436929,-0.000151906,0.000869807,0.000927044,0.009003196,-0.004005224,-0.009073913,0.004387714,-0.002900852,-0.003864104
APR 050,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.7205,2.601696625,-0.003455823,-0.001846084,-5.51E-06,0.000828117,0.000372513,-0.000904376,0.00061354,0.002360114,0.002501493,0.003377587,-0.001658481,-0.002545369,0.00494615,0.00080973,0.004349657,-0.002712169,0.017257592,-8.86E-05,-0.001303514,0.00140396,0.010319488,0.004432919,-0.009065757,-0.005422924,0.015420193,0.00028086,-0.009599294,-0.000806127,-0.012143949,0.006324384,-0.002624547,-0.002164769
APR 052,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,2.7967,2.590783293,0.002291053,-0.000729098,0.000673781,0.001038164,0.003753713,0.00091247,-0.000564714,-0.006646998,0.002529424,0.000329638,-0.001622512,-0.004734771,0.008249318,-0.004204522,0.000487935,-0.001001137,0.024382925,-0.003184838,-0.002937771,0.00363901,0.017282656,-0.000518956,0.001525039,-0.001936611,0.006161782,0.002523876,-0.014887098,0.005879683,-0.013726183,-0.00545155,0.004675,-0.002395265
APR 053,Amazon,-3.028,APR,Imeri_BB,16-Oct,Dry,3.102,2.865473198,-0.001219919,0.005087164,0.001164269,-0.002238183,0.000933178,0.001027293,0.002428501,0.005107097,-0.0066319,0.000105038,-0.00015677,1.02E-05,0.019434603,-0.000801932,-0.002639264,0.001686143,-0.002492986,0.001295793,-0.009926555,0.004978317,-0.002310841,-0.003182484,0.014310458,-7.19E-05,0.005115031,-0.005251964,-0.010032426,0.000246356,-0.010220744,0.000374062,0.000299835,0.000545128
RPV 001,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.6333,2.492028774,0.003023432,-0.001226129,-0.000685464,-0.001861766,-0.000609396,-0.000700011,-0.002186143,-0.006941187,-0.004655854,0.003248152,0.008125919,0.00517338,-0.008418609,-0.002516653,-0.002248966,0.000835909,-0.013587705,0.00314244,-0.003525897,0.007602973,-0.001844269,0.002532948,0.006744099,-0.003892942,-0.000580654,-0.003234136,0.005959171,-0.000528665,-0.032447248,0.000911498,0.015211951,0.007046312
RPV 002,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1247,2.868462283,0.001659848,-0.000377354,-0.001712776,-0.006314367,-0.002622894,-0.000625034,0.002778198,0.003590055,-0.004777792,-0.004092551,0.005662667,-0.000352134,-0.013160802,0.002818334,-0.002788356,0.002184701,-0.025858149,-0.00069228,0.008323223,0.004655078,0.005958789,-0.00067065,0.013225594,0.00312239,0.006621744,0.003762144,-0.023662251,-0.003740549,-0.01866882,0.003917136,0.008635364,0.025105275
RPV 003,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.2397,3.079876264,0.00045414,0.00084495,0.002245037,-0.001491644,-0.000615548,0.007295742,-0.004457428,-0.001229495,-0.004994241,-0.000471548,0.005092924,0.005093046,-0.006964678,0.000447699,0.004246695,-0.002903229,-0.019643749,0.002903396,0.003671233,0.000200397,-0.006391518,0.000155552,0.005381423,0.001151123,-0.006792241,-0.00157407,0.008767949,-0.001153776,-0.014713256,-0.000453555,0.019274426,-0.001170655
RPV 004,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8935,2.725448796,-0.002493233,-0.000262611,-0.00098927,-0.001564481,-0.001158895,0.003550631,-0.001367732,0.004263897,-0.010450536,0.003346691,0.006341582,-0.000201115,-0.013420752,0.000645891,-0.00153559,0.001575691,-0.019286626,-0.000953486,0.023112782,0.000463215,0.012500488,0.000493636,0.012111778,0.000563802,-0.010468209,9.72E-05,-0.017118689,-0.004925303,-0.028586304,-0.007784341,0.019173701,-0.006257546
RPV 005,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9023,2.675229026,-0.000704191,0.004406373,-0.002096967,-0.003391638,-0.000614019,0.001420629,-0.002356566,0.002930342,0.007713254,-0.004886517,0.011127528,0.0008818,-0.017734186,-0.000779175,0.002342035,0.00165703,-0.026175107,0.000717934,0.014062095,-0.001876718,-0.003276214,-0.000867212,0.008728388,0.002539705,0.000454522,0.014179766,-0.033513678,-0.003592757,-0.010172096,0.001596982,0.012001167,0.019933123
RPV 006,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9291,2.721600638,0.004136699,0.001278943,0.002614305,0.004201405,-0.002924262,0.003787918,0.002137516,-0.001483716,0.003100927,0.000636772,0.001345381,-0.000276017,0.009525831,-0.00095389,-0.012445588,-0.001769962,-0.032699921,-0.001016316,0.014724907,0.003526366,0.015116316,0.001769875,0.013606475,0.001326207,-0.001453824,0.000708798,-0.019032586,-0.006137448,-0.001983644,0.000648892,0.02295619,-0.001969828
RPV 007,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8655,2.72899422,0.002797798,0.000616787,0.004148805,0.002844244,-0.001258837,0.001345286,0.003531672,-0.003647833,0.001649699,0.001325178,-0.002476334,0.000994389,-0.001126913,0.000930953,0.004885077,0.002403041,-0.018068211,0.001355732,0.007180474,0.005591247,-0.009571713,-0.000621478,0.006851977,-0.000389068,-0.017604114,-0.002519063,0.016599022,0.000155865,-0.036803998,-0.002709806,0.002413201,-0.007638393
RPV 008,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0936,2.887647502,1.70E-05,0.00122784,0.003758383,0.000549147,-0.00100581,0.003866444,-0.000762072,-0.000815943,0.007376826,-0.004170793,-5.24E-05,0.001304076,-0.002016918,-0.00282375,-0.001742787,-0.001194252,-0.021487451,-0.000681578,0.012359524,-0.002017353,0.002203175,-0.003438683,-0.002739182,0.001602792,0.002069183,0.010552902,-0.016967987,-0.001125118,-0.021299819,0.007484016,0.00677072,0.012984373
RPV 009,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.978,2.709428332,0.003942405,0.002733014,6.61E-05,0.004105063,0.001886212,0.003946748,-0.002521785,0.001665396,0.001383787,-0.00030957,0.005785994,0.002337585,-0.005238161,0.002204358,-0.005060317,-0.001048493,-0.025239615,-0.00430846,-0.009118401,-0.002522468,-0.000526738,-0.00634736,0.014654806,0.002308367,-0.002355296,0.010048873,0.001668347,-0.00139098,-0.002703376,0.006148938,0.017875951,0.021059732
RPV 010,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8886,2.70184044,-0.000156741,0.001664514,0.002334678,-0.003142237,-0.000288733,-0.001577185,0.000499871,-0.001146555,0.002276455,-0.004020745,-0.000173644,0.00065143,-0.013830509,-0.001134888,0.010827816,-0.005555593,-0.033817941,0.000657356,0.014564686,-0.002123551,-0.00352776,0.001857549,0.016975902,-0.006180865,0.008183445,0.00124369,3.19E-06,0.000630118,-0.007406785,0.008865179,0.002799193,0.007404438
RPV 011,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9577,2.675981351,0.003669946,-0.000392088,-0.005312473,-0.003846456,0.004848277,0.007175453,0.006236723,0.003824083,0.003825365,-0.006508357,0.014125165,-0.005040611,-0.006628283,0.005429317,0.007314303,-0.001586836,-0.028602635,-0.006679239,0.005215386,0.000174833,0.009157046,-0.00355579,0.02786909,0.004291813,0.00130472,0.007184547,-0.014018275,-0.000290718,0.003957647,-0.006145552,0.021135066,0.013863175
RPV 012,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9869,2.78284092,-0.00673104,-0.004209713,0.004100824,-0.001175249,0.002923898,0.005708214,0.001275734,0.001374417,-0.002488591,0.00010173,1.33E-07,0.001901047,0.004103659,0.003479638,-0.007099431,0.000207765,-0.032700379,0.003874335,0.007301072,-0.002119461,-0.000374745,-0.001220103,0.016777777,0.000607376,-0.013339951,0.005904814,0.000410211,-0.001167617,-0.006464515,-0.003691642,0.014598071,0.002006578
RPV 014,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0855,2.79751681,0.000196839,0.003170371,0.00163281,0.004273175,0.00218997,0.004401471,-0.009488058,-0.001954502,0.000498493,0.005283324,0.005507834,0.002469525,-0.008709078,0.001609213,-0.007076497,-0.002311321,-0.014156154,0.001051719,-0.005707362,-0.000358561,0.002018613,-0.004950173,0.019065258,-0.00362735,0.002714993,0.010568874,-0.009779003,0.000981807,0.000159029,-0.002916073,0.004100472,0.018864665
RPV 015,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0409,2.843082268,0.001135275,-0.001327434,0.00052462,-0.002566243,0.000680217,0.000534517,-0.002253944,-0.003357188,-0.000325001,0.002861305,-0.005498397,0.006636588,0.011930969,-0.001047942,-0.00587104,-0.00243341,-0.012908622,6.09E-05,0.000212042,-0.003476648,-0.000337312,-0.001435861,0.011651075,-0.00551876,-0.005012737,-0.002627998,0.003666998,-0.001065733,-0.028703821,-0.003890055,0.013807801,-0.007578643
RPV 016,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.5153,2.364021002,0.002263258,0.002334618,0.002740037,-0.000768601,0.003787233,4.82E-05,-0.001389793,-0.004216494,-0.006960925,-0.000361779,-0.001284186,0.001072507,-0.006337959,0.005889567,-0.001402886,-0.000816333,-0.026630851,-0.002726212,0.003547501,0.007110187,0.009191606,0.000710335,0.020749145,0.000698981,0.007680763,0.001831481,-0.021178977,-0.000885181,-0.01366023,-0.0022022,0.006482672,0.025748898
RPV 017,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8236,2.605582378,0.00150666,0.003397101,-0.006471416,-0.001841469,-0.000304064,0.004855553,-0.000926196,-0.004134811,0.01193397,0.000662413,0.007180263,-0.003331957,-0.008628258,0.000135797,0.007560906,-0.001500535,-0.028337121,-0.00434943,-0.000474181,-0.002109073,0.008453789,-0.001008917,0.018834881,0.00195746,0.004723657,0.005987109,-0.029464152,-0.006267129,0.004397756,-0.007321473,0.014663665,0.014599003
RPV 018,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0539,2.895564385,0.003210246,0.003313854,0.003235576,-0.000335559,-0.001372978,-0.001245629,-0.003350067,-0.003390091,0.011706699,0.004146734,0.008294858,0.000542721,-0.005060092,-0.000670285,-0.001914191,-0.005497943,-0.02353159,-0.002740677,0.004598632,-0.000713671,-0.005449463,-0.000327764,0.010984142,-0.00877876,-0.006993976,0.005496919,-0.003739526,0.004094967,-0.022851103,-0.000324017,0.00856842,-0.016611198
RPV 019,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9977,2.909519448,0.004122638,0.004864289,-2.14E-05,0.000442818,-0.001717337,0.000364183,-0.003924482,-0.003451933,0.002333748,0.004157895,0.001934547,0.002196042,-0.009289719,0.001898742,-0.000716505,-0.002189442,-0.014661738,0.004770333,0.003997416,0.002491615,-0.014487613,-0.000170726,-0.010292276,0.003762661,-0.014533714,-0.001461301,0.025735588,-0.003671884,-0.012954088,-0.008800298,0.015024382,-0.002997568
RPV 020,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.52,2.371789221,0.00049265,0.000754919,0.002718647,-0.002835413,-0.003961378,-0.001258175,0.000581968,-0.000636473,-0.006993805,0.000675967,-0.002317293,-0.000399284,0.004464039,0.00269526,-0.006578345,0.003088178,-0.029416474,0.001437362,0.011056978,0.010479677,-0.00504566,-0.001046006,-0.004842381,0.004270445,-0.00623291,0.007797405,-0.00747223,-0.002113644,-0.015779098,0.003719715,0.007252192,0.020387055
RPV 021,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.08,2.782852745,0.001415617,-0.001505904,-0.000442438,0.001448147,-0.001688919,0.006867222,8.27E-05,-0.002078579,0.004463726,0.000450572,0.004676231,-0.002787335,-0.003691894,0.000261043,-0.002455939,-0.003785215,-0.023605284,-0.002648266,0.013641346,0.00591137,0.006487984,-0.008800761,0.007204418,0.007294001,0.010238854,0.005021949,-0.023069378,-0.004931466,-0.021513306,-0.005077869,0.013549935,0.020675563
RPV 022,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0086,2.811128569,-0.000264798,-0.001473308,0.003228772,0.000259765,0.001686071,0.002271596,0.001318269,0.000149004,0.001094896,-0.002127052,0.000464777,-0.002475705,-0.003408307,0.002531432,-0.000937672,-0.001078965,-0.020459118,-0.002544317,0.015447952,0.004594373,0.004879257,-0.002641301,0.011352685,-0.000963352,0.005187902,0.000270939,-0.009736351,0.002304593,-0.002305293,-0.000913396,-0.002422901,0.007692947
RPV 023,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1525,2.917957254,0.001191048,0.003776716,0.001706328,-0.001609608,0.00092038,0.004070236,-0.005057612,-0.002637872,-0.000945785,0.003225903,-0.003906773,0.004564107,-0.005105092,0.002683945,0.001269594,-4.21E-05,-0.014677975,0.00321138,0.000534276,0.000777378,-0.012715621,0.001687255,-0.007085323,0.003151,-0.013679284,-0.001177125,0.022486045,-0.003220007,9.22E-05,0.00177888,-6.49E-05,0.003823734
RPV 024,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1929,3.0015844,5.08E-05,0.004703666,0.003791915,0.000921749,-0.000329637,-0.000588765,-0.000547686,0.001133213,-0.002111901,0.001121668,-0.005973203,0.000730961,0.016844259,0.000777782,-0.00980717,-0.000727344,-0.020037196,-0.000699734,0.007077788,0.004996471,-0.006835959,-0.003129662,-0.000708686,0.003539741,-0.00277781,0.005515208,0.004380732,0.00694452,-0.022624136,0.004018923,0.00402399,0.005933133
RPV 025,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1198,2.870124902,0.000842921,0.000392907,0.000399831,0.000589562,-0.001493994,0.003640314,0.000210348,-0.00104503,0.005028358,-0.003501882,0.004730534,0.004441729,-0.004160088,-0.003274503,0.000418209,-0.002597319,-0.021345585,-0.000560259,0.012092245,0.003041001,-0.000609037,-0.000236898,0.007840399,-0.006211141,-0.001757993,-0.000219417,0.009574301,0.001548025,-0.008522971,-0.000977023,0.004618516,-0.003392072
RPV 026,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9795,2.763720424,0.002304913,0.002613553,0.002975456,-0.001216688,-0.002072859,0.000496682,-0.000163943,-0.000902802,-0.002230117,-0.002947379,-0.001701495,-0.000869328,-0.003020365,0.00098698,0.002282806,-0.000969914,-0.014254659,-0.000850528,0.009227856,0.009178559,-0.008248701,-0.004466312,-0.007818695,0.00437753,-0.005249661,-0.003554998,-0.000739933,-0.0072531,-0.017376508,-0.006014827,0.001038516,0.007606788
RPV 027,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0598,2.823916777,-0.00132281,0.003150899,0.000318899,-0.001986085,-0.000612497,0.001883527,-0.002493724,0.006883935,-0.00237853,0.000612843,0.007430268,0.00508964,-0.001169031,0.001299713,-0.005005252,-0.003742104,-0.028237937,-0.002176559,-0.007191827,-0.001497157,-0.012165843,-0.006768352,0.01404786,-0.000510401,-0.003320335,0.006959723,0.008457897,0.006117536,-0.011938166,-0.003977649,0.003575629,0.002406178
RPV 028,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0264,2.814983559,0.002219129,0.001691855,0.000377506,-0.00046679,-0.000840115,0.001007275,-0.001339539,-0.004731606,0.000951164,0.002917076,-0.001522857,-0.000935543,-0.004970666,0.003569188,-0.003319997,-0.003711689,-0.017274097,-0.002770564,0.005597632,0.002314688,-0.007991098,-0.000801397,-0.003593848,-0.003792858,-0.008069797,0.000405148,0.010273915,0.005721348,-0.004377233,-0.007415476,0.004159494,-0.001964097
RPV 030,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.0664,2.802396948,-0.004170413,-0.002478076,0.002949234,-0.001985162,-0.000519334,0.002286668,0.002264214,-0.001193732,0.003461339,-0.002091857,-2.47E-05,0.001719438,0.007032517,0.000286925,-0.006487099,-0.002289583,-0.012730891,0.001625389,0.006290919,-3.02E-05,0.002484407,-0.006731411,0.007225387,0.001907163,-0.00677487,-0.002997937,0.002646582,-0.001185247,-0.02033435,0.00302715,-0.007232143,0.004371473
RPV 031,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.7333,2.56381147,0.001709467,0.001762955,0.000971567,-0.00102418,-0.000848344,0.000197652,-0.001530114,-4.11E-07,-0.005052709,0.001570441,-0.000241397,0.002274203,0.014333269,0.000734937,-0.018620972,0.006375221,-0.019894022,0.000634145,0.003298893,0.003864594,-0.005708075,0.002196626,-0.009048155,-0.001765697,0.002790027,0.002466967,-0.001878419,0.006392997,-0.000637544,0.004185938,0.007165906,0.01601901
RPV 032,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.7956,2.594332433,0.001374502,0.003568416,0.001983267,-0.000916024,-0.001852825,0.002845998,0.000195461,-0.000326064,0.004547481,-0.000290896,-0.00056166,0.001369218,0.005768331,0.004188951,-0.010424338,-0.006392572,-0.022234238,-0.003614873,0.009332733,-0.000156405,-0.002554236,0.002688747,0.000176436,-0.004642308,0.007242945,0.000152549,0.000247474,0.007418777,0.014520646,0.001955954,0.003884165,0.00723441
RPV 033,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8132,2.641610854,0.001307742,0.000314841,0.001380218,-0.000266818,0.001414006,-0.001169964,-0.003024136,-0.002432046,-0.002677449,0.004706924,0.003607026,-0.00189628,-0.006007126,0.003928527,0.002570903,0.00039864,-0.000113491,-5.68E-05,-0.009491455,0.001875763,-0.006053253,-0.001889934,0.001601677,-0.002916899,-0.009277616,0.003931731,0.011184484,0.00218828,-0.01274452,-0.004345049,0.002192246,0.001167596
RPV 034,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8021,2.686754293,-0.000131195,-0.001201792,-0.006000525,-0.003547268,0.005892266,-0.000747655,-0.001322649,-0.001457169,0.002040101,0.002301394,0.021106021,-0.003165091,-0.027033298,0.004509961,0.005850645,-0.001821647,0.000278672,0.000887601,-0.029554731,0.005840765,0.011263529,0.004891037,0.06564313,0.006022525,0.01832447,0.004487908,-0.023854727,0.005007545,-0.048552249,-0.010422324,-0.032137299,-0.001479369
RPV 035,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9361,2.702671904,0.003568648,0.003510677,0.001154102,0.002347713,-0.000480519,-0.002749501,0.002251939,0.00085657,-0.000708947,-0.005106695,-0.001345335,-0.002509684,0.00085548,0.003231403,0.000690926,-0.00105175,-0.02149093,-0.003547805,0.014444892,0.000284667,-0.002843043,0.00057771,-0.001271776,0.003983231,0.005538005,0.000690785,-0.008639526,-0.005472304,0.005459422,-0.003283256,0.001721296,0.010250948
RPV 036,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8087,2.619732584,-0.00052342,0.000894409,-0.000284841,-0.001076349,-0.000950278,-0.000725111,-0.004451309,-2.02E-05,0.004101648,0.00261253,0.00368056,0.005053706,0.008309388,-0.002051905,-0.009653881,-0.001505241,-0.028697259,-0.002304347,0.003103018,-0.007129641,-0.007364255,-0.002594798,0.004711429,0.00439778,-0.007090394,0.002002186,0.002852111,-0.008032466,0.025601615,0.000183924,0.011046173,0.013427068
RPV 037,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,3.1236,2.827365465,-0.0002474,0.00251693,0.001241397,0.001499178,1.45E-05,-0.000414262,-0.005870818,-0.001118979,0.005195187,0.001011302,0.000518182,-0.000501466,0.006835658,0.000941617,-8.56E-05,-0.006581667,-0.01817631,-0.002829481,-0.004624467,0.000362667,-0.000773832,0.001007604,-0.007989619,-0.006897339,0.014833524,0.003364821,0.005353517,0.001257914,-0.013833358,0.001183002,0.012475026,0.010419969
RPV 038,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9747,2.749863873,-0.004940799,-0.002053057,-0.002090813,-0.001911044,0.002312593,-0.001752236,0.001249001,-0.001602473,-0.000197472,-0.000446776,0.001413402,6.31E-06,-0.009053897,0.002063268,-0.00033348,-0.004282272,-0.004493727,-0.00085177,0.002387932,0.001143773,0.010176024,-0.000549957,0.014020986,-0.004770375,0.006795142,0.00322195,-0.00822964,0.002505899,-0.019046252,-0.001029573,0.006796395,0.009375023
RPV 039,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.8917,2.684016043,-0.000388936,0.001747627,0.003320121,-0.001743745,0.002513827,-0.00028302,-0.003506583,6.61E-05,0.007589941,-0.001252499,0.000145146,0.006188625,-0.007991055,7.45E-05,-0.007167701,-0.003818565,-0.024650539,-0.004024766,0.005783121,-0.005750976,0.000775881,-0.001296816,0.004993627,0.00190402,0.002549144,0.007346968,0.014876809,-0.001166353,-0.007343797,-0.000757312,0.000148533,0.000514778
RPV 040,Amazon,-8.742,RPV,Madeira_SB,16-Jul,Dry,2.9977,2.748902822,-0.000671329,0.003728306,0.00221053,-0.000181035,0.002763997,-0.000363163,0.000495467,-0.002403001,0.004525137,0.000396479,0.006949855,0.002955504,-0.004508649,-0.001189998,0.000429888,0.001336583,-0.033113659,0.000636567,-0.006738403,-0.004141778,0.001445458,-0.004393098,0.016417888,0.002514527,-0.006623149,0.004837557,0.004541529,0.002019864,-0.003749546,0.001816912,0.005678468,-0.001817171
