C:/Users/vmc04/Desktop/Wing saga/Lab reared wings for landmarking/18/ARS/ARSFB/coord_Jul27_Format - {Aligned specimens} - 1 20 36 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/ARS/ARSFB/coord_Jul27.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.36557602435676018 -0.086234761652042399 -0.095747126883243161 -0.12829266703694872 0.28701424679777793 -0.06378729189949657 0.29937840995111009 -0.039138699846821084 0.30892279205747569 -0.0086972860660731888 0.30346714152450838 0.020174866793805511 0.26747812143031019 0.04994814705818295 0.19412695340850508 0.088763157073187993 0.088489243343632909 0.12619281772829027 -0.079435074042971385 0.15909860718175195 -0.35683460500057002 0.031233807283596534 -0.20886331843052791 0.018710175622285337 -0.21035905397124754 -0.013545714493953547 -0.13996249623021398 -0.0050741498265591232 -0.14199153605349932 -0.033290390696561291 -0.14639900842166906 -0.068396713786594898 -0.030683611967865908 -0.079424609907186236 0.02697494684524818 0.031760706471136185 
-0.3559159883606155 -0.092648213303218263 -0.092799934767884326 -0.12929558429183899 0.28849133708821695 -0.064365065441292293 0.30182840402094219 -0.042455339310774352 0.31004422646115148 -0.0093793249709431849 0.29726333631252605 0.023785573699548989 0.26910792700375413 0.049747333484773372 0.19579720160415462 0.092051853819755378 0.089655543491510947 0.12415832733503519 -0.064936648121110413 0.15727748440525674 -0.36234073963513136 0.030292712130024574 -0.21445073797160577 0.016422339213334504 -0.21520755421716253 -0.0097400600333467802 -0.142342549905807 -0.0047184855540888465 -0.14197492746562615 -0.032339289443955851 -0.14064984931843172 -0.062709919641470116 -0.046710033770178273 -0.077482520417245848 0.025140987551295495 0.031398178320447556 
-0.39281518489169975 -0.080982022903556772 -0.1061945323620377 -0.12311806544531999 0.27442596091561106 -0.071015919370159969 0.30320183395019112 -0.038453743895595256 0.31177696461035043 -0.0029602613013958142 0.30056497744579691 0.02544171182829813 0.26299139367916224 0.054010772588023809 0.18856806910788312 0.093608965085229978 0.089708139900817011 0.1171388713319535 -0.07497223699643682 0.15426729495479699 -0.36959549705725797 0.025395018741614275 -0.19493202822068648 0.020053224562631301 -0.19750141385932604 -0.00891748232291255 -0.13104855092068393 -0.0074300717541085784 -0.13246849062373295 -0.033843371424903609 -0.1372850650648394 -0.069181744812962229 -0.017436869028757251 -0.084315586453449318 0.023012529415648266 0.030302410591817559 
-0.3654936760131296 -0.0942286283835016 -0.10570109915123962 -0.13030865552588103 0.2780325385535109 -0.075267982658628191 0.30363007485582805 -0.040054978673316095 0.31240181533145356 -0.0091798655087280117 0.29803453824239118 0.023974345112349433 0.26801564867238853 0.0557607578945866 0.19301725257683691 0.0936525847097818 0.092407126967019221 0.12930619687960235 -0.07427692258074961 0.166354296487428 -0.35212285781341179 0.031675266989416972 -0.2033286353919582 0.018871099057017404 -0.20498600655806534 -0.011382287817188998 -0.14275259240853258 -0.0016424748761174422 -0.14378823728425791 -0.039010231059842172 -0.14272420598463412 -0.067592053555992113 -0.030800358714599799 -0.085052072060281134 0.020435596701148546 0.034124682989297245 
-0.36334585030900257 -0.068945637521617045 -0.10422322992742705 -0.13385799639328314 0.28215849576924634 -0.066473539382044797 0.29926112712161612 -0.04401971743579839 0.31415429308762577 -0.011234177970696244 0.30562718481590517 0.02379501935109328 0.26646983986338885 0.054641906440102528 0.19397958163211174 0.096712830605672331 0.088358838191686162 0.12622260173430014 -0.090516187701888309 0.15915913341931279 -0.35051963205491871 0.025411128578795482 -0.20559902598754276 0.016293979477612866 -0.20386280168106197 -0.013971341327410512 -0.14731204223418309 -0.0036538461471557183 -0.14385956375294726 -0.03917625468055029 -0.14407621416116073 -0.074151289400286424 -0.027832970059886296 -0.082741034819536513 0.031138157388441084 0.035988235471489431 
-0.37338349621416028 -0.095866218862266192 -0.08286440930029132 -0.12981551810843056 0.27151733473367951 -0.079300602231698658 0.30324469175308377 -0.042918867585495027 0.31616926682744828 -0.0082245731753214542 0.30708927245238421 0.022550916654401613 0.2656236165102589 0.054065024148016325 0.18626187865357158 0.096272342371575739 0.088523857903423805 0.12662437776726201 -0.075382408192394779 0.16318833923376566 -0.35412957001216827 0.030765157926072085 -0.20264106682289981 0.018845073334708706 -0.20101233911527441 -0.012842127126578354 -0.14753381873034865 -0.0022106735425810181 -0.14305253407122137 -0.030482836973689649 -0.14344192118222587 -0.064052171226509358 -0.035826575864717332 -0.079909616368610437 0.020838220671852325 0.033311973765378797 
-0.29734305813081285 -0.090732983978085324 -0.081212718245917623 -0.13928499123204383 0.29516222846534146 -0.074396134702198427 0.31131245546569003 -0.042246984312848623 0.316809877964147 -0.014780959992773082 0.30103195218109124 0.01940851774456475 0.26272238647544827 0.050422419381917806 0.19385145843044818 0.086320728058325788 0.076852173243261671 0.13134457463117141 -0.088556988136595502 0.16742444764119579 -0.38100659528217379 0.042598092543066249 -0.20725593171279288 0.032617453409070456 -0.21202983994887492 -0.0049988587564667886 -0.14630422728159001 -0.0022758219544779979 -0.14809329630136342 -0.03222416883443275 -0.15398273665327758 -0.070704754787587379 -0.038289720465599031 -0.086393269939880599 -0.0036674200664298111 0.027902695081481521 
-0.35493499621949059 -0.099409817015461158 -0.078562399099176464 -0.1309115666499476 0.27137298718076042 -0.073098598267159448 0.29274365849232037 -0.047130067352582482 0.30636632158842469 -0.0089861890673263653 0.30696222087034353 0.019025688609645919 0.27571480260198528 0.055721987659374625 0.20649382886358758 0.095227855568633918 0.09436105793180187 0.13124273160244501 -0.06911261203711655 0.16274487650208477 -0.36072511552902392 0.023621044866692656 -0.20866063671117471 0.020386163050561835 -0.20721312335317271 -0.0056674304553350659 -0.14701741425054124 0.0010590361339737093 -0.14701728249549012 -0.036573939583158209 -0.14531431785342605 -0.069438930514632999 -0.047315310218446073 -0.073525426406846978 0.01185833023783473 0.035712581319036964 
-0.3607232570808806 -0.091254125328675592 -0.099276104180087615 -0.13401685003227434 0.27476000689717983 -0.080721032905734139 0.30342843584499057 -0.047600579659007207 0.31680722557498409 -0.0071817013996464535 0.30069347938893587 0.030984901155119621 0.260563500236073 0.059784647878611256 0.19810809240412142 0.094612232209190239 0.095023697871719895 0.13160336481994586 -0.07408155795403687 0.16281935861596661 -0.35148132898816936 0.027776497299948001 -0.20721641309745784 0.018061825214785238 -0.20774168420018144 -0.0099762784097569869 -0.14021386350505433 0.0013802175747500752 -0.14089671593859518 -0.035069317137154866 -0.14851030361286296 -0.067181818529697401 -0.036620524666055879 -0.083301954752863408 0.017377315005378303 0.029280613386493716 
-0.36997845224293513 -0.087727877833353271 -0.12326801897458399 -0.12622685050366969 0.28042225133359766 -0.074037492385015391 0.30480905058578689 -0.043281063017750025 0.31463682523525616 -0.0063222594394458922 0.30985065875448575 0.023789299904297324 0.26346763716901211 0.056071770056869363 0.1926786753816826 0.089531640879967289 0.083495561336113883 0.12008253244386241 -0.085358999800270771 0.16270616694324064 -0.3635206363439677 0.024013069035157417 -0.1988265126144976 0.014261858184354293 -0.19693018444326368 -0.0093893789389411612 -0.12949204045676949 -9.3650962416585543e-07 -0.13317235742271863 -0.035450333930807966 -0.13284035193612434 -0.066003731816183367 -0.03170102374530933 -0.074412792413903542 0.01572791818450563 0.032396379340946573 
-0.37286505363584027 -0.096315241162528847 -0.10975504670331482 -0.13281601630771081 0.28154752337427325 -0.070167434222582314 0.29937785891039487 -0.046864499132685762 0.30989358884301971 -0.0065359772022911961 0.29905580522037828 0.021667124639522476 0.25599098351309624 0.05274948988515623 0.20203476682307306 0.092237329448484978 0.094265489834668453 0.13034798751433233 -0.079764128466006209 0.16330790695171218 -0.36796507964863218 0.026011572454694282 -0.19715464889516099 0.02275702953017552 -0.20155405742339541 -0.0084506216537333402 -0.13198517629708906 -9.2136645962712431e-06 -0.13234277812912995 -0.038334702700260528 -0.13470341285590096 -0.066502063635340905 -0.033962621452418788 -0.075658482523850781 0.019885986987986794 0.032575811781503275 
-0.37244633896964308 -0.094093754511132555 -0.086889053071539588 -0.13452191948792064 0.27116044747618229 -0.072841207764663241 0.29639117406372006 -0.036922464619514983 0.30715640778294601 -0.0083021177683552348 0.30181969393301156 0.020259873651842678 0.26666811713619598 0.055959783930883349 0.20857272393910059 0.091173989031574101 0.09612596326721691 0.12820398799891308 -0.071453920085528172 0.16060608403368828 -0.35638388510079017 0.027938312641997021 -0.21183535129476838 0.019203432782613376 -0.21494778326132077 -0.010596841306526722 -0.13688543303791981 -0.0014577463033225626 -0.13797782712945669 -0.03326346940973738 -0.13988115414254818 -0.063461915530784202 -0.031134652619750455 -0.07916996394095166 0.011940871114894426 0.031285936571397527 
-0.38121881387465417 -0.097055717063436756 -0.092522649340197827 -0.13923577337942453 0.27986585538050351 -0.074901021573548832 0.29847921820456791 -0.047896922478155302 0.30910501568840398 -0.011692161048061747 0.2958827968174168 0.023647126586314651 0.25702248206665623 0.056831390319927975 0.19377539498588206 0.09555970422776755 0.089492063875356395 0.13463564133436168 -0.074016797779656418 0.16911303937419062 -0.3663558374986971 0.033289786236190999 -0.20063282000940566 0.022159875131281922 -0.2005181403435439 -0.0063075856685350295 -0.12772276772931515 0.0039879097936054196 -0.12961020574306761 -0.036798069526194521 -0.1304965849170131 -0.071424789586002874 -0.02990809252224829 -0.084612366102872344 0.0093798827390104665 0.030699933422590378 
-0.36334846489328848 -0.093925630177064984 -0.091236691686383431 -0.12947236971272763 0.26994798852106067 -0.076788562937743485 0.29874742486441735 -0.042993450222540051 0.31477904166223747 -0.0024358186252257897 0.30704110654406636 0.020946761001338701 0.26486868034836991 0.052925607460953386 0.19636994412257797 0.092979182247659692 0.080567783777529461 0.12287263001862188 -0.063545727125255136 0.15392699465786422 -0.3599158933689543 0.031280194300224697 -0.21994048245831893 0.014574991084563628 -0.22389383715343014 -0.012676556101086364 -0.13951477670651835 0.0025803607826984992 -0.14000286249213925 -0.032375668800785184 -0.13796764288399305 -0.065733630146055558 -0.024587674436517548 -0.071706233424325957 0.031632083364540743 0.036021198593630961 
