C:/Users/vmc04/Desktop/Wing saga/Lab reared wings for landmarking/18/APR/APRFA/coord_Jul25_Format - {Aligned specimens} - 1 22 36 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/APR/APRFA/coord_Jul25.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.3634598335348096 -0.10288504270351727 -0.087190812558229497 -0.13579659772962449 0.27939869136945317 -0.068891874295232663 0.30425276238910653 -0.037415055903828896 0.31115435392618856 -0.0079330457232848432 0.30161943283528408 0.02390265543058576 0.26324082430300744 0.060166497158195553 0.19665685106852984 0.098385028496201773 0.082718228164280996 0.13097821656788744 -0.076739916185568219 0.16105783507576699 -0.36373967071909658 0.015760962147384511 -0.20484020771886582 0.018514448898805266 -0.20707413870217603 -0.013720253617995639 -0.13223228706271983 0.0029559775938145412 -0.13350873393727228 -0.032988901368000423 -0.13757779314475341 -0.06833537758731574 -0.051046730820636085 -0.08161979930853315 0.018368980328277898 0.03786432686869199 
-0.35691293103211397 -0.095586542355556692 -0.10532945580107941 -0.13793390119435275 0.28729849716176659 -0.070780043806809578 0.31075896993704399 -0.036905597421605145 0.3114789492486979 -0.0046702868427918711 0.30000308711183105 0.029664693535845634 0.26447745129320777 0.058963641717162334 0.19149143765026616 0.092297001703998349 0.074770144037588929 0.12688128526595835 -0.089260307356910026 0.16019244949086794 -0.36292647636718078 0.023777418947442099 -0.20645610008217688 0.018089906216375008 -0.2087448049301853 -0.014841276420037108 -0.12918828294252244 0.0026138816629427573 -0.1329632494298206 -0.037547520494706499 -0.13324680200209696 -0.0686505322765434 -0.03532610757161582 -0.077781244414521569 0.020075981075299835 0.032216666686333141 
-0.36207113935621466 -0.088136426746645374 -0.1298657030937421 -0.13380035024346601 0.28885148515468134 -0.070519788440242148 0.30828590692020752 -0.039248072995227208 0.3207453605450894 0.0021959778891657337 0.30714437543120787 0.03075588159184767 0.25996562108945231 0.06321105492807795 0.18117566793395162 0.09742045190002338 0.068642937765550457 0.12195253678766872 -0.092115400246828794 0.15429409653976658 -0.35182847411858797 0.027060776170700167 -0.20073798039183094 0.018997028125617557 -0.19980879568124602 -0.017254681649879061 -0.12999825227523026 -0.0012908359610719347 -0.13210142707835282 -0.041117267598742735 -0.13938747519169392 -0.07702002620683196 -0.033480761996529843 -0.083164542831173485 0.036584054590116079 0.035664188740412481 
-0.35731687401130879 -0.10217667658753726 -0.083305637319482415 -0.13723698332046044 0.28493911753599316 -0.062083060973313141 0.30367057957014376 -0.04058203876122278 0.30823377069267049 -0.013802198971802692 0.29009705079668047 0.031397762445002447 0.25442775767296616 0.055408042056482892 0.19668123434426604 0.095440665682495415 0.10771712922784155 0.13248533436507434 -0.084848644930570205 0.16438119940212598 -0.35723333290014253 0.020700158998545201 -0.21690290038992219 0.017470710336772357 -0.21959804907185548 -0.016502462291206582 -0.13474181140170455 0.0016946997631046893 -0.13796669525589733 -0.040094486516964345 -0.13857540673174326 -0.072246089524985638 -0.045094583313427694 -0.077404022785673043 0.029817295485489951 0.043149446683562923 
-0.36217591846172476 -0.097375735279971232 -0.095289846780553134 -0.13008541705253504 0.28258510208422644 -0.065901831036824177 0.3011226299024391 -0.035194539383762671 0.30859421744291149 -0.0019967185505435818 0.29882845415628573 0.026326540700125425 0.25340429307502954 0.062128043539877449 0.19565395101658187 0.089350807257742193 0.087481749395037139 0.12409175085635175 -0.068675030998329167 0.15773219892215692 -0.35817221873492311 0.018261397833435611 -0.22161352540091153 0.016661698654857428 -0.22785815248498359 -0.0177697386833723 -0.13800382907751091 -0.0020189342084766262 -0.14178787920017202 -0.036457027595316743 -0.1443316567692122 -0.067207583564345363 -0.013941045960253945 -0.074942085024925512 0.04417870679606626 0.034397172615526661 
-0.37478436085367983 -0.1011667693250104 -0.092764637509630973 -0.13233950789779333 0.27546701956945813 -0.071716321128661303 0.30322931000192999 -0.034484632366456054 0.31193488887674559 -0.0041874779048523131 0.30276950315537965 0.02947181823693034 0.26197299764075033 0.060252932775150418 0.19271241480879076 0.09300776695982961 0.089987635039294495 0.12961627876930273 -0.084166546412866611 0.15749648409996467 -0.36342600305154282 0.020115610189528434 -0.20234534164760232 0.014607377262640157 -0.20115201881812855 -0.009004798804668989 -0.13100970163306117 -0.00012827395567321917 -0.13530803436840844 -0.037453724386002321 -0.13673576136819182 -0.072501442561505022 -0.039463332197453273 -0.077182397837346151 0.023081968768217193 0.035597077874622213 
-0.36317254509974561 -0.10508670864739084 -0.11381333954601802 -0.13027667762033732 0.28034801564748518 -0.070123523887754835 0.30084683492847725 -0.04155188005340258 0.31055943971201228 -0.0076294155701275915 0.30222459488023778 0.024019126326268573 0.2688600002336356 0.057806273690165645 0.19651797001309507 0.097172432701554984 0.074133354802822599 0.13543115271917844 -0.092545687350466865 0.15771337002930366 -0.36293605342159529 0.021296182579546605 -0.21279138381247739 0.019233849632076819 -0.20476930317888362 -0.013682663696966009 -0.12215679833813446 0.0049481843552813083 -0.12931654561645464 -0.034984458453122924 -0.1263494360735247 -0.072034564918208588 -0.02148822992173343 -0.077723365084814935 0.015849112141269221 0.035472685898750987 
-0.34945022523165159 -0.10097593343873328 -0.098809063093292349 -0.1351161705214701 0.28119649634296473 -0.073133621560442022 0.3010960104731244 -0.045346307133050046 0.31111365825032644 -0.012168746614877183 0.30678223260210302 0.023039499743584938 0.2681655996137306 0.060438626556289704 0.18314218609859081 0.10839701796232971 0.082305043323579172 0.13863456909759816 -0.082623100464408003 0.16729760504472838 -0.35538057925772232 0.016954986626934475 -0.21191425819317827 0.015279800918272506 -0.21243146181960243 -0.016581091784552558 -0.13308055495774304 -0.0011991199871223949 -0.13936942687712811 -0.036234965136776418 -0.13727770806256567 -0.068465073446926816 -0.040378362138742657 -0.07951712847697702 0.026913513391614366 0.038696052151190367 
-0.36700878848522178 -0.099061184625982887 -0.089082344521625348 -0.13464760456419544 0.28075855511670261 -0.069183006034972169 0.29883260566672759 -0.038638863139142055 0.31043325891246815 -0.0022815281449487263 0.29752675387350408 0.03152673749713656 0.26897778521405841 0.058333441670199639 0.19806022790027961 0.093953378605512589 0.085500307658681746 0.12487129996016212 -0.077566670174957789 0.15553969785106272 -0.36378156902231962 0.024332873565235551 -0.21528616786106763 0.012596792992058148 -0.21389973692863207 -0.013205044753502922 -0.12855381631601689 0.003702981090596651 -0.13135579541812703 -0.035878187080245941 -0.13442185660260564 -0.070544719490029217 -0.031716938834112585 -0.078580264623792653 0.012584189822265855 0.037163199224848752 
-0.37736039189363646 -0.10344851423281591 -0.076433718047203336 -0.13628693155853702 0.27037866852107584 -0.069591173718617588 0.29837050275459392 -0.033789072358461993 0.30558262399192171 0.0036169512404030379 0.29664121358462253 0.027853599221650791 0.27107349257464869 0.05769844620151688 0.19301549781365543 0.095439180798553611 0.092412041155541871 0.1274717515229398 -0.072296303392072256 0.15700400285209398 -0.36850788868663975 0.023691980053712276 -0.20866211496961276 0.018321813889002694 -0.20956956979986485 -0.0089989549932872042 -0.12900019796991016 0.0013607922881559238 -0.12974582613794147 -0.039427603478963631 -0.13241902986912402 -0.074060458472613819 -0.053839095390509108 -0.083249316032666928 0.03036009576045413 0.036393506777935583 
-0.3773211278901118 -0.10148030726179495 -0.096735725564779163 -0.13753136338064206 0.26832632193810063 -0.069687452503425604 0.2959870613643531 -0.032899920641592251 0.30283060364492642 -0.0069492907624265944 0.29547247645411434 0.028297590460915744 0.26063540070362762 0.061125654402373511 0.20425086024892611 0.094215624731828651 0.093250444584291978 0.13119417532599575 -0.086293277415680325 0.1586237960537446 -0.3754415594344287 0.020800707640081944 -0.20424813857180113 0.018169311802125845 -0.209597253953584 -0.014248946666476097 -0.12122892441909931 -0.004311771150939816 -0.12841448860908963 -0.038988615858586637 -0.12966856894362014 -0.07098473689635125 -0.033794213133465312 -0.077655716176102937 0.041990108997320127 0.04231126088127226 
-0.36693193706455685 -0.098597067848172848 -0.097780512079567158 -0.12133630362648351 0.28372450341357253 -0.064482848421932637 0.30451115969226161 -0.029332416385930996 0.30906678565356666 -0.0055371177795545071 0.30014960066782087 0.024486994411335481 0.26058522363055153 0.053282408873232392 0.20133668405399407 0.090104043510612464 0.08458462551502148 0.12414801176355149 -0.077141491826405381 0.15308312216365463 -0.35869418795993413 0.013972021632777418 -0.22410974447130139 0.010237512512631861 -0.22350412660294269 -0.012721192282140198 -0.1311355225464296 -0.0039806122409829434 -0.13222055429355564 -0.031887046914448096 -0.13741672210777048 -0.063264075802091868 -0.023584010913275756 -0.071608581882199651 0.028560227238951349 0.033433148316140929 
-0.35982919482373177 -0.10388249487693511 -0.095472295216878889 -0.13160016836268315 0.26982647981843633 -0.071705169064036178 0.30059003376588417 -0.035470143697546357 0.31071885988007769 -0.0041889487541227153 0.30175053620324749 0.024450779380996612 0.26690053038504907 0.056294235888855342 0.20524149835901012 0.093958901372094839 0.082429082200077178 0.13293662778663801 -0.086430075348827726 0.16384938838515983 -0.36074789763023729 0.020114409925023696 -0.21394446677137099 0.013204657129266472 -0.21622085107763916 -0.015294505614744233 -0.13106445914198059 0.0054481601439909317 -0.13285918176076639 -0.039378113294461468 -0.13636802712138546 -0.067724717544532312 -0.027301220362746164 -0.076220020793845128 0.022780648643786226 0.035207121990880934 
-0.36900272688306529 -0.095413341787221245 -0.097962906898442184 -0.13500311022211822 0.27204947166851823 -0.071896925403787823 0.30048354324568821 -0.031834023431331411 0.31051596573468054 -0.003245354895898553 0.2997222367828371 0.03215770115410705 0.26897435532389719 0.056730130761973155 0.19611972277126735 0.096029390605886167 0.08009951707403494 0.12775295647237597 -0.080260447620986636 0.15784555260796848 -0.36158863686098275 0.023407348162709649 -0.20747791899762755 0.017737256008105728 -0.21523810042653177 -0.016341688561835783 -0.13220111975803192 -0.0025536452430421808 -0.1332968392992408 -0.040305072999421244 -0.13821730331945767 -0.071922617726407873 -0.025795785828070593 -0.07941283839477524 0.033076973291513864 0.036268282892713478 
-0.35852746170741118 -0.10130963441360046 -0.099386602023160145 -0.1332468626079554 0.28147903486738435 -0.070356555260556813 0.30382573724263834 -0.042517575009919373 0.30767984458896797 -0.0099498626469394814 0.3055674001229039 0.025864232849025434 0.26889346448252804 0.059417648980990473 0.18226359087396465 0.10015306535203883 0.089882125489110051 0.13521839970656499 -0.088795587813472618 0.16017380307633772 -0.35181253743549668 0.019829789852709407 -0.21549362641141404 0.01258865112721904 -0.21860655926806499 -0.013716039627495609 -0.13341468077405402 -0.0022052694231533363 -0.13431887478327031 -0.031311638617045522 -0.13485987385844803 -0.068081868638792051 -0.030597245365371131 -0.077880156524153824 0.026221851772666203 0.037329871824725712 
