C:/Users/vmc04/Desktop/Wing saga/Lab reared wings for landmarking/18/APR/APRFC/coord_Jul25_Format - {Aligned specimens} - 1 21 36 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/APR/APRFC/coord_Jul25.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.35956826171387413 -0.075261034530062776 -0.090747743558745902 -0.13251025991446636 0.28201246486656639 -0.088496641061015888 0.30150435772346146 -0.06123028460596748 0.311906460881619 -0.030064143680330793 0.30282872174753311 0.0050057985707779419 0.2716716187453852 0.038785520064326215 0.19246504146001203 0.084272628679406866 0.074296771162709274 0.1323723136486781 -0.076344932451046288 0.16879574212176596 -0.34523323503233727 0.050712829990742198 -0.21016958081279521 0.032478018838616937 -0.21667541424838821 0.0013103715923988134 -0.1374472463680152 0.011669795667417283 -0.14005881850848476 -0.024694384196135545 -0.14916618194733819 -0.066251079822139514 -0.040077157104702645 -0.083177092262867139 0.028803135158442791 0.036281900898856474 
-0.38156938713965305 -0.068238135777408893 -0.10445649438738867 -0.12662790458403395 0.28111353164865177 -0.077595131257505612 0.29918663182650079 -0.052721453242111194 0.31160493861751665 -0.019938477371822642 0.29855113875174399 0.0079644082839055545 0.26367140072759204 0.043247768201891704 0.20183975475086333 0.077649755465484013 0.10892527736323233 0.11373335497178112 -0.070543785901681061 0.15642972976742009 -0.35292886274501506 0.046017524808684769 -0.20677159894302652 0.031910601575607385 -0.21375545551080738 -0.0020436951614313348 -0.13451173884702478 0.008641926554803097 -0.13727653469104034 -0.030570545874591772 -0.14174147499444223 -0.05904632375567586 -0.037227462620788167 -0.078562160795949909 0.015890122094767083 0.029748758190953947 
-0.37760804576999091 -0.073870894813455296 -0.11038192318286932 -0.12844156132061768 0.27562134296386986 -0.084068149594264063 0.2957680911289014 -0.058287085570498137 0.30449515569011254 -0.027258019703545324 0.29902458907300222 0.0079904343798214237 0.26766802472280099 0.038076215151893578 0.19678480254051911 0.084482577710290802 0.10030387075352895 0.12836007046770329 -0.075171561165322781 0.16888994721600911 -0.35747399496023274 0.049197149850149599 -0.2064627253099921 0.028669877202683953 -0.20611562164931027 -0.0046850988687628424 -0.13459009985580439 0.0034780867909565407 -0.13673265564124107 -0.028271699396952541 -0.14311420482052503 -0.062222856902597511 -0.019613727964346114 -0.078406202446890741 0.027598683446899638 0.03636720984807696 
-0.38964050226053432 -0.061617651903359549 -0.087380682590728578 -0.1183863127196696 0.28255064370704458 -0.077746184990433898 0.30130748761160314 -0.052194624027905388 0.31088439169797849 -0.016477997262563469 0.30211041940936745 0.014354578735467662 0.26895220632972433 0.036084807116677955 0.18998989288328808 0.072431174754299027 0.098710067477911709 0.10811178847411936 -0.061271406846964367 0.15310951989208699 -0.36677896675334948 0.044538099146655789 -0.20325395275814426 0.031038697644520108 -0.20811999700269429 -0.001038790726369602 -0.13479408370411197 0.0042782373546547976 -0.13949594028455689 -0.024575083412735461 -0.14510533064826989 -0.058554234812903776 -0.026882850766162425 -0.072979176621068328 0.0082186044986002262 0.01962315335852886 
-0.38063274923778412 -0.074436413375971316 -0.10959793768783591 -0.13262778000370901 0.27998578368437493 -0.090700045317073999 0.30312875509841403 -0.051983169420130371 0.31187194268824947 -0.022346588339761206 0.30069077415609768 0.007407921906635387 0.26120994418076238 0.036134430201471716 0.18935972926767269 0.083184327107941158 0.095939320909785228 0.12159487082004609 -0.083716991414838765 0.16669259821886573 -0.36196966789862545 0.048988458330924772 -0.19489040832635268 0.033454252658903699 -0.20185573465679274 0.0012168916577337402 -0.12628699824642836 0.01013438749582366 -0.13128347479787522 -0.026099637646346527 -0.14046760400992034 -0.062906628347310464 -0.034748285543406601 -0.076882150820647754 0.023263601834503142 0.029174274872604978 
-0.38099101376261496 -0.065625984126451098 -0.097281743667659376 -0.12945787275551932 0.2785056624491033 -0.086722443859046261 0.29928111432173099 -0.05621484706746261 0.30724968766948241 -0.023917944677032257 0.2997829586587929 0.0078473128392723048 0.2602990333359122 0.044085834352693649 0.19925607247039223 0.077192054440777425 0.10186148770732849 0.12497776049964296 -0.080287406988039101 0.16809176507550017 -0.36460755729475675 0.046140613246801854 -0.19982414022315137 0.035406812908433304 -0.19993520935256273 0.0016280782797486099 -0.13729934711937683 0.010158097038689222 -0.13480975969757664 -0.029744370774194499 -0.13900331761645401 -0.0652568764370203 -0.015883906674226192 -0.082842459064894305 0.0036873857836749327 0.024254470080061524 
-0.38511540733318556 -0.06983657231170777 -0.10644699434627511 -0.12811827460643502 0.27536418621974812 -0.088767001261589595 0.29714994608343814 -0.054366491881625519 0.30749649346712032 -0.025344679742941727 0.3004244287715967 0.012413184265120284 0.26258369282359478 0.043262971157127371 0.1949840787795023 0.081483417623207766 0.09451333523021993 0.12216016518050919 -0.066484957667631003 0.1632994951958289 -0.38566437433196354 0.045266750766211235 -0.19676455837173454 0.030064605460456511 -0.1981834423265893 -0.0011684045504492299 -0.11641558751228845 0.010163824610459178 -0.12064637169728303 -0.027321312198623677 -0.13172998503837258 -0.059319012146916629 -0.040378516477366871 -0.078154751880567905 0.015314033727469626 0.024282086321937325 
-0.38772156539911662 -0.071168756318444576 -0.12362918925290761 -0.13038693538652951 0.27821808806056808 -0.090194402993342096 0.30183529770647571 -0.056787221383876103 0.31281929246807033 -0.025062600776107384 0.3002527593417158 0.0080725276657123823 0.26174232659552593 0.040574640761628075 0.1819448999403494 0.081689604139905378 0.085765946966555318 0.12454269665151192 -0.073218118250545999 0.16922282730705876 -0.36634213671652543 0.041436177479272827 -0.19875633484338898 0.032240092492126025 -0.20530343469314305 0.00016562333242622511 -0.11446644514474005 0.019790021764848547 -0.11489408908095584 -0.025267510831095491 -0.12863241775269404 -0.069275497771246058 -0.030693108392918007 -0.084141167483062343 0.021078228447675814 0.034549881349214245 
-0.3663650403250458 -0.069338411374425812 -0.10629456188531335 -0.12656586059753769 0.28008288330797171 -0.089472867218485172 0.29897668705663832 -0.056370459625301794 0.31245394963085316 -0.025276772549834375 0.30257082692722842 0.013101075829520369 0.26668959855267876 0.044374622286616823 0.20481672433942857 0.081231649635344849 0.099932480500471807 0.12460919785653453 -0.071798498064670799 0.16059378354667989 -0.34835659789941137 0.0482465349428704 -0.21375192779510838 0.029301052536405879 -0.21748070822175417 -0.0007144941699509733 -0.13392228981402177 0.0085267089938543834 -0.13394166931069607 -0.029536639447815462 -0.14169435060499841 -0.061406886619158038 -0.032465246128475421 -0.08033944936117314 0.00054773973422512297 0.02903721533585504 
-0.37955102542179342 -0.081177175828776274 -0.092251650227031093 -0.13088612063696736 0.26927590788561934 -0.084870064854263905 0.29214884684832415 -0.060476802896012365 0.30689069849161188 -0.028459227950192522 0.30193678095496718 0.009000813309718584 0.27351970026592792 0.036398270150259572 0.20202106191760202 0.08490406856923513 0.10018599614988528 0.12803870016235969 -0.063496297651193578 0.16478861626593519 -0.36256817798639002 0.037915387687070791 -0.20132415561711306 0.032759722055307409 -0.20458477525772739 0.0014992710148607287 -0.13846337892005345 0.0076336369308855944 -0.14021582593472237 -0.022285541199298636 -0.14238552223859813 -0.0593283331700028 -0.03435694143621764 -0.069944690670259255 0.013218758176901525 0.034489471060141573 
-0.39144246131568639 -0.071949133403139381 -0.089939381755165193 -0.1335504948014645 0.26447801787281772 -0.087693124861067381 0.29081575321338804 -0.059180394312783303 0.30500464912167863 -0.025392775611716305 0.29681960075596792 0.0089645695549337573 0.26311159851700799 0.039964555543942334 0.20256954531858457 0.084540799936896519 0.094375648974648521 0.12911083871443371 -0.073085908904842234 0.16909203769022274 -0.37129262890357789 0.045403825698042272 -0.19859909391006625 0.03299184268693052 -0.20002651288173195 0.00088290357468401325 -0.12951061545874229 0.0058822369178011735 -0.1324512754795977 -0.027494888241896918 -0.13727275905224989 -0.066312340094009159 -0.029532267288444828 -0.084213766451714051 0.035978091176010689 0.038953307459905426 
-0.36851774720027053 -0.068893016173579971 -0.09922759361606448 -0.1305939290381127 0.26811656890358099 -0.080468307249891721 0.29397257542620758 -0.051702354879443697 0.302613997980623 -0.018670917856938397 0.29470355606863313 0.010239618334120227 0.27141807410355301 0.037935168771868082 0.20778114079547882 0.077913068254278392 0.11446049854423852 0.11976464222211945 -0.061988987129927023 0.16348585990570569 -0.35337167518715423 0.042007700367084358 -0.22279227260134721 0.027010242944264604 -0.22896959307883097 -0.0016070948358868657 -0.13844844342511123 0.0097655591754294072 -0.14138848907355644 -0.024221795759789135 -0.14841127421345249 -0.059938241359827976 -0.017169152125839623 -0.083322084266151272 0.02721881582923855 0.031295881444751039 
-0.36763325314740891 -0.069667608236086365 -0.11113259578653172 -0.12247674213845026 0.29539452107035974 -0.081881390014481872 0.31091344262326442 -0.054379143154314712 0.31172863585663391 -0.026060896390941314 0.30137973036529536 0.0055241733296872023 0.26570780443502118 0.037380033013295476 0.1897363231087035 0.079035958233749939 0.084357385143315131 0.12232388326061727 -0.077657239678983081 0.15362767631038529 -0.34694633220753024 0.050958251314471355 -0.21760719698631287 0.030544137012165205 -0.21814998691702833 0.00031987380005103451 -0.12856681049130195 0.0063155698028668564 -0.13210482674645529 -0.023364290138857814 -0.13455322979099313 -0.06066821587554496 -0.044696440057857237 -0.077000313987226815 0.0198300692078105 0.029469043858614201 
-0.37804253071633376 -0.067213902972962786 -0.11935983155361324 -0.12205530669659397 0.28229532031371768 -0.079245230472048719 0.30357652582794104 -0.048877500941579069 0.30462119610086719 -0.017564397498066497 0.2999160628843956 0.01150836236561689 0.2663993373724724 0.043704264873706843 0.20082272722376027 0.078861438817855123 0.11266994189403882 0.10963722196222862 -0.061917620322038416 0.14978243303982222 -0.35814472305440881 0.043191315121071987 -0.2133399803838732 0.02565900073590616 -0.21795668541483262 0.00068061076671924723 -0.12775128105067729 0.007129605763603563 -0.13071255248673572 -0.024930278873184934 -0.1327651715211694 -0.062155057014442912 -0.051918326915862803 -0.077013120868828902 0.02160759180235261 0.028900541891176548 
-0.36923843593913064 -0.072062914417985444 -0.098583803365180092 -0.12707403948967363 0.28800342667257095 -0.082404257823754115 0.3025137309778248 -0.061397116842672086 0.30998133825426988 -0.02317925666432042 0.30458050847023782 0.0047496312402266405 0.26823784337567758 0.03709571977068029 0.18428848412629947 0.08512303798729827 0.093650705792471547 0.12739953466136211 -0.05515352605355086 0.16697133025757357 -0.35027775794924965 0.041182126711308088 -0.21293770994377875 0.032081224561758943 -0.20906208348501598 0.00051432422330025386 -0.14158600067130589 0.005019301895829718 -0.14064411694357398 -0.026743467037086757 -0.14142330513556903 -0.05921050567288412 -0.041634306850126056 -0.07965892774347734 0.0092850086671294099 0.031594254382517166 
