C:/Users/vmc04/Desktop/Wing saga/Lab reared wings for landmarking/18/APR/APRFB/coord_Jul25_Format - {Aligned specimens} - 1 25 36 0	from C:/Users/vmc04/Desktop/Lab reared wings for landmarking/18/APR/APRFB/coord_Jul25.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
-0.37224094658433304 -0.09764218779598681 -0.078896286831317247 -0.13281062171547811 0.28173935081083251 -0.070068947955869876 0.30173310034019357 -0.042178303699310096 0.31138565189036682 -0.006442965080851867 0.30580693909350798 0.024554528674060532 0.26072349193347444 0.05409934875072895 0.18398000477216436 0.092532693128341129 0.067375139873781298 0.13211134844786443 -0.085066544645925959 0.16280001960257687 -0.36674199419929193 0.026195565719363833 -0.21638942942154221 0.020366070143074358 -0.2178913837373517 -0.016897322973843689 -0.11728327029909831 0.0022077378485058099 -0.1215615309220124 -0.034113306332233098 -0.12306348523782201 -0.071376699449151051 -0.038017179337849157 -0.083524294752746378 0.02440837250222281 0.040187337440955304 
-0.3507202184966331 -0.088755827931963127 -0.1119467632174445 -0.13048904995251481 0.28638497854446932 -0.060560283339396358 0.30553933185166093 -0.031874056718318111 0.31299777056489231 0.00058531266269411892 0.30494950329281251 0.029007998863861181 0.26971116498526665 0.055871781760389816 0.20333391926904579 0.08761582714450053 0.083784047559982894 0.12532215565623003 -0.08229849164881782 0.15221379751315145 -0.34401475241171942 0.021425314532682309 -0.21825160669893148 0.010984354319250728 -0.21796296719140978 -0.018808992029475318 -0.14164950288675143 -0.0064103029824180702 -0.14011569866972373 -0.031009648248429948 -0.14363785055355177 -0.068612820536935251 -0.041191236765853748 -0.079279672538862048 0.025088372472706427 0.032774111825554092 
-0.35590392486693212 -0.10177882713315362 -0.075402632163027575 -0.13455099222211861 0.27851395424171022 -0.071444350632988957 0.30165270720965659 -0.043490980261191761 0.31423450959113486 -0.0046991058935387424 0.30806279393337094 0.026657805698899941 0.26134510993647231 0.062389156634183561 0.19626010803204111 0.099185256828133395 0.084280515443645829 0.13742151082659912 -0.059243691010113515 0.15522241277908511 -0.35098796987703063 0.021613171855732128 -0.21196444066015677 0.016217165597658515 -0.21204749621076013 -0.010942213339001076 -0.14747493233207881 -0.0032871615332839502 -0.14872738386366988 -0.035918115829032295 -0.14724404771571659 -0.069133768115274705 -0.040945323931053525 -0.080409141035865064 0.0055921442425079428 0.036948175775156661 
-0.36277392603136566 -0.092065177548083035 -0.069959512128492315 -0.13365062908027647 0.28241290365099503 -0.063142307863575706 0.29678369388044956 -0.040629279024522957 0.3072022148525636 -0.0044303590365038165 0.29650973509433304 0.029435876180468216 0.26145902814623823 0.059575456004618561 0.19114005787246313 0.095726031071039455 0.10040707217923077 0.12792030813665392 -0.056446856948585714 0.15961098380816685 -0.36747555426465789 0.010709942347023228 -0.20693122843521819 0.015214157920062735 -0.21433619429926404 -0.016806878946097694 -0.14914993627048539 -0.0051676275516622898 -0.15191773379670304 -0.032313795985076714 -0.15537848789034139 -0.064564475459222045 -0.031016967075054764 -0.076554235996031381 0.029471691463898126 0.031132011023019438 
-0.37941900143957386 -0.095092422225641543 -0.11294529839625603 -0.12886120028502368 0.27507696096078771 -0.066155973699540141 0.30122026751376652 -0.033198284153271931 0.31161808965261079 0.00047760890664259702 0.30118616461172182 0.030024317744927899 0.26580667580348499 0.055197388908583937 0.19554039430434947 0.090283164516423028 0.08845442775834593 0.12607577600389347 -0.086453285756794729 0.15577599722305913 -0.36203812708120658 0.015859329032299814 -0.20071370901658486 0.020064297480695215 -0.20166499834921614 -0.012637570978558247 -0.12730363553049601 -0.0053304918679309074 -0.13746079342767881 -0.036099467971215396 -0.13792696506564864 -0.070012236061453181 -0.019228487538478282 -0.078668570338592037 0.026251320996866709 0.032298337764702562 
-0.38102710342690926 -0.08512709410466901 0.052197111479572157 -0.13617352635673749 0.27457029507268876 -0.068865845545277096 0.29660815299205712 -0.041501109159984846 0.30582176598197514 -0.0091858158795235876 0.30118739926578553 0.02448944615383308 0.25296162387795745 0.055063438161329248 0.18182733993427855 0.086992387972406146 0.078550890647571606 0.1242031177055752 -0.075325015657886671 0.1564282138983728 -0.36997923641562658 0.030785439326110192 -0.20910530366168426 0.01856576434730977 -0.20909027081374021 -0.0086158222019196949 -0.15114152052232252 -0.00054896243294629379 -0.15283271230214129 -0.033714862552631432 -0.158970110012772 -0.064318920256015405 -0.049210007140567509 -0.078789258421452443 0.012956700701767705 0.030313409346220198 
-0.3751012291355007 -0.095377108555347853 -0.081991217940003483 -0.13343478746205392 0.28711131345473118 -0.062447439311904274 0.30299841921585707 -0.033902373888164215 0.30692282966906093 -0.0090092998667820369 0.2996237265762588 0.021262149572067693 0.26669724741207218 0.05277370146730128 0.18960125669003794 0.095790945383214032 0.081256373699788262 0.13004536181823342 -0.088847112064975503 0.15580449011129155 -0.36354186028376928 0.018599050055559854 -0.19976491449435557 0.018229036766437452 -0.20051873539201343 -0.009839506522404411 -0.13973757544686494 -0.0028079427685344677 -0.13976197400643414 -0.034538236883561967 -0.14247068056282317 -0.065534228948586612 -0.031913131998737895 -0.079043603747135233 0.02943726460767155 0.033429792780370456 
-0.36109306106292899 -0.096622048775445668 -0.097315530043621645 -0.12792766759345281 0.28592876289939134 -0.064705947210838138 0.30128796337229641 -0.03944099514291028 0.30809638463574851 -0.0086412118608893331 0.30051494640330761 0.024511181663698707 0.26041790967095824 0.061206638992130039 0.18888429463190817 0.093586015547729343 0.089733117282363203 0.12693473308034045 -0.088313754906280503 0.15486180691879883 -0.35743680973914554 0.023340023773014255 -0.21367619087639622 0.013429009722375396 -0.211297037905716 -0.011781102737454462 -0.14593329495356672 -0.0023741700709299231 -0.14535309368885713 -0.03497290505892145 -0.14524341447266101 -0.070449611946091742 -0.011362004476821553 -0.079336445411620771 0.042160813230025025 0.038382696110468024 
-0.37102221024881893 -0.094370886830272796 -0.088171371874004562 -0.13454893589462907 0.27186432343811018 -0.075738774912813181 0.30737603997820717 -0.036543422520539312 0.31460068991151013 -0.0063901010352317867 0.30530507096170695 0.030051438328600157 0.26636330661227015 0.057408682111659864 0.18635332576100247 0.093011537230412625 0.077675896238685468 0.13180407057775542 -0.094709177851867526 0.16317384908485186 -0.35698894788923147 0.02305933011341104 -0.20719442796023421 0.01819489268220819 -0.20753915458172681 -0.014465263019747937 -0.12777615254225264 0.001619140663209516 -0.1347894791065247 -0.035329574786295996 -0.13369059758756527 -0.070665623400125138 -0.029935697919889415 -0.082403374912094735 0.022278564660624663 0.032133016519641955 
-0.3777427202559086 -0.097261530912096314 -0.097787698447876187 -0.13535226623283747 0.27967637766759618 -0.066756003230798847 0.29954740616509273 -0.037841058225857489 0.30630713930998055 -0.008342704210742893 0.29957213250415915 0.027523696238136691 0.26275536267305111 0.057038534479295272 0.19615265537825355 0.097651583933036065 0.081826689338815636 0.13510121545244985 -0.085623728270755095 0.16321934701584326 -0.37230031686530535 0.017847808549586487 -0.18815877291860955 0.022791377759779165 -0.18875042404180431 -0.012108169080827588 -0.13273365375987514 -0.0025849468257572207 -0.1318791455271717 -0.037388632516838827 -0.13950987113080723 -0.075659803816867335 -0.037320104722683149 -0.083411116909094543 0.025968672903847717 0.035532668533590939 
-0.36320375282110978 -0.10402375116784091 -0.090030235972776151 -0.14182436854289734 0.28728883665395882 -0.074597516470310266 0.30736985172136377 -0.043910521120938011 0.3121738685655791 -0.0045295184253829855 0.2985258794934923 0.025841490824108981 0.25916138795553684 0.057642010870216517 0.19085539796470508 0.10151104431010616 0.082420400154262524 0.13799909345503647 -0.079475608447996879 0.16374816341500761 -0.34912419954594492 0.020851757856423268 -0.2045166838693554 0.017195197666337161 -0.20991919577703452 -0.010067303341539447 -0.13626068217241991 0.0016691676158597749 -0.13311869679450788 -0.034619837995679546 -0.14229471145876244 -0.067467838108123485 -0.047175205462926563 -0.080317378941160922 0.01732334981393607 0.034900108100776969 
