1 50 26 0	from C:/Users/vmc04/Dropbox/Wing project/Landmark txt files/Field collected/13 landmarks/APR Field 13 landmarks.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
4.060703963	2.316202019	4.041102818	2.394606601	3.949630806	2.47627804	3.279925003	2.430542034	3.766686782	2.577550625	3.502071318	2.672289495	2.384806028	2.417474604	3.080646691	2.753960934	2.659222065	2.763761507
3.969231951	2.038519126	3.939830233	2.120190565	3.858158794	2.195328289	3.185186134	2.12672428	3.655613624	2.296600874	3.325661009	2.388072886	2.152859141	2.087521989	2.884635237	2.45014318	2.466477468	2.47627804
4.204445697	1.594226496	4.165243406	1.688965365	4.077038251	1.773903662	3.302793006	1.679164793	3.874493082	1.855575102	3.564141612	1.943780256	2.227996865	1.639962502	3.087180407	2.012384265	2.574283768	2.038519126
4.282850278	1.793504808	4.276316563	1.875176247	4.155442833	1.960114544	3.485737031	1.901311108	3.949630806	2.048319698	3.626211906	2.146325426	2.345603737	1.822906526	3.155784416	2.22146315	2.639620919	2.214929435
4.201178839	1.741235086	4.178310836	1.832707099	4.090105682	1.901311108	3.361596443	1.826173383	3.858158794	1.996049977	3.511871891	2.10058942	2.286800301	1.718367083	3.051244973	2.149592283	2.508946616	2.133257995
4.292650851	1.767369947	4.279583421	1.865375674	4.197911981	1.937246541	3.466135885	1.888243677	3.972498809	2.045052841	3.616411333	2.156125998	2.410940889	1.852308244	3.175385561	2.241064295	2.675556352	2.257398583
3.933296518	1.571358493	3.900627942	1.68243165	3.818956503	1.754302517	3.132916413	1.711833368	3.600077046	1.858841959	3.286458719	1.966648259	1.953580829	1.646496217	2.776828937	2.041785983	2.286800301	2.061387129
3.603343903	1.956847686	3.590276473	2.051586556	3.498804461	2.129991138	2.855233519	2.067920844	3.302793006	2.218196292	3.005508967	2.335803165	1.754302517	2.035252268	2.499146043	2.424008319	2.015651123	2.430542034
3.632745621	1.587692781	3.606610761	1.66936422	3.508605034	1.747768802	2.848699804	1.68243165	3.283191861	1.855575102	2.998975252	1.933979683	1.858841959	1.623628214	2.567750052	1.99278312	2.107123135	2.009117407
3.900627942	1.336144747	3.887560512	1.437417332	3.737285064	1.558291062	3.012042682	1.506021341	3.56740847	1.662830505	3.234188997	1.780437377	1.894777392	1.535423059	2.750694077	1.894777392	2.218196292	1.953580829
