1 50 26 0	from C:/Users/vmc04/Dropbox/Wing project/Landmark txt files/Field collected/13 landmarks/APR Field 13 landmarks.txt - TPS like internal (simplified) format - can be converted to other format by using TET	
4.014967957	1.247939593	4.001900527	1.349212178	3.864692509	1.457018478	3.119848982	1.365546466	3.652346767	1.551757347	3.335461582	1.653029932	1.982982547	1.293675599	2.832365516	1.734701371	2.283533444	1.737968229
3.528206179	1.218537875	3.475936458	1.310009887	3.400798734	1.385147611	2.78662951	1.313276744	3.21785471	1.46681905	2.927104386	1.558291062	1.806572238	1.244672735	2.505679759	1.630161929	2.038519126	1.626895071
3.613144476	1.639962502	3.596810188	1.737968229	3.482470173	1.813105953	2.900969525	1.718367083	3.289725576	1.881709962	3.012042682	1.947047114	1.878443105	1.600760211	2.603685486	2.00585055	2.13979171	1.99278312
4.073771394	1.394948184	4.041102818	1.473352765	3.949630806	1.558291062	3.384464446	1.46681905	3.776487355	1.633428787	3.518405606	1.702032796	2.459943753	1.404748756	3.054511831	1.751035659	2.58408434	1.728167656
0.751377242	1.404748756	0.761177815	1.496220768	0.849382969	1.57462535	1.56155792	1.541956775	1.074796142	1.688965365	1.378613896	1.786971092	2.66575578	1.54849049	1.871909389	1.871909389	2.306401447	1.907844823
3.606610761	2.182260859	3.587009615	2.267199156	3.505338176	2.322735734	2.90750324	2.24759801	3.292992434	2.407674031	3.018576398	2.482811756	1.894777392	2.149592283	2.58408434	2.522014046	2.129991138	2.515480331
3.926762803	1.270807596	3.907161657	1.34594532	3.812422788	1.430883617	3.208054137	1.352479035	3.616411333	1.522355629	3.315860437	1.594226496	2.149592283	1.261007023	2.89443581	1.646496217	2.375005456	1.626895071
4.106439969	1.639962502	4.080305109	1.734701371	3.985566239	1.809839096	3.257057	1.728167656	3.769953639	1.91111168	3.482470173	1.989516262	2.214929435	1.643229359	3.005508967	2.045052841	2.492612328	2.041785983
3.884293654	1.600760211	3.861425651	1.708566511	3.789554785	1.773903662	3.185186134	1.724900799	3.632745621	1.865375674	3.345262155	1.953580829	2.218196292	1.705299653	2.917303813	2.048319698	2.424008319	2.067920844
3.485737031	1.891510535	3.453068455	1.99278312	3.312593579	2.084255132	2.711491786	1.966648259	3.181919276	2.146325426	2.904236382	2.218196292	1.826173383	1.930712826	2.508946616	2.290067159	2.080988274	2.299867731
3.707883345	1.770636805	3.698082773	1.865375674	3.59354333	1.940513398	2.969573534	1.868642532	3.387731303	2.048319698	3.113315267	2.110389992	1.969915117	1.800038523	2.66575578	2.185527716	2.192061432	2.178994001
3.943097091	1.087863572	3.939830233	1.185869299	3.734018206	1.313276744	3.119848982	1.185869299	3.639279336	1.35901275	3.348529012	1.45375162	2.064653986	1.143400151	2.89443581	1.519088771	2.384806028	1.528889344
4.086838824	2.097322562	4.054170248	2.211662577	3.962698236	2.280266586	3.188452991	2.195328289	3.704616488	2.378272313	3.384464446	2.473011183	2.107123135	2.110389992	2.910770098	2.522014046	2.361938025	2.525280904
4.171777121	1.894777392	4.13257483	1.963381401	4.03783596	2.041785983	3.384464446	1.960114544	3.835290791	2.149592283	3.538006752	2.211662577	2.375005456	1.858841959	3.090447264	2.24759801	2.669022637	2.24759801
3.734018206	1.385147611	3.704616488	1.483153338	3.609877618	1.545223632	2.874834664	1.483153338	3.404065591	1.633428787	3.083913549	1.728167656	1.842507671	1.434150475	2.590618055	1.826173383	2.172460286	1.855575102
4.250181703	1.845774529	4.194645124	1.940513398	4.086838824	2.022184838	3.436734167	1.956847686	3.877759939	2.120190565	3.577209043	2.208395719	2.286800301	1.865375674	3.038177543	2.280266586	2.561216337	2.296600874
3.828757076	1.855575102	3.779754212	1.953580829	3.70134963	2.012384265	3.025110113	1.920912253	3.495537603	2.094055704	3.165584988	2.165926571	1.973181974	1.862108817	2.701691213	2.237797438	2.211662577	2.23453058
4.02476853	1.849041386	4.0117011	1.947047114	3.920229088	2.022184838	3.224388425	1.940513398	3.691549058	2.120190565	3.371397015	2.195328289	2.152859141	1.862108817	2.936904958	2.263932298	2.420741462	2.250864868
3.913695373	1.365546466	3.897361085	1.45375162	3.789554785	1.532156202	3.178652419	1.479886481	3.606610761	1.623628214	3.279925003	1.705299653	2.159392856	1.427616759	2.861767234	1.764103089	2.397873459	1.773903662
4.03783596	1.558291062	4.02476853	1.65629679	3.936563376	1.718367083	3.191719849	1.643229359	3.704616488	1.816372811	3.381197588	1.914378538	2.149592283	1.571358493	2.923837528	1.973181974	2.430542034	1.963381401
4.096639397	1.394948184	4.054170248	1.492953911	3.949630806	1.551757347	3.250523285	1.447217905	3.763419924	1.633428787	3.453068455	1.715100226	2.218196292	1.352479035	2.966306676	1.767369947	2.47627804	1.751035659
3.763419924	1.443951047	3.734018206	1.515821914	3.658880482	1.581159065	2.969573534	1.509288199	3.462869027	1.672631077	3.168851846	1.764103089	1.982982547	1.447217905	2.698424355	1.822906526	2.224730007	1.832707099
3.600077046	1.424349902	3.577209043	1.528889344	3.475936458	1.600760211	2.861767234	1.515821914	3.283191861	1.688965365	2.995708395	1.764103089	1.871909389	1.434150475	2.577550625	1.826173383	2.11365685	1.816372811
3.956164521	1.489687053	3.93002966	1.564824778	3.841824506	1.643229359	3.198253564	1.600760211	3.639279336	1.757569374	3.371397015	1.835973956	2.211662577	1.532156202	2.92057067	1.901311108	2.420741462	1.894777392
4.152175975	1.44068419	4.116240542	1.532156202	4.021501673	1.600760211	3.188452991	1.499487626	3.756886209	1.721633941	3.410599306	1.800038523	2.038519126	1.414549329	2.884635237	1.849041386	2.388072886	1.865375674
4.188111409	2.172460286	4.158709691	2.254131725	4.063970821	2.32926945	3.430200452	2.257398583	3.89082737	2.424008319	3.577209043	2.499146043	2.410940889	2.159392856	3.126382697	2.55794948	2.655955207	2.548148907
3.6882822	2.149592283	3.655613624	2.244331153	3.564141612	2.32926945	2.848699804	2.250864868	3.33872844	2.420741462	3.047978116	2.505679759	1.845774529	2.152859141	2.580817483	2.561216337	2.077721416	2.551415765
3.636012479	1.806572238	3.616411333	1.891510535	3.518405606	1.976448832	2.842166089	1.920912253	3.315860437	2.077721416	3.008775825	2.172460286	1.783704235	1.852308244	2.535081477	2.24759801	2.015651123	2.250864868
4.155442833	1.639962502	4.135841688	1.737968229	4.057437106	1.80330538	3.44653474	1.734701371	3.89082737	1.894777392	3.632745621	1.973181974	2.430542034	1.626895071	3.106781552	2.01891798	2.69189064	2.002583692
4.328586284	1.577892208	4.315518854	1.685698508	4.178310836	1.780437377	3.361596443	1.666097362	3.959431379	1.871909389	3.662147339	1.960114544	2.175727144	1.571358493	3.096980979	2.03198541	2.580817483	2.045052841
4.308985139	1.845774529	4.299184566	1.930712826	4.184844551	2.015651123	3.570675327	1.956847686	4.02476853	2.097322562	3.766686782	2.178994001	2.606952343	1.89804425	3.296259291	2.241064295	2.835632373	2.257398583
3.5804759	1.747768802	3.547807324	1.842507671	3.469402743	1.924179111	2.744160361	1.839240814	3.240722713	2.022184838	2.914036955	2.116923707	1.66936422	1.731434514	2.446876322	2.169193429	1.943780256	2.152859141
4.224046842	1.56155792	4.161976548	1.639962502	4.106439969	1.705299653	3.417133021	1.633428787	3.881026797	1.793504808	3.629478764	1.862108817	2.486078613	1.581159065	3.178652419	1.930712826	2.734359789	1.924179111
3.946363948	1.711833368	3.920229088	1.806572238	3.812422788	1.871909389	3.142716985	1.79023795	3.590276473	1.963381401	3.319127294	2.045052841	2.13979171	1.724900799	2.884635237	2.110389992	2.446876322	2.12672428
3.972498809	1.56155792	3.952897663	1.646496217	3.845091364	1.734701371	3.198253564	1.653029932	3.655613624	1.826173383	3.368130158	1.914378538	2.10058942	1.594226496	2.858500376	1.982982547	2.397873459	1.989516262
4.041102818	1.479886481	4.028035388	1.564824778	3.910428515	1.646496217	3.296259291	1.56155792	3.740551921	1.724900799	3.400798734	1.806572238	2.237797438	1.450484762	2.963039819	1.865375674	2.502412901	1.855575102
4.34818743	1.316543602	4.322052569	1.391681326	4.220779984	1.470085908	3.462869027	1.434150475	4.02476853	1.584425923	3.67521477	1.705299653	2.335803165	1.411282472	3.175385561	1.806572238	2.646154634	1.816372811
3.577209043	1.264273881	3.544540467	1.33287789	3.469402743	1.404748756	2.783362652	1.34594532	3.299526149	1.499487626	2.979374107	1.604027068	1.822906526	1.296942457	2.538348334	1.662830505	2.048319698	1.666097362
0.970256699	1.636695644	1.012725848	1.718367083	1.11726529	1.806572238	1.741235086	1.68243165	1.283875026	1.871909389	1.581159065	1.950313971	2.711491786	1.617094499	2.015651123	1.982982547	2.466477468	1.976448832
0.754644099	1.956847686	0.770978387	2.048319698	0.882051545	2.120190565	1.558291062	2.054853413	1.081329857	2.227996865	1.404748756	2.322735734	2.662488922	1.999316835	1.88497682	2.391339744	2.35540431	2.384806028
